panel,series,case,N,Kcut,x,y,value,unit,formula,evidenceClass,note
B,signed principal coefficient,tau=0.04,10,2,1.25,0.22633377631580265,0.22633377631580265,normalized target coefficient,"<P_*u(t),e_tau>/(tau*||P_*F(u_*)||_2)",finite Fourier--Galerkin trajectory,event direction e_tau is the normalized target forcing at t=tau
B,transverse target norm,tau=0.04,10,2,1.25,2.432969947866817e-15,2.432969947866817e-15,normalized target coefficient,"||P_*u-<P_*u,e_tau>e_tau||/(tau*||P_*F(u_*)||_2)",finite Fourier--Galerkin trajectory,nonnegative transverse residual in the eight-real-dimensional shell
B,signed principal coefficient,tau=0.04,10,2,1.2625,0.23741261790218063,0.23741261790218063,normalized target coefficient,"<P_*u(t),e_tau>/(tau*||P_*F(u_*)||_2)",finite Fourier--Galerkin trajectory,event direction e_tau is the normalized target forcing at t=tau
B,transverse target norm,tau=0.04,10,2,1.2625,2.4318728702258462e-15,2.4318728702258462e-15,normalized target coefficient,"||P_*u-<P_*u,e_tau>e_tau||/(tau*||P_*F(u_*)||_2)",finite Fourier--Galerkin trajectory,nonnegative transverse residual in the eight-real-dimensional shell
B,signed principal coefficient,tau=0.04,10,2,1.2750000000000001,0.2484690430630654,0.2484690430630654,normalized target coefficient,"<P_*u(t),e_tau>/(tau*||P_*F(u_*)||_2)",finite Fourier--Galerkin trajectory,event direction e_tau is the normalized target forcing at t=tau
B,transverse target norm,tau=0.04,10,2,1.2750000000000001,2.431516977213014e-15,2.431516977213014e-15,normalized target coefficient,"||P_*u-<P_*u,e_tau>e_tau||/(tau*||P_*F(u_*)||_2)",finite Fourier--Galerkin trajectory,nonnegative transverse residual in the eight-real-dimensional shell
B,signed principal coefficient,tau=0.04,10,2,1.2875,0.25950308374901443,0.25950308374901443,normalized target coefficient,"<P_*u(t),e_tau>/(tau*||P_*F(u_*)||_2)",finite Fourier--Galerkin trajectory,event direction e_tau is the normalized target forcing at t=tau
B,transverse target norm,tau=0.04,10,2,1.2875,2.4287519720946433e-15,2.4287519720946433e-15,normalized target coefficient,"||P_*u-<P_*u,e_tau>e_tau||/(tau*||P_*F(u_*)||_2)",finite Fourier--Galerkin trajectory,nonnegative transverse residual in the eight-real-dimensional shell
B,signed principal coefficient,tau=0.04,10,2,1.3,0.2705147718776931,0.2705147718776931,normalized target coefficient,"<P_*u(t),e_tau>/(tau*||P_*F(u_*)||_2)",finite Fourier--Galerkin trajectory,event direction e_tau is the normalized target forcing at t=tau
B,transverse target norm,tau=0.04,10,2,1.3,2.4255361983585018e-15,2.4255361983585018e-15,normalized target coefficient,"||P_*u-<P_*u,e_tau>e_tau||/(tau*||P_*F(u_*)||_2)",finite Fourier--Galerkin trajectory,nonnegative transverse residual in the eight-real-dimensional shell
B,signed principal coefficient,tau=0.04,10,2,1.3125,0.2815041393338779,0.2815041393338779,normalized target coefficient,"<P_*u(t),e_tau>/(tau*||P_*F(u_*)||_2)",finite Fourier--Galerkin trajectory,event direction e_tau is the normalized target forcing at t=tau
B,transverse target norm,tau=0.04,10,2,1.3125,2.426056364831664e-15,2.426056364831664e-15,normalized target coefficient,"||P_*u-<P_*u,e_tau>e_tau||/(tau*||P_*F(u_*)||_2)",finite Fourier--Galerkin trajectory,nonnegative transverse residual in the eight-real-dimensional shell
B,signed principal coefficient,tau=0.04,10,2,1.325,0.29247121796946,0.29247121796946,normalized target coefficient,"<P_*u(t),e_tau>/(tau*||P_*F(u_*)||_2)",finite Fourier--Galerkin trajectory,event direction e_tau is the normalized target forcing at t=tau
B,transverse target norm,tau=0.04,10,2,1.325,2.42260093092514e-15,2.42260093092514e-15,normalized target coefficient,"||P_*u-<P_*u,e_tau>e_tau||/(tau*||P_*F(u_*)||_2)",finite Fourier--Galerkin trajectory,nonnegative transverse residual in the eight-real-dimensional shell
B,signed principal coefficient,tau=0.04,10,2,1.3375,0.30341603960344854,0.30341603960344854,normalized target coefficient,"<P_*u(t),e_tau>/(tau*||P_*F(u_*)||_2)",finite Fourier--Galerkin trajectory,event direction e_tau is the normalized target forcing at t=tau
B,transverse target norm,tau=0.04,10,2,1.3375,2.421882638389376e-15,2.421882638389376e-15,normalized target coefficient,"||P_*u-<P_*u,e_tau>e_tau||/(tau*||P_*F(u_*)||_2)",finite Fourier--Galerkin trajectory,nonnegative transverse residual in the eight-real-dimensional shell
B,signed principal coefficient,tau=0.04,10,2,1.3499999999999999,0.31433863602197426,0.31433863602197426,normalized target coefficient,"<P_*u(t),e_tau>/(tau*||P_*F(u_*)||_2)",finite Fourier--Galerkin trajectory,event direction e_tau is the normalized target forcing at t=tau
B,transverse target norm,tau=0.04,10,2,1.3499999999999999,2.420961925897798e-15,2.420961925897798e-15,normalized target coefficient,"||P_*u-<P_*u,e_tau>e_tau||/(tau*||P_*F(u_*)||_2)",finite Fourier--Galerkin trajectory,nonnegative transverse residual in the eight-real-dimensional shell
B,signed principal coefficient,tau=0.04,10,2,1.3625,0.3252390389782934,0.3252390389782934,normalized target coefficient,"<P_*u(t),e_tau>/(tau*||P_*F(u_*)||_2)",finite Fourier--Galerkin trajectory,event direction e_tau is the normalized target forcing at t=tau
B,transverse target norm,tau=0.04,10,2,1.3625,2.4181675238869733e-15,2.4181675238869733e-15,normalized target coefficient,"||P_*u-<P_*u,e_tau>e_tau||/(tau*||P_*F(u_*)||_2)",finite Fourier--Galerkin trajectory,nonnegative transverse residual in the eight-real-dimensional shell
B,signed principal coefficient,tau=0.04,10,2,1.375,0.3361172801927916,0.3361172801927916,normalized target coefficient,"<P_*u(t),e_tau>/(tau*||P_*F(u_*)||_2)",finite Fourier--Galerkin trajectory,event direction e_tau is the normalized target forcing at t=tau
B,transverse target norm,tau=0.04,10,2,1.375,2.4150990561853518e-15,2.4150990561853518e-15,normalized target coefficient,"||P_*u-<P_*u,e_tau>e_tau||/(tau*||P_*F(u_*)||_2)",finite Fourier--Galerkin trajectory,nonnegative transverse residual in the eight-real-dimensional shell
B,signed principal coefficient,tau=0.04,10,2,1.3875,0.3469733913529876,0.3469733913529876,normalized target coefficient,"<P_*u(t),e_tau>/(tau*||P_*F(u_*)||_2)",finite Fourier--Galerkin trajectory,event direction e_tau is the normalized target forcing at t=tau
B,transverse target norm,tau=0.04,10,2,1.3875,2.4135631707809695e-15,2.4135631707809695e-15,normalized target coefficient,"||P_*u-<P_*u,e_tau>e_tau||/(tau*||P_*F(u_*)||_2)",finite Fourier--Galerkin trajectory,nonnegative transverse residual in the eight-real-dimensional shell
B,signed principal coefficient,tau=0.04,10,2,1.4,0.3578074041135378,0.3578074041135378,normalized target coefficient,"<P_*u(t),e_tau>/(tau*||P_*F(u_*)||_2)",finite Fourier--Galerkin trajectory,event direction e_tau is the normalized target forcing at t=tau
B,transverse target norm,tau=0.04,10,2,1.4,2.405825493207423e-15,2.405825493207423e-15,normalized target coefficient,"||P_*u-<P_*u,e_tau>e_tau||/(tau*||P_*F(u_*)||_2)",finite Fourier--Galerkin trajectory,nonnegative transverse residual in the eight-real-dimensional shell
B,signed principal coefficient,tau=0.04,10,2,1.4125,0.36861935009624003,0.36861935009624003,normalized target coefficient,"<P_*u(t),e_tau>/(tau*||P_*F(u_*)||_2)",finite Fourier--Galerkin trajectory,event direction e_tau is the normalized target forcing at t=tau
B,transverse target norm,tau=0.04,10,2,1.4125,2.3983608583308678e-15,2.3983608583308678e-15,normalized target coefficient,"||P_*u-<P_*u,e_tau>e_tau||/(tau*||P_*F(u_*)||_2)",finite Fourier--Galerkin trajectory,nonnegative transverse residual in the eight-real-dimensional shell
B,signed principal coefficient,tau=0.04,10,2,1.425,0.37940926089003824,0.37940926089003824,normalized target coefficient,"<P_*u(t),e_tau>/(tau*||P_*F(u_*)||_2)",finite Fourier--Galerkin trajectory,event direction e_tau is the normalized target forcing at t=tau
B,transverse target norm,tau=0.04,10,2,1.425,2.3997882612148133e-15,2.3997882612148133e-15,normalized target coefficient,"||P_*u-<P_*u,e_tau>e_tau||/(tau*||P_*F(u_*)||_2)",finite Fourier--Galerkin trajectory,nonnegative transverse residual in the eight-real-dimensional shell
B,signed principal coefficient,tau=0.04,10,2,1.4375,0.390177168051027,0.390177168051027,normalized target coefficient,"<P_*u(t),e_tau>/(tau*||P_*F(u_*)||_2)",finite Fourier--Galerkin trajectory,event direction e_tau is the normalized target forcing at t=tau
B,transverse target norm,tau=0.04,10,2,1.4375,2.3932449924813924e-15,2.3932449924813924e-15,normalized target coefficient,"||P_*u-<P_*u,e_tau>e_tau||/(tau*||P_*F(u_*)||_2)",finite Fourier--Galerkin trajectory,nonnegative transverse residual in the eight-real-dimensional shell
B,signed principal coefficient,tau=0.04,10,2,1.45,0.40092310310245566,0.40092310310245566,normalized target coefficient,"<P_*u(t),e_tau>/(tau*||P_*F(u_*)||_2)",finite Fourier--Galerkin trajectory,event direction e_tau is the normalized target forcing at t=tau
B,transverse target norm,tau=0.04,10,2,1.45,2.3852147121134474e-15,2.3852147121134474e-15,normalized target coefficient,"||P_*u-<P_*u,e_tau>e_tau||/(tau*||P_*F(u_*)||_2)",finite Fourier--Galerkin trajectory,nonnegative transverse residual in the eight-real-dimensional shell
B,signed principal coefficient,tau=0.04,10,2,1.4625000000000001,0.41164709753473355,0.41164709753473355,normalized target coefficient,"<P_*u(t),e_tau>/(tau*||P_*F(u_*)||_2)",finite Fourier--Galerkin trajectory,event direction e_tau is the normalized target forcing at t=tau
B,transverse target norm,tau=0.04,10,2,1.4625000000000001,2.3858041544027166e-15,2.3858041544027166e-15,normalized target coefficient,"||P_*u-<P_*u,e_tau>e_tau||/(tau*||P_*F(u_*)||_2)",finite Fourier--Galerkin trajectory,nonnegative transverse residual in the eight-real-dimensional shell
B,signed principal coefficient,tau=0.04,10,2,1.475,0.4223491828054346,0.4223491828054346,normalized target coefficient,"<P_*u(t),e_tau>/(tau*||P_*F(u_*)||_2)",finite Fourier--Galerkin trajectory,event direction e_tau is the normalized target forcing at t=tau
B,transverse target norm,tau=0.04,10,2,1.475,2.3788007150731615e-15,2.3788007150731615e-15,normalized target coefficient,"||P_*u-<P_*u,e_tau>e_tau||/(tau*||P_*F(u_*)||_2)",finite Fourier--Galerkin trajectory,nonnegative transverse residual in the eight-real-dimensional shell
B,signed principal coefficient,tau=0.04,10,2,1.4875,0.43302939033930216,0.43302939033930216,normalized target coefficient,"<P_*u(t),e_tau>/(tau*||P_*F(u_*)||_2)",finite Fourier--Galerkin trajectory,event direction e_tau is the normalized target forcing at t=tau
B,transverse target norm,tau=0.04,10,2,1.4875,2.3871135370056232e-15,2.3871135370056232e-15,normalized target coefficient,"||P_*u-<P_*u,e_tau>e_tau||/(tau*||P_*F(u_*)||_2)",finite Fourier--Galerkin trajectory,nonnegative transverse residual in the eight-real-dimensional shell
B,signed principal coefficient,tau=0.04,10,2,1.5,0.44368775152825435,0.44368775152825435,normalized target coefficient,"<P_*u(t),e_tau>/(tau*||P_*F(u_*)||_2)",finite Fourier--Galerkin trajectory,event direction e_tau is the normalized target forcing at t=tau
B,transverse target norm,tau=0.04,10,2,1.5,2.3810990760548243e-15,2.3810990760548243e-15,normalized target coefficient,"||P_*u-<P_*u,e_tau>e_tau||/(tau*||P_*F(u_*)||_2)",finite Fourier--Galerkin trajectory,nonnegative transverse residual in the eight-real-dimensional shell
B,signed principal coefficient,tau=0.04,10,2,1.5125,0.45432429773138916,0.45432429773138916,normalized target coefficient,"<P_*u(t),e_tau>/(tau*||P_*F(u_*)||_2)",finite Fourier--Galerkin trajectory,event direction e_tau is the normalized target forcing at t=tau
B,transverse target norm,tau=0.04,10,2,1.5125,2.383687055869391e-15,2.383687055869391e-15,normalized target coefficient,"||P_*u-<P_*u,e_tau>e_tau||/(tau*||P_*F(u_*)||_2)",finite Fourier--Galerkin trajectory,nonnegative transverse residual in the eight-real-dimensional shell
B,signed principal coefficient,tau=0.04,10,2,1.525,0.46493906027498916,0.46493906027498916,normalized target coefficient,"<P_*u(t),e_tau>/(tau*||P_*F(u_*)||_2)",finite Fourier--Galerkin trajectory,event direction e_tau is the normalized target forcing at t=tau
B,transverse target norm,tau=0.04,10,2,1.525,2.377602846696593e-15,2.377602846696593e-15,normalized target coefficient,"||P_*u-<P_*u,e_tau>e_tau||/(tau*||P_*F(u_*)||_2)",finite Fourier--Galerkin trajectory,nonnegative transverse residual in the eight-real-dimensional shell
B,signed principal coefficient,tau=0.04,10,2,1.5374999999999999,0.47553207045252777,0.47553207045252777,normalized target coefficient,"<P_*u(t),e_tau>/(tau*||P_*F(u_*)||_2)",finite Fourier--Galerkin trajectory,event direction e_tau is the normalized target forcing at t=tau
B,transverse target norm,tau=0.04,10,2,1.5374999999999999,2.38016064350321e-15,2.38016064350321e-15,normalized target coefficient,"||P_*u-<P_*u,e_tau>e_tau||/(tau*||P_*F(u_*)||_2)",finite Fourier--Galerkin trajectory,nonnegative transverse residual in the eight-real-dimensional shell
B,signed principal coefficient,tau=0.04,10,2,1.55,0.4861033595246742,0.4861033595246742,normalized target coefficient,"<P_*u(t),e_tau>/(tau*||P_*F(u_*)||_2)",finite Fourier--Galerkin trajectory,event direction e_tau is the normalized target forcing at t=tau
B,transverse target norm,tau=0.04,10,2,1.55,2.3749536606133782e-15,2.3749536606133782e-15,normalized target coefficient,"||P_*u-<P_*u,e_tau>e_tau||/(tau*||P_*F(u_*)||_2)",finite Fourier--Galerkin trajectory,nonnegative transverse residual in the eight-real-dimensional shell
B,signed principal coefficient,tau=0.04,10,2,1.5625,0.4966529587192994,0.4966529587192994,normalized target coefficient,"<P_*u(t),e_tau>/(tau*||P_*F(u_*)||_2)",finite Fourier--Galerkin trajectory,event direction e_tau is the normalized target forcing at t=tau
B,transverse target norm,tau=0.04,10,2,1.5625,2.372329886711973e-15,2.372329886711973e-15,normalized target coefficient,"||P_*u-<P_*u,e_tau>e_tau||/(tau*||P_*F(u_*)||_2)",finite Fourier--Galerkin trajectory,nonnegative transverse residual in the eight-real-dimensional shell
B,signed principal coefficient,tau=0.04,10,2,1.575,0.5071808992314814,0.5071808992314814,normalized target coefficient,"<P_*u(t),e_tau>/(tau*||P_*F(u_*)||_2)",finite Fourier--Galerkin trajectory,event direction e_tau is the normalized target forcing at t=tau
B,transverse target norm,tau=0.04,10,2,1.575,2.363954799100242e-15,2.363954799100242e-15,normalized target coefficient,"||P_*u-<P_*u,e_tau>e_tau||/(tau*||P_*F(u_*)||_2)",finite Fourier--Galerkin trajectory,nonnegative transverse residual in the eight-real-dimensional shell
B,signed principal coefficient,tau=0.04,10,2,1.5875,0.5176872122235118,0.5176872122235118,normalized target coefficient,"<P_*u(t),e_tau>/(tau*||P_*F(u_*)||_2)",finite Fourier--Galerkin trajectory,event direction e_tau is the normalized target forcing at t=tau
B,transverse target norm,tau=0.04,10,2,1.5875,2.360551452664321e-15,2.360551452664321e-15,normalized target coefficient,"||P_*u-<P_*u,e_tau>e_tau||/(tau*||P_*F(u_*)||_2)",finite Fourier--Galerkin trajectory,nonnegative transverse residual in the eight-real-dimensional shell
B,signed principal coefficient,tau=0.04,10,2,1.6,0.5281719288249008,0.5281719288249008,normalized target coefficient,"<P_*u(t),e_tau>/(tau*||P_*F(u_*)||_2)",finite Fourier--Galerkin trajectory,event direction e_tau is the normalized target forcing at t=tau
B,transverse target norm,tau=0.04,10,2,1.6,2.350277112077393e-15,2.350277112077393e-15,normalized target coefficient,"||P_*u-<P_*u,e_tau>e_tau||/(tau*||P_*F(u_*)||_2)",finite Fourier--Galerkin trajectory,nonnegative transverse residual in the eight-real-dimensional shell
B,signed principal coefficient,tau=0.04,10,2,1.6125,0.5386350801323846,0.5386350801323846,normalized target coefficient,"<P_*u(t),e_tau>/(tau*||P_*F(u_*)||_2)",finite Fourier--Galerkin trajectory,event direction e_tau is the normalized target forcing at t=tau
B,transverse target norm,tau=0.04,10,2,1.6125,2.348618891522053e-15,2.348618891522053e-15,normalized target coefficient,"||P_*u-<P_*u,e_tau>e_tau||/(tau*||P_*F(u_*)||_2)",finite Fourier--Galerkin trajectory,nonnegative transverse residual in the eight-real-dimensional shell
B,signed principal coefficient,tau=0.04,10,2,1.625,0.5490766972099301,0.5490766972099301,normalized target coefficient,"<P_*u(t),e_tau>/(tau*||P_*F(u_*)||_2)",finite Fourier--Galerkin trajectory,event direction e_tau is the normalized target forcing at t=tau
B,transverse target norm,tau=0.04,10,2,1.625,2.330494630894752e-15,2.330494630894752e-15,normalized target coefficient,"||P_*u-<P_*u,e_tau>e_tau||/(tau*||P_*F(u_*)||_2)",finite Fourier--Galerkin trajectory,nonnegative transverse residual in the eight-real-dimensional shell
B,signed principal coefficient,tau=0.04,10,2,1.6375,0.5594968110887422,0.5594968110887422,normalized target coefficient,"<P_*u(t),e_tau>/(tau*||P_*F(u_*)||_2)",finite Fourier--Galerkin trajectory,event direction e_tau is the normalized target forcing at t=tau
B,transverse target norm,tau=0.04,10,2,1.6375,2.31884063839197e-15,2.31884063839197e-15,normalized target coefficient,"||P_*u-<P_*u,e_tau>e_tau||/(tau*||P_*F(u_*)||_2)",finite Fourier--Galerkin trajectory,nonnegative transverse residual in the eight-real-dimensional shell
B,signed principal coefficient,tau=0.04,10,2,1.6500000000000001,0.5698954527672698,0.5698954527672698,normalized target coefficient,"<P_*u(t),e_tau>/(tau*||P_*F(u_*)||_2)",finite Fourier--Galerkin trajectory,event direction e_tau is the normalized target forcing at t=tau
B,transverse target norm,tau=0.04,10,2,1.6500000000000001,2.302328940216474e-15,2.302328940216474e-15,normalized target coefficient,"||P_*u-<P_*u,e_tau>e_tau||/(tau*||P_*F(u_*)||_2)",finite Fourier--Galerkin trajectory,nonnegative transverse residual in the eight-real-dimensional shell
B,signed principal coefficient,tau=0.04,10,2,1.6625,0.5802726532112127,0.5802726532112127,normalized target coefficient,"<P_*u(t),e_tau>/(tau*||P_*F(u_*)||_2)",finite Fourier--Galerkin trajectory,event direction e_tau is the normalized target forcing at t=tau
B,transverse target norm,tau=0.04,10,2,1.6625,2.2962721782435718e-15,2.2962721782435718e-15,normalized target coefficient,"||P_*u-<P_*u,e_tau>e_tau||/(tau*||P_*F(u_*)||_2)",finite Fourier--Galerkin trajectory,nonnegative transverse residual in the eight-real-dimensional shell
B,signed principal coefficient,tau=0.04,10,2,1.675,0.5906284433535277,0.5906284433535277,normalized target coefficient,"<P_*u(t),e_tau>/(tau*||P_*F(u_*)||_2)",finite Fourier--Galerkin trajectory,event direction e_tau is the normalized target forcing at t=tau
B,transverse target norm,tau=0.04,10,2,1.675,2.2887911564610584e-15,2.2887911564610584e-15,normalized target coefficient,"||P_*u-<P_*u,e_tau>e_tau||/(tau*||P_*F(u_*)||_2)",finite Fourier--Galerkin trajectory,nonnegative transverse residual in the eight-real-dimensional shell
B,signed principal coefficient,tau=0.04,10,2,1.6875,0.6009628540944354,0.6009628540944354,normalized target coefficient,"<P_*u(t),e_tau>/(tau*||P_*F(u_*)||_2)",finite Fourier--Galerkin trajectory,event direction e_tau is the normalized target forcing at t=tau
B,transverse target norm,tau=0.04,10,2,1.6875,2.2809933662621382e-15,2.2809933662621382e-15,normalized target coefficient,"||P_*u-<P_*u,e_tau>e_tau||/(tau*||P_*F(u_*)||_2)",finite Fourier--Galerkin trajectory,nonnegative transverse residual in the eight-real-dimensional shell
B,signed principal coefficient,tau=0.04,10,2,1.7000000000000002,0.6112759163014275,0.6112759163014275,normalized target coefficient,"<P_*u(t),e_tau>/(tau*||P_*F(u_*)||_2)",finite Fourier--Galerkin trajectory,event direction e_tau is the normalized target forcing at t=tau
B,transverse target norm,tau=0.04,10,2,1.7000000000000002,2.275404648990519e-15,2.275404648990519e-15,normalized target coefficient,"||P_*u-<P_*u,e_tau>e_tau||/(tau*||P_*F(u_*)||_2)",finite Fourier--Galerkin trajectory,nonnegative transverse residual in the eight-real-dimensional shell
B,signed principal coefficient,tau=0.04,10,2,1.7125000000000001,0.6215676608092738,0.6215676608092738,normalized target coefficient,"<P_*u(t),e_tau>/(tau*||P_*F(u_*)||_2)",finite Fourier--Galerkin trajectory,event direction e_tau is the normalized target forcing at t=tau
B,transverse target norm,tau=0.04,10,2,1.7125000000000001,2.275670230363439e-15,2.275670230363439e-15,normalized target coefficient,"||P_*u-<P_*u,e_tau>e_tau||/(tau*||P_*F(u_*)||_2)",finite Fourier--Galerkin trajectory,nonnegative transverse residual in the eight-real-dimensional shell
B,signed principal coefficient,tau=0.04,10,2,1.725,0.6318381184200281,0.6318381184200281,normalized target coefficient,"<P_*u(t),e_tau>/(tau*||P_*F(u_*)||_2)",finite Fourier--Galerkin trajectory,event direction e_tau is the normalized target forcing at t=tau
B,transverse target norm,tau=0.04,10,2,1.725,2.2810920169192447e-15,2.2810920169192447e-15,normalized target coefficient,"||P_*u-<P_*u,e_tau>e_tau||/(tau*||P_*F(u_*)||_2)",finite Fourier--Galerkin trajectory,nonnegative transverse residual in the eight-real-dimensional shell
B,signed principal coefficient,tau=0.04,10,2,1.7375,0.6420873199030369,0.6420873199030369,normalized target coefficient,"<P_*u(t),e_tau>/(tau*||P_*F(u_*)||_2)",finite Fourier--Galerkin trajectory,event direction e_tau is the normalized target forcing at t=tau
B,transverse target norm,tau=0.04,10,2,1.7375,2.2925288231202794e-15,2.2925288231202794e-15,normalized target coefficient,"||P_*u-<P_*u,e_tau>e_tau||/(tau*||P_*F(u_*)||_2)",finite Fourier--Galerkin trajectory,nonnegative transverse residual in the eight-real-dimensional shell
B,signed principal coefficient,tau=0.04,10,2,1.7500000000000002,0.6523152959949456,0.6523152959949456,normalized target coefficient,"<P_*u(t),e_tau>/(tau*||P_*F(u_*)||_2)",finite Fourier--Galerkin trajectory,event direction e_tau is the normalized target forcing at t=tau
B,transverse target norm,tau=0.04,10,2,1.7500000000000002,2.2951381706669894e-15,2.2951381706669894e-15,normalized target coefficient,"||P_*u-<P_*u,e_tau>e_tau||/(tau*||P_*F(u_*)||_2)",finite Fourier--Galerkin trajectory,nonnegative transverse residual in the eight-real-dimensional shell
B,signed principal coefficient,tau=0.04,10,2,1.7625000000000002,0.6625220773997063,0.6625220773997063,normalized target coefficient,"<P_*u(t),e_tau>/(tau*||P_*F(u_*)||_2)",finite Fourier--Galerkin trajectory,event direction e_tau is the normalized target forcing at t=tau
B,transverse target norm,tau=0.04,10,2,1.7625000000000002,2.289928530715253e-15,2.289928530715253e-15,normalized target coefficient,"||P_*u-<P_*u,e_tau>e_tau||/(tau*||P_*F(u_*)||_2)",finite Fourier--Galerkin trajectory,nonnegative transverse residual in the eight-real-dimensional shell
B,signed principal coefficient,tau=0.04,10,2,1.7750000000000001,0.6727076947885852,0.6727076947885852,normalized target coefficient,"<P_*u(t),e_tau>/(tau*||P_*F(u_*)||_2)",finite Fourier--Galerkin trajectory,event direction e_tau is the normalized target forcing at t=tau
B,transverse target norm,tau=0.04,10,2,1.7750000000000001,2.291308238791765e-15,2.291308238791765e-15,normalized target coefficient,"||P_*u-<P_*u,e_tau>e_tau||/(tau*||P_*F(u_*)||_2)",finite Fourier--Galerkin trajectory,nonnegative transverse residual in the eight-real-dimensional shell
B,signed principal coefficient,tau=0.04,10,2,1.7875,0.6828721788001704,0.6828721788001704,normalized target coefficient,"<P_*u(t),e_tau>/(tau*||P_*F(u_*)||_2)",finite Fourier--Galerkin trajectory,event direction e_tau is the normalized target forcing at t=tau
B,transverse target norm,tau=0.04,10,2,1.7875,2.28959078211279e-15,2.28959078211279e-15,normalized target coefficient,"||P_*u-<P_*u,e_tau>e_tau||/(tau*||P_*F(u_*)||_2)",finite Fourier--Galerkin trajectory,nonnegative transverse residual in the eight-real-dimensional shell
B,signed principal coefficient,tau=0.04,10,2,1.8000000000000003,0.6930155600403787,0.6930155600403787,normalized target coefficient,"<P_*u(t),e_tau>/(tau*||P_*F(u_*)||_2)",finite Fourier--Galerkin trajectory,event direction e_tau is the normalized target forcing at t=tau
B,transverse target norm,tau=0.04,10,2,1.8000000000000003,2.28469836571563e-15,2.28469836571563e-15,normalized target coefficient,"||P_*u-<P_*u,e_tau>e_tau||/(tau*||P_*F(u_*)||_2)",finite Fourier--Galerkin trajectory,nonnegative transverse residual in the eight-real-dimensional shell
B,signed principal coefficient,tau=0.04,10,2,1.8124999999999998,0.7031378690824646,0.7031378690824646,normalized target coefficient,"<P_*u(t),e_tau>/(tau*||P_*F(u_*)||_2)",finite Fourier--Galerkin trajectory,event direction e_tau is the normalized target forcing at t=tau
B,transverse target norm,tau=0.04,10,2,1.8124999999999998,2.2862723025859424e-15,2.2862723025859424e-15,normalized target coefficient,"||P_*u-<P_*u,e_tau>e_tau||/(tau*||P_*F(u_*)||_2)",finite Fourier--Galerkin trajectory,nonnegative transverse residual in the eight-real-dimensional shell
B,signed principal coefficient,tau=0.04,10,2,1.825,0.7132391364670279,0.7132391364670279,normalized target coefficient,"<P_*u(t),e_tau>/(tau*||P_*F(u_*)||_2)",finite Fourier--Galerkin trajectory,event direction e_tau is the normalized target forcing at t=tau
B,transverse target norm,tau=0.04,10,2,1.825,2.284128876021497e-15,2.284128876021497e-15,normalized target coefficient,"||P_*u-<P_*u,e_tau>e_tau||/(tau*||P_*F(u_*)||_2)",finite Fourier--Galerkin trajectory,nonnegative transverse residual in the eight-real-dimensional shell
B,signed principal coefficient,tau=0.04,10,2,1.8375,0.7233193927020208,0.7233193927020208,normalized target coefficient,"<P_*u(t),e_tau>/(tau*||P_*F(u_*)||_2)",finite Fourier--Galerkin trajectory,event direction e_tau is the normalized target forcing at t=tau
B,transverse target norm,tau=0.04,10,2,1.8375,2.281242883636244e-15,2.281242883636244e-15,normalized target coefficient,"||P_*u-<P_*u,e_tau>e_tau||/(tau*||P_*F(u_*)||_2)",finite Fourier--Galerkin trajectory,nonnegative transverse residual in the eight-real-dimensional shell
B,signed principal coefficient,tau=0.04,10,2,1.8499999999999999,0.7333786682627569,0.7333786682627569,normalized target coefficient,"<P_*u(t),e_tau>/(tau*||P_*F(u_*)||_2)",finite Fourier--Galerkin trajectory,event direction e_tau is the normalized target forcing at t=tau
B,transverse target norm,tau=0.04,10,2,1.8499999999999999,2.2773702823508944e-15,2.2773702823508944e-15,normalized target coefficient,"||P_*u-<P_*u,e_tau>e_tau||/(tau*||P_*F(u_*)||_2)",finite Fourier--Galerkin trajectory,nonnegative transverse residual in the eight-real-dimensional shell
B,signed principal coefficient,tau=0.04,10,2,1.8624999999999998,0.7434169935919193,0.7434169935919193,normalized target coefficient,"<P_*u(t),e_tau>/(tau*||P_*F(u_*)||_2)",finite Fourier--Galerkin trajectory,event direction e_tau is the normalized target forcing at t=tau
B,transverse target norm,tau=0.04,10,2,1.8624999999999998,2.28066472846096e-15,2.28066472846096e-15,normalized target coefficient,"||P_*u-<P_*u,e_tau>e_tau||/(tau*||P_*F(u_*)||_2)",finite Fourier--Galerkin trajectory,nonnegative transverse residual in the eight-real-dimensional shell
B,signed principal coefficient,tau=0.04,10,2,1.875,0.7534343990995686,0.7534343990995686,normalized target coefficient,"<P_*u(t),e_tau>/(tau*||P_*F(u_*)||_2)",finite Fourier--Galerkin trajectory,event direction e_tau is the normalized target forcing at t=tau
B,transverse target norm,tau=0.04,10,2,1.875,2.2664147685522064e-15,2.2664147685522064e-15,normalized target coefficient,"||P_*u-<P_*u,e_tau>e_tau||/(tau*||P_*F(u_*)||_2)",finite Fourier--Galerkin trajectory,nonnegative transverse residual in the eight-real-dimensional shell
B,signed principal coefficient,tau=0.04,10,2,1.8875,0.763430915163151,0.763430915163151,normalized target coefficient,"<P_*u(t),e_tau>/(tau*||P_*F(u_*)||_2)",finite Fourier--Galerkin trajectory,event direction e_tau is the normalized target forcing at t=tau
