panel,route,series,kind,x,y,source,pointer,note
A,independent,D max,finite diagnostic,256.0,13.283341519255789,research/certificates/r072n/independent-dissipative.csv,maxMoment,finite maximum modal moment
B,independent,scaled action,finite diagnostic,256.0,8.939682712752823,research/certificates/r072n/independent-dissipative.csv,scaledAction,finite normalized proxy sigma^(2/3) A_sigma / log sigma; mu=a=1
B,independent,action-poor proxy,finite diagnostic,256.0,35821.27239470045,research/certificates/r072n/independent-dissipative.csv,actionPoorRatio,finite normalized proxy sigma^(1/3) x_proxy/K_proxy with x_proxy=sigma^2 A and K_proxy=1+Dmax; mu=a=1 and fixed geometry constants suppressed
C,independent,T_proxy/V_proxy,finite diagnostic,256.0,0.8131651950474345,research/certificates/r072n/independent-dissipative.csv,tOverV,"finite normalized proxy T_proxy/V_proxy with U_proxy=sigma^(7/3), V_proxy=sigma^(1/3), x_proxy=sigma^2 A, and K_proxy=1+Dmax"
D,independent,C/log sigma,finite diagnostic,256.0,0.969656896868086,research/certificates/r072n/independent-dissipative.csv,cubicOverLogSigma,finite near-logarithmic diagnostic; no logarithmic theorem
D,independent,C/sqrt sigma,finite diagnostic,256.0,0.33605747208730974,research/certificates/r072n/independent-dissipative.csv,cubicOverSqrtSigma,finite mu=a=1 normalization controlled uniformly by the project corollary derived from Coble–He Theorem 1.2
A,independent,D max,finite diagnostic,512.0,21.466228839823735,research/certificates/r072n/independent-dissipative.csv,maxMoment,finite maximum modal moment
B,independent,scaled action,finite diagnostic,512.0,9.340424558665262,research/certificates/r072n/independent-dissipative.csv,scaledAction,finite normalized proxy sigma^(2/3) A_sigma / log sigma; mu=a=1
B,independent,action-poor proxy,finite diagnostic,512.0,84987.3610683252,research/certificates/r072n/independent-dissipative.csv,actionPoorRatio,finite normalized proxy sigma^(1/3) x_proxy/K_proxy with x_proxy=sigma^2 A and K_proxy=1+Dmax; mu=a=1 and fixed geometry constants suppressed
C,independent,T_proxy/V_proxy,finite diagnostic,512.0,0.9999058772161274,research/certificates/r072n/independent-dissipative.csv,tOverV,"finite normalized proxy T_proxy/V_proxy with U_proxy=sigma^(7/3), V_proxy=sigma^(1/3), x_proxy=sigma^2 A, and K_proxy=1+Dmax"
D,independent,C/log sigma,finite diagnostic,512.0,0.9903788432965102,research/certificates/r072n/independent-dissipative.csv,cubicOverLogSigma,finite near-logarithmic diagnostic; no logarithmic theorem
D,independent,C/sqrt sigma,finite diagnostic,512.0,0.2730450730107274,research/certificates/r072n/independent-dissipative.csv,cubicOverSqrtSigma,finite mu=a=1 normalization controlled uniformly by the project corollary derived from Coble–He Theorem 1.2
A,independent,D max,finite diagnostic,1024.0,34.4687837414464,research/certificates/r072n/independent-dissipative.csv,maxMoment,finite maximum modal moment
B,independent,scaled action,finite diagnostic,1024.0,9.678903752508932,research/certificates/r072n/independent-dissipative.csv,scaledAction,finite normalized proxy sigma^(2/3) A_sigma / log sigma; mu=a=1
B,independent,action-poor proxy,finite diagnostic,1024.0,196775.91037883906,research/certificates/r072n/independent-dissipative.csv,actionPoorRatio,finite normalized proxy sigma^(1/3) x_proxy/K_proxy with x_proxy=sigma^2 A and K_proxy=1+Dmax; mu=a=1 and fixed geometry constants suppressed
C,independent,T_proxy/V_proxy,finite diagnostic,1024.0,0.9999487800507948,research/certificates/r072n/independent-dissipative.csv,tOverV,"finite normalized proxy T_proxy/V_proxy with U_proxy=sigma^(7/3), V_proxy=sigma^(1/3), x_proxy=sigma^2 A, and K_proxy=1+Dmax"
D,independent,C/log sigma,finite diagnostic,1024.0,0.999499716756708,research/certificates/r072n/independent-dissipative.csv,cubicOverLogSigma,finite near-logarithmic diagnostic; no logarithmic theorem
D,independent,C/sqrt sigma,finite diagnostic,1024.0,0.21650012832511753,research/certificates/r072n/independent-dissipative.csv,cubicOverSqrtSigma,finite mu=a=1 normalization controlled uniformly by the project corollary derived from Coble–He Theorem 1.2
A,independent,D max,finite diagnostic,2048.0,55.11669396010288,research/certificates/r072n/independent-dissipative.csv,maxMoment,finite maximum modal moment
B,independent,scaled action,finite diagnostic,2048.0,9.966318272777935,research/certificates/r072n/independent-dissipative.csv,scaledAction,finite normalized proxy sigma^(2/3) A_sigma / log sigma; mu=a=1
B,independent,action-poor proxy,finite diagnostic,2048.0,447243.5386312999,research/certificates/r072n/independent-dissipative.csv,actionPoorRatio,finite normalized proxy sigma^(1/3) x_proxy/K_proxy with x_proxy=sigma^2 A and K_proxy=1+Dmax; mu=a=1 and fixed geometry constants suppressed
C,independent,T_proxy/V_proxy,finite diagnostic,2048.0,0.9999716064140836,research/certificates/r072n/independent-dissipative.csv,tOverV,"finite normalized proxy T_proxy/V_proxy with U_proxy=sigma^(7/3), V_proxy=sigma^(1/3), x_proxy=sigma^2 A, and K_proxy=1+Dmax"
D,independent,C/log sigma,finite diagnostic,2048.0,1.001166104897106,research/certificates/r072n/independent-dissipative.csv,cubicOverLogSigma,finite near-logarithmic diagnostic; no logarithmic theorem
D,independent,C/sqrt sigma,finite diagnostic,2048.0,0.16867833594048143,research/certificates/r072n/independent-dissipative.csv,cubicOverSqrtSigma,finite mu=a=1 normalization controlled uniformly by the project corollary derived from Coble–He Theorem 1.2
A,independent,D max,finite diagnostic,8192.0,139.93817844515772,research/certificates/r072n/independent-dissipative.csv,maxMoment,finite maximum modal moment
B,independent,scaled action,finite diagnostic,8192.0,10.426035464682073,research/certificates/r072n/independent-dissipative.csv,scaledAction,finite normalized proxy sigma^(2/3) A_sigma / log sigma; mu=a=1
B,independent,action-poor proxy,finite diagnostic,8192.0,2219095.1783065614,research/certificates/r072n/independent-dissipative.csv,actionPoorRatio,finite normalized proxy sigma^(1/3) x_proxy/K_proxy with x_proxy=sigma^2 A and K_proxy=1+Dmax; mu=a=1 and fixed geometry constants suppressed
C,independent,T_proxy/V_proxy,finite diagnostic,8192.0,0.999990915867931,research/certificates/r072n/independent-dissipative.csv,tOverV,"finite normalized proxy T_proxy/V_proxy with U_proxy=sigma^(7/3), V_proxy=sigma^(1/3), x_proxy=sigma^2 A, and K_proxy=1+Dmax"
D,independent,C/log sigma,finite diagnostic,8192.0,0.9924186267119746,research/certificates/r072n/independent-dissipative.csv,cubicOverLogSigma,finite near-logarithmic diagnostic; no logarithmic theorem
D,independent,C/sqrt sigma,finite diagnostic,8192.0,0.09880268536981023,research/certificates/r072n/independent-dissipative.csv,cubicOverSqrtSigma,finite mu=a=1 normalization controlled uniformly by the project corollary derived from Coble–He Theorem 1.2
A,independent,D max,finite diagnostic,32768.0,353.6831231206193,research/certificates/r072n/independent-dissipative.csv,maxMoment,finite maximum modal moment
B,independent,scaled action,finite diagnostic,32768.0,10.777312487717971,research/certificates/r072n/independent-dissipative.csv,scaledAction,finite normalized proxy sigma^(2/3) A_sigma / log sigma; mu=a=1
B,independent,action-poor proxy,finite diagnostic,32768.0,10600749.282141287,research/certificates/r072n/independent-dissipative.csv,actionPoorRatio,finite normalized proxy sigma^(1/3) x_proxy/K_proxy with x_proxy=sigma^2 A and K_proxy=1+Dmax; mu=a=1 and fixed geometry constants suppressed
C,independent,T_proxy/V_proxy,finite diagnostic,32768.0,0.9999969813545673,research/certificates/r072n/independent-dissipative.csv,tOverV,"finite normalized proxy T_proxy/V_proxy with U_proxy=sigma^(7/3), V_proxy=sigma^(1/3), x_proxy=sigma^2 A, and K_proxy=1+Dmax"
D,independent,C/log sigma,finite diagnostic,32768.0,0.9774631249269436,research/certificates/r072n/independent-dissipative.csv,cubicOverLogSigma,finite near-logarithmic diagnostic; no logarithmic theorem
D,independent,C/sqrt sigma,finite diagnostic,32768.0,0.05614255008690529,research/certificates/r072n/independent-dissipative.csv,cubicOverSqrtSigma,finite mu=a=1 normalization controlled uniformly by the project corollary derived from Coble–He Theorem 1.2
C,analytic theorem,exact ceiling,theorem,16.0,1.0,research/r072n_report-source.md,"equations (0.9)-(0.10), endpoint 0",exact algebraic ceiling for the scalar definition; finite markers use T_proxy/V_proxy
C,analytic theorem,exact ceiling,theorem,32768.0,1.0,research/r072n_report-source.md,"equations (0.9)-(0.10), endpoint 1",exact algebraic ceiling for the scalar definition; finite markers use T_proxy/V_proxy
