sampleIndex,epsilonExact,muExact,muDecimal,normalGainSquaredExact,normalGainDecimal,planarGainSquaredExact,planarGainDecimal,formalPlanarUpperBoundExact,classification
619,1/8,219/400,0.54749999999999999,112039/160000,0.83680568234208352,3199945879/22496000000,0.37715395379484856,9/16,exact squared-gain presentation row
620,1/8,11/20,0.55000000000000004,279/400,0.83516465442450327,80631/562000,0.37877635914759822,9/16,exact squared-gain presentation row
621,1/8,221/400,0.55249999999999999,111159/160000,0.83351289732073131,120385197/832000000,0.38038631204898893,9/16,exact squared-gain presentation row
622,1/8,111/200,0.55500000000000005,27679/40000,0.83185034711779737,51178471/350750000,0.38198368457506082,9/16,exact squared-gain presentation row
623,1/8,223/400,0.5575,110271/160000,0.83017693897144607,3300300759/22432000000,0.38356834749782354,9/16,exact squared-gain presentation row
624,1/8,14/25,0.56000000000000005,429/625,0.82849260708831918,1082367/7296875,0.38514017026202896,9/16,exact squared-gain presentation row
625,1/8,9/16,0.5625,175/256,0.82679728470768454,1225/8192,0.38669902096139319,9/16,exact squared-gain presentation row
626,1/8,113/200,0.56499999999999995,27231/40000,0.82509090408269559,3294951/21859375,0.38824476631425109,9/16,exact squared-gain presentation row
627,1/8,227/400,0.5675,108471/160000,0.82337339646116814,1132762653/7456000000,0.38977727163862635,9/16,exact squared-gain presentation row
628,1/8,57/100,0.56999999999999995,6751/10000,0.82164469206585888,53474671/349250000,0.39129640082669864,9/16,exact squared-gain presentation row
629,1/8,229/400,0.57250000000000001,107559/160000,0.8199047200742291,3446297919/22336000000,0.39280201631865019,9/16,exact squared-gain presentation row
630,1/8,23/40,0.57499999999999996,1071/1600,0.8181534085976786,9639/62000,0.3942939790758716,9/16,exact squared-gain presentation row
631,1/8,231/400,0.57750000000000001,106639/160000,0.81639068466023057,3493600279/22304000000,0.39577214855350795,9/16,exact squared-gain presentation row
632,1/8,29/50,0.57999999999999996,1659/2500,0.81461647417665206,1962597/12437500,0.39723638267232392,9/16,exact squared-gain presentation row
633,1/8,233/400,0.58250000000000002,105711/160000,0.81283070192998985,1180051893/7424000000,0.39868653778986657,9/16,exact squared-gain presentation row
634,1/8,117/200,0.58499999999999996,26311/40000,0.81103329154850357,13918519/86937500,0.40012246867090373,9/16,exact squared-gain presentation row
635,1/8,47/80,0.58750000000000002,4191/6400,0.80922416548197562,5737479/35584000,0.40154402845711495,9/16,exact squared-gain presentation row
636,1/8,59/100,0.58999999999999997,6519/10000,0.80740324497737814,18794277/115750000,0.40295106863601043,9/16,exact squared-gain presentation row
637,1/8,237/400,0.59250000000000003,103831/160000,0.80557045005387329,3630866239/22208000000,0.40434343900905401,9/16,exact squared-gain presentation row
638,1/8,119/200,0.59499999999999997,25839/40000,0.8037256994771288,57078351/346750000,0.40572098765896331,9/16,exact squared-gain presentation row
639,1/8,239/400,0.59750000000000003,102879/160000,0.80186891073292021,58332393/352000000,0.4070835609161611,9/16,exact squared-gain presentation row
640,1/8,3/5,0.59999999999999998,16/25,0.80000000000000004,5776/34625,0.4084310033243489,9/16,exact squared-gain presentation row
641,1/8,241/400,0.60250000000000004,101919/160000,0.79811888212220616,3718107039/22144000000,0.40976315760517512,9/16,exact squared-gain presentation row
642,1/8,121/200,0.60499999999999998,25359/40000,0.79622547057978488,1217232/7203125,0.411079864621966,9/16,exact squared-gain presentation row
643,1/8,243/400,0.60750000000000004,100951/160000,0.79431967745990029,3760323799/22112000000,0.41238096334248903,9/16,exact squared-gain presentation row
644,1/8,61/100,0.60999999999999999,6279/10000,0.79240141342630122,59079111/345250000,0.41366629080071604,9/16,exact squared-gain presentation row
645,1/8,49/80,0.61250000000000004,3999/6400,0.79047058768811884,2027493/11776000,0.41493568205755121,9/16,exact squared-gain presentation row
646,1/8,123/200,0.61499999999999999,24871/40000,0.78852710796776038,8530753/49250000,0.41618897016048939,9/16,exact squared-gain presentation row
647,1/8,247/400,0.61750000000000005,98991/160000,0.78657088046786983,3841741719/22048000000,0.4174259861021678,9/16,exact squared-gain presentation row
648,1/8,31/50,0.62,1539/2500,0.78460180983732131,186219/1062500,0.41864655877777213,9/16,exact squared-gain presentation row
649,1/8,249/400,0.62250000000000005,97999/160000,0.78261979913620894,3880858399/22016000000,0.41985051494125736,9/16,exact squared-gain presentation row
650,1/8,5/8,0.625,39/64,0.78062474979979979,39/220,0.42103767916034224,9/16,exact squared-gain presentation row
651,1/8,251/400,0.62749999999999995,96999/160000,0.77861656160140846,1306285533/7328000000,0.42220787377023278,9/16,exact squared-gain presentation row
652,1/8,63/100,0.63,6031/10000,0.77659513261415691,61522231/343250000,0.42336091882603039,9/16,exact squared-gain presentation row
653,1/8,253/400,0.63249999999999995,95991/160000,0.77456035917157551,11532633/64000000,0.4244966320537773,9/16,exact squared-gain presentation row
654,1/8,127/200,0.63500000000000001,23871/40000,0.7725121358270044,20696157/114250000,0.42561482880008955,9/16,exact squared-gain presentation row
655,1/8,51/80,0.63749999999999996,3799/6400,0.77045035531174888,6386119/35072000,0.42671532198032652,9/16,exact squared-gain presentation row
656,1/8,16/25,0.64000000000000001,369/625,0.7683749084919419,3914721/21390625,0.4277979220252433,9/16,exact squared-gain presentation row
657,1/8,257/400,0.64249999999999996,93951/160000,0.76628568432406463,447300711/2432000000,0.42886243682606984,9/16,exact squared-gain presentation row
658,1/8,129/200,0.64500000000000002,23359/40000,0.76418256980907384,3947671/21359375,0.4299086716779581,9/16,exact squared-gain presentation row
659,1/8,259/400,0.64749999999999996,92919/160000,0.76206544994508185,4058794839/21856000000,0.43093642922173647,9/16,exact squared-gain presentation row
660,1/8,13/20,0.65000000000000002,231/400,0.75993420767853315,4851/26000,0.43194550938390724,9/16,exact squared-gain presentation row
661,1/8,261/400,0.65249999999999997,91879/160000,0.75778872385381935,4090544959/21824000000,0.43293570931482039,9/16,exact squared-gain presentation row
662,1/8,131/200,0.65500000000000003,22839/40000,0.75562887716126892,64154751/340750000,0.43390682332495423,9/16,exact squared-gain presentation row
663,1/8,263/400,0.65749999999999997,90831/160000,0.75345454408345036,1373637213/7264000000,0.43485864281922865,9/16,exact squared-gain presentation row
664,1/8,33/50,0.66000000000000003,1411/2500,0.751265598839718,16154539/85062500,0.43579095622927633,9/16,exact squared-gain presentation row
665,1/8,53/80,0.66249999999999998,3591/6400,0.74906191332893168,6639759/34816000,0.43670354894358998,9/16,exact squared-gain presentation row
666,1/8,133/200,0.66500000000000004,22311/40000,0.74684335707027616,1807191/9437500,0.43759620323546305,9/16,exact squared-gain presentation row
667,1/8,267/400,0.66749999999999998,88711/160000,0.74460979714210052,596758897/3104000000,0.43846869818863593,9/16,exact squared-gain presentation row
668,1/8,67/100,0.67000000000000004,5511/10000,0.74236109811869855,65476191/339250000,0.43932080962055459,9/16,exact squared-gain presentation row
669,1/8,269/400,0.67249999999999999,87639/160000,0.74009712200494338,1401084693/7232000000,0.44015231000314675,9/16,exact squared-gain presentation row
670,1/8,27/40,0.67500000000000004,871/1600,0.73781772816868529,105391/542000,0.44096296838101362,9/16,exact squared-gain presentation row
671,1/8,271/400,0.67749999999999999,86559/160000,0.73552277327082138,4227628119/21664000000,0.44175255028693089,9/16,exact squared-gain presentation row
672,1/8,17/25,0.68000000000000005,336/625,0.73321211119293439,1379952/7046875,0.44252081765454793,9/16,exact squared-gain presentation row
673,1/8,273/400,0.6825,85471/160000,0.73088559296240063,4250387359/21632000000,0.44326752872816899,9/16,exact squared-gain presentation row
674,1/8,137/200,0.68500000000000005,21231/40000,0.72854306667485347,594468/3015625,0.44399243796949206,9/16,exact squared-gain presentation row
675,1/8,11/16,0.6875,135/256,0.72618437741389064,405/2048,0.44469529596117835,9/16,exact squared-gain presentation row
676,1/8,69/100,0.68999999999999995,5239/10000,0.7238093671679029,66896791/337250000,0.4453758493071151,9/16,exact squared-gain presentation row
677,1/8,277/400,0.6925,83271/160000,0.72141787474389629,4290871359/21568000000,0.44603384052923067,9/16,exact squared-gain presentation row
678,1/8,139/200,0.69499999999999995,20679/40000,0.71900973567817561,22395357/112250000,0.44666900796071107,9/16,exact squared-gain presentation row
679,1/8,279/400,0.69750000000000001,82159/160000,0.71658478214374599,4308500119/21536000000,0.4472810856354606,9/16,exact squared-gain presentation row
680,1/8,7/10,0.69999999999999996,51/100,0.71414284285428498,26979/134500,0.44786980317364056,9/16,exact squared-gain presentation row
681,1/8,281/400,0.70250000000000001,81039/160000,0.71168374296452774,205920099/1024000000,0.44843488566311107,9/16,exact squared-gain presentation row
682,1/8,141/200,0.70499999999999996,20119/40000,0.70920730396690079,16920079/83937500,0.44897605353659187,9/16,exact squared-gain presentation row
683,1/8,283/400,0.70750000000000002,79911/160000,0.70671334358422866,4338288279/21472000000,0.44949302244434786,9/16,exact squared-gain presentation row
684,1/8,71/100,0.70999999999999996,4959/10000,0.70420167565833014,7542639/37250000,0.44998550312219415,9/16,exact squared-gain presentation row
685,1/8,57/80,0.71250000000000002,3151/6400,0.7016721100343094,6960559/34304000,0.45045320125460581,9/16,exact squared-gain presentation row
686,1/8,143/200,0.71499999999999997,19551/40000,0.69912445244033627,68057031/334750000,0.45089581733270212,9/16,exact squared-gain presentation row
687,1/8,287/400,0.71750000000000003,77631/160000,0.69655850436269884,1453485213/7136000000,0.45131304650686688,9/16,exact squared-gain presentation row
688,1/8,18/25,0.71999999999999997,301/625,0.69397406291589891,608923/2984375,0.4517045784337485,9/16,exact squared-gain presentation row
689,1/8,289/400,0.72250000000000003,76479/160000,0.69137092070754613,4368556959/21376000000,0.45207009711737134,9/16,exact squared-gain presentation row
690,1/8,29/40,0.72499999999999998,759/1600,0.68874886569779559,2277/11125,0.45240928074407449,9/16,exact squared-gain presentation row
691,1/8,291/400,0.72750000000000004,75319/160000,0.68610768105305453,4374602839/21344000000,0.45272180151097574,9/16,exact squared-gain presentation row
692,1/8,73/100,0.72999999999999998,4671/10000,0.6834471449936711,68388111/333250000,0.45300732544764361,9/16,exact squared-gain presentation row
693,1/8,293/400,0.73250000000000004,74151/160000,0.68076703063529742,486504711/2368000000,0.4532655122306381,9/16,exact squared-gain presentation row
694,1/8,147/200,0.73499999999999999,18391/40000,0.67806710582360508,68432911/332750000,0.45349601499056369,9/16,exact squared-gain presentation row
695,1/8,59/80,0.73750000000000004,2919/6400,0.67534713296200499,1001217/4864000,0.45369848011125535,9/16,exact squared-gain presentation row
696,1/8,37/50,0.73999999999999999,1131/2500,0.67260686883200949,5703633/27687500,0.4538725470206938,9/16,exact squared-gain presentation row
697,1/8,297/400,0.74250000000000005,71791/160000,0.66984606440584538,4379897119/21248000000,0.45401784797322442,9/16,exact squared-gain presentation row
698,1/8,149/200,0.745,17799/40000,0.66706446465090619,17104839/82937500,0.45413400782262492,9/16,exact squared-gain presentation row
699,1/8,299/400,0.74750000000000005,70599/160000,0.66426180832560289,1459069533/7072000000,0.45422064378553978,9/16,exact squared-gain presentation row
700,1/8,3/4,0.75,7/16,0.66143782776614768,175/848,0.45427736519476941,9/16,exact squared-gain presentation row
701,1/8,301/400,0.75249999999999995,69399/160000,0.6585922486637692,4372206399/21184000000,0.45430377324186683,9/16,exact squared-gain presentation row
702,1/8,151/200,0.755,17199/40000,0.6557247898318318,51597/250000,0.45429946070846261,9/16,exact squared-gain presentation row
703,1/8,303/400,0.75749999999999995,68191/160000,0.65283516296229016,4364837719/21152000000,0.45426401168569769,9/16,exact squared-gain presentation row
704,1/8,19/25,0.76000000000000001,264/625,0.64992307237087688,4258056/20640625,0.4541970012811048,9/16,exact squared-gain presentation row
705,1/8,61/80,0.76249999999999996,2679/6400,0.64698821473037671,2322693/11264000,0.45409799531223533,9/16,exact squared-gain presentation row
706,1/8,153/200,0.76500000000000001,16591/40000,0.64403027879130026,4247296/20609375,0.45396654998627844,9/16,exact squared-gain presentation row
707,1/8,307/400,0.76749999999999996,65751/160000,0.64104894508921861,4342787799/21088000000,0.45380221156487155,9/16,exact squared-gain presentation row
708,1/8,77/100,0.77000000000000002,4071/10000,0.63804388563797088,22581837/109750000,0.45360451601324275,9/16,exact squared-gain presentation row
709,1/8,309/400,0.77249999999999996,64519/160000,0.63501476360790232,618285577/3008000000,0.45337298863276859,9/16,exact squared-gain presentation row
710,1/8,31/40,0.77500000000000002,639/1600,0.63196123298822693,107991/526000,0.45310714367596339,9/16,exact squared-gain presentation row
711,1/8,311/400,0.77749999999999997,63279/160000,0.62888293823254582,478958751/2336000000,0.45280648394284828,9/16,exact squared-gain presentation row
712,1/8,39/50,0.78000000000000003,979/2500,0.62577951388648068,16800619/82062500,0.4524705003575713,9/16,exact squared-gain presentation row
713,1/8,313/400,0.78249999999999997,62031/160000,0.62265058419630503,4290622239/20992000000,0.45209867152406696,9/16,exact squared-gain presentation row
714,1/8,157/200,0.78500000000000003,15351/40000,0.61949576269737305,5572413/27312500,0.45169046325945639,9/16,exact squared-gain presentation row
715,1/8,63/80,0.78749999999999998,2431/6400,0.61631465178105249,6828679/33536000,0.45124532810378898,9/16,exact squared-gain presentation row
716,1/8,79/100,0.79000000000000004,3759/10000,0.61310684223877332,9498993/46750000,0.45076270480462416,9/16,exact squared-gain presentation row
717,1/8,317/400,0.79249999999999998,59511/160000,0.60987191278169228,1414159893/6976000000,0.45024201777483419,9/16,exact squared-gain presentation row
718,1/8,159/200,0.79500000000000004,14719/40000,0.60660942953435859,66073591/326750000,0.44968267652188554,9/16,exact squared-gain presentation row
719,1/8,319/400,0.79749999999999999,58239/160000,0.60331894550063647,4214232279/20896000000,0.44908407504671843,9/16,exact squared-gain presentation row
720,1/8,4/5,0.80000000000000004,9/25,0.59999999999999998,729/3625,0.44844559121019584,9/16,exact squared-gain presentation row
721,1/8,321/400,0.80249999999999999,56959/160000,0.59665211807216434,4183125919/20864000000,0.44776658606492997,9/16,exact squared-gain presentation row
722,1/8,161/200,0.80500000000000005,14079/40000,0.59327480984784786,4068831/20359375,0.44704640315011496,9/16,exact squared-gain presentation row
723,1/8,323/400,0.8075,55671/160000,0.58986756988327471,197576379/992000000,0.4462843677468003,9/16,exact squared-gain presentation row
724,1/8,81/100,0.81000000000000005,3439/10000,0.58642987645583,64546591/325250000,0.44547978609082423,9/16,exact squared-gain presentation row
725,1/8,13/16,0.8125,87/256,0.58296119081805098,10527/53248,0.44463194454039084,9/16,exact squared-gain presentation row
726,1/8,163/200,0.81499999999999995,13431/40000,0.57946095640690065,21314997/108250000,0.44374010869501657,9/16,exact squared-gain presentation row
727,1/8,327/400,0.8175,53071/160000,0.57592859800499574,4072084759/20768000000,0.44280352246228538,9/16,exact squared-gain presentation row
728,1/8,41/50,0.81999999999999995,819/2500,0.5723635208501674,15823899/81062500,0.44182140706854017,9/16,exact squared-gain presentation row
729,1/8,329/400,0.82250000000000001,51759/160000,0.56876510968940419,49740399/256000000,0.44079296000928825,9/16,exact squared-gain presentation row
730,1/8,33/40,0.82499999999999996,511/1600,0.56513272777286583,3577/18500,0.43971735393471945,9/16,exact squared-gain presentation row
731,1/8,331/400,0.82750000000000001,50439/160000,0.56146571578325244,3982713879/20704000000,0.43859373546530811,9/16,exact squared-gain presentation row
732,1/8,83/100,0.82999999999999996,3111/10000,0.55776339069537362,20616597/107750000,0.43742122393200322,9/16,exact squared-gain presentation row
733,1/8,333/400,0.83250000000000002,49111/160000,0.55402504456026169,3933250879/20672000000,0.43619891003498856,9/16,exact squared-gain presentation row
734,1/8,167/200,0.83499999999999996,12111/40000,0.55024994320762999,61051551/322750000,0.43492585441441622,9/16,exact squared-gain presentation row
735,1/8,67/80,0.83750000000000002,1911/6400,0.54643732485985985,2069613/11008000,0.43360108612587089,9/16,exact squared-gain presentation row
736,1/8,21/25,0.83999999999999997,184/625,0.54258639865002145,3762616/20140625,0.43222360101260565,9/16,exact squared-gain presentation row
737,1/8,337/400,0.84250000000000003,46431/160000,0.53869634303566605,546353577/2944000000,0.43079235996578596,9/16,exact squared-gain presentation row
738,1/8,169/200,0.84499999999999997,11439/40000,0.53476630409927661,411804/2234375,0.42930628706308055,9/16,exact squared-gain presentation row
739,1/8,339/400,0.84750000000000003,45079/160000,0.5307953937253036,3765043159/20576000000,0.4277642675749333,9/16,exact squared-gain presentation row
740,1/8,17/20,0.84999999999999998,111/400,0.52678268764263692,93351/514000,0.42616514582672027,9/16,exact squared-gain presentation row
741,1/8,341/400,0.85250000000000004,43719/160000,0.52272722332015575,1234056213/6848000000,0.4245077229037259,9/16,exact squared-gain presentation row
742,1/8,171/200,0.85499999999999998,10759/40000,0.51862799770162815,57334711/320750000,0.42279075418444328,9/16,exact squared-gain presentation row
743,1/8,343/400,0.85750000000000004,42351/160000,0.51448396476469505,3635790999/20512000000,0.42101294668608602,9/16,exact squared-gain presentation row
744,1/8,43/50,0.85999999999999999,651/2500,0.51029403288692299,669879/3812500,0.41917295620437484,9/16,exact squared-gain presentation row
745,1/8,69/80,0.86250000000000004,1639/6400,0.50605706199992906,5705359/32768000,0.41726938422758969,9/16,exact squared-gain presentation row
746,1/8,173/200,0.86499999999999999,10071/40000,0.50177186051033196,13787199/79937500,0.41530077460252512,9/16,exact squared-gain presentation row
747,1/8,347/400,0.86750000000000005,39591/160000,0.49743718196371289,388031391/2272000000,0.41326560992730998,9/16,exact squared-gain presentation row
748,1/8,87/100,0.87,2431/10000,0.49305172142484199,53970631/319250000,0.41116230764299355,9/16,exact squared-gain presentation row
749,1/8,349/400,0.87250000000000005,38199/160000,0.48861411154406909,3415028799/20416000000,0.40898921579230468,9/16,exact squared-gain presentation row
750,1/8,7/8,0.875,15/64,0.48412291827592713,45/272,0.40674460840998033,9/16,exact squared-gain presentation row
751,1/8,351/400,0.87749999999999995,36799/160000,0.47957663621156527,68041351/416000000,0.40442668050444713,9/16,exact squared-gain presentation row
752,1/8,22/25,0.88,141/625,0.4749736834815167,3214941/19890625,0.40203354258532681,9/16,exact squared-gain presentation row
753,1/8,353/400,0.88249999999999995,35391/160000,0.47031239617939052,1083070773/6784000000,0.39956321468508726,9/16,exact squared-gain presentation row
754,1/8,177/200,0.88500000000000001,8671/40000,0.46559102225021476,3130231/19859375,0.39701361981603794,9/16,exact squared-gain presentation row
755,1/8,71/80,0.88749999999999996,1359/6400,0.46080771477916904,5056839/32512000,0.39438257679557964,9/16,exact squared-gain presentation row
756,1/8,89/100,0.89000000000000001,2079/10000,0.45596052460711989,1802493/11750000,0.39166779236295152,9/16,exact squared-gain presentation row
757,1/8,357/400,0.89249999999999996,32551/160000,0.45104739218844841,3067899199/20288000000,0.38886685249940217,9/16,exact squared-gain presentation row
758,1/8,179/200,0.89500000000000002,7959/40000,0.44606613859381888,6741273/45250000,0.38597721285042075,9/16,exact squared-gain presentation row
759,1/8,359/400,0.89749999999999996,31119/160000,0.44101445554539365,990424413/6752000000,0.38299618813299902,9/16,exact squared-gain presentation row
760,1/8,9/10,0.90000000000000002,19/100,0.43588989435406733,18259/126500,0.37992094039236191,9/16,exact squared-gain presentation row
761,1/8,361/400,0.90249999999999997,29679/160000,0.43068985360697787,2870582559/20224000000,0.37674846595059075,9/16,exact squared-gain presentation row
762,1/8,181/200,0.90500000000000003,7239/40000,0.42541156542811576,3670173/26312500,0.37347558086331112,9/16,exact squared-gain presentation row
763,1/8,363/400,0.90749999999999997,28231/160000,0.4200520801043604,2765762839/20192000000,0.37009890466917311,9/16,exact squared-gain presentation row
764,1/8,91/100,0.91000000000000003,1719/10000,0.41460824883255759,42371631/315250000,0.36661484217901991,9/16,exact squared-gain presentation row
765,1/8,73/80,0.91249999999999998,1071/6400,0.4090767042988393,67473/512000,0.36301956300590743,9/16,exact squared-gain presentation row
766,1/8,183/200,0.91500000000000004,6511/40000,0.40345383874738383,40635151/314750000,0.35930897848157678,9/16,exact squared-gain presentation row
767,1/8,367/400,0.91749999999999998,25311/160000,0.39773577912981378,2543477079/20128000000,0.35547871553711974,9/16,exact squared-gain presentation row
768,1/8,23/25,0.92000000000000004,96/625,0.39191835884530846,808992/6546875,0.35152408704224386,9/16,exact squared-gain presentation row
769,1/8,369/400,0.92249999999999999,23839/160000,0.38599708548122486,2425880479/20096000000,0.3474400579945891,9/16,exact squared-gain presentation row
770,1/8,37/40,0.92500000000000004,231/1600,0.37996710383926657,3696/31375,0.34322120682258112,9/16,exact squared-gain presentation row
771,1/8,371/400,0.92749999999999999,22359/160000,0.37382315337603156,767964573/6688000000,0.33886168090518165,9/16,exact squared-gain presentation row
772,1/8,93/100,0.93000000000000005,1351/10000,0.36755951898978212,5002753/44750000,0.33435514521013676,9/16,exact squared-gain presentation row
773,1/8,373/400,0.9325,20871/160000,0.36116997383503519,2177450559/20032000000,0.32969472269619671,9/16,exact squared-gain presentation row
774,1/8,187/200,0.93500000000000005,5031/40000,0.35464771252610666,3667599/34750000,0.32487292479704588,9/16,exact squared-gain presentation row
775,1/8,15/16,0.9375,31/256,0.34798527267687634,5239/51200,0.31988156988172983,9/16,exact squared-gain presentation row
776,1/8,47/50,0.93999999999999995,291/2500,0.3411744421846396,7731579/78062500,0.31471168703555547,9/16,exact squared-gain presentation row
777,1/8,377/400,0.9425,17871/160000,0.33420614895599993,636976053/6656000000,0.30935340178105303,9/16,exact squared-gain presentation row
778,1/8,189/200,0.94499999999999995,4279/40000,0.32707032882852582,7192999/77937500,0.30379579939583318,9/16,exact squared-gain presentation row
779,1/8,379/400,0.94750000000000001,16359/160000,0.31975576617162044,252959217/2848000000,0.29802676018996321,9/16,exact squared-gain presentation row
780,1/8,19/20,0.94999999999999996,39/400,0.31224989991991992,14157/166000,0.2920327593440854,9/16,exact squared-gain presentation row
781,1/8,381/400,0.95250000000000001,14839/160000,0.30453858540421441,1625775679/19904000000,0.28579862147986473,9/16,exact squared-gain presentation row
782,1/8,191/200,0.95499999999999996,3519/40000,0.2966057989992778,24242391/310750000,0.27930721673345388,9/16,exact squared-gain presentation row
783,1/8,383/400,0.95750000000000002,13311/160000,0.28843326784544115,54668277/736000000,0.27253908026508628,9/16,exact squared-gain presentation row
784,1/8,24/25,0.95999999999999996,49/625,0.27999999999999997,1366561/19390625,0.26547193013379122,9/16,exact squared-gain presentation row
785,1/8,77/80,0.96250000000000002,471/6400,0.27128168017763382,2114319/31744000,0.25808004812445179,9/16,exact squared-gain presentation row
786,1/8,193/200,0.96499999999999997,2751/40000,0.26224988083886713,57771/921875,0.25033347250742782,9/16,exact squared-gain presentation row
787,1/8,387/400,0.96750000000000003,10231/160000,0.25287101455089706,1161924439/19808000000,0.2421969275745981,9/16,exact squared-gain presentation row
788,1/8,97/100,0.96999999999999997,591/10000,0.24310491562286435,16879551/309250000,0.23362837642291676,9/16,exact squared-gain presentation row
789,1/8,389/400,0.97250000000000003,8679/160000,0.23290287675337976,332466453/6592000000,0.22457702050106534,9/16,exact squared-gain presentation row
790,1/8,39/40,0.97499999999999998,79/1600,0.22220486043288973,22831/494000,0.21498046234549642,9/16,exact squared-gain presentation row
791,1/8,391/400,0.97750000000000004,7119/160000,0.21093541665637849,827804439/19744000000,0.20476055794995604,9/16,exact squared-gain presentation row
792,1/8,49/50,0.97999999999999998,99/2500,0.198997487421324,321651/8562500,0.19381713105907539,9/16,exact squared-gain presentation row
793,1/8,393/400,0.98250000000000004,5551/160000,0.18626258346753383,93295657/2816000000,0.18201802112484505,9/16,exact squared-gain presentation row
794,1/8,197/200,0.98499999999999999,1191/40000,0.17255433926737399,2202159/76937500,0.16918244661815335,9/16,exact squared-gain presentation row
795,1/8,79/80,0.98750000000000004,159/6400,0.15761900266148116,252333/10496000,0.15505119384711177,9/16,exact squared-gain presentation row
796,1/8,99/100,0.98999999999999999,199/10000,0.14106735979665885,5955871/307250000,0.13922803557821345,9/16,exact squared-gain presentation row
797,1/8,397/400,0.99250000000000005,2391/160000,0.12224463178397652,287897919/19648000000,0.12104868840838746,9/16,exact squared-gain presentation row
798,1/8,199/200,0.995,399/40000,0.099874921777190886,1006677/102250000,0.099223242406912049,9/16,exact squared-gain presentation row
799,1/8,399/400,0.99750000000000005,799/160000,0.070666470125512845,97318999/19616000000,0.070435822474672102,9/16,exact squared-gain presentation row
800,1/8,1/1,1,0/1,0,0/1,0,9/16,exact squared-gain presentation row
