panel,series,x,value,category,formula,evidenceClass
A,fusedViscous,0.35342917352885195,0,fused row,interior+raw collar,exact cancellation
A,localizedLaplacian,0.37306412761378827,-1.1014837641535276,expanded row,-3*epsilon*cos(2*x),exact analytic profile
A,rawCollarContribution,0.37306412761378827,1.1014837641535276,expanded row,+3*epsilon*cos(2*x),exact analytic profile
A,fusedViscous,0.37306412761378827,0,fused row,interior+raw collar,exact cancellation
A,localizedLaplacian,0.39269908169872414,-1.0606601717798214,expanded row,-3*epsilon*cos(2*x),exact analytic profile
A,rawCollarContribution,0.39269908169872414,1.0606601717798214,expanded row,+3*epsilon*cos(2*x),exact analytic profile
A,fusedViscous,0.39269908169872414,0,fused row,interior+raw collar,exact cancellation
A,localizedLaplacian,0.41233403578366046,-1.0182011182994124,expanded row,-3*epsilon*cos(2*x),exact analytic profile
A,rawCollarContribution,0.41233403578366046,1.0182011182994124,expanded row,+3*epsilon*cos(2*x),exact analytic profile
A,fusedViscous,0.41233403578366046,0,fused row,interior+raw collar,exact cancellation
A,localizedLaplacian,0.43196898986859633,-0.97417207249527604,expanded row,-3*epsilon*cos(2*x),exact analytic profile
A,rawCollarContribution,0.43196898986859633,0.97417207249527604,expanded row,+3*epsilon*cos(2*x),exact analytic profile
A,fusedViscous,0.43196898986859633,0,fused row,interior+raw collar,exact cancellation
A,localizedLaplacian,0.45160394395353265,-0.92864092396475129,expanded row,-3*epsilon*cos(2*x),exact analytic profile
A,rawCollarContribution,0.45160394395353265,0.92864092396475129,expanded row,+3*epsilon*cos(2*x),exact analytic profile
A,fusedViscous,0.45160394395353265,0,fused row,interior+raw collar,exact cancellation
A,localizedLaplacian,0.47123889803846897,-0.88167787843870971,expanded row,-3*epsilon*cos(2*x),exact analytic profile
A,rawCollarContribution,0.47123889803846897,0.88167787843870971,expanded row,+3*epsilon*cos(2*x),exact analytic profile
A,fusedViscous,0.47123889803846897,0,fused row,interior+raw collar,exact cancellation
A,localizedLaplacian,0.49087385212340484,-0.83335534952940427,expanded row,-3*epsilon*cos(2*x),exact analytic profile
A,rawCollarContribution,0.49087385212340484,0.83335534952940427,expanded row,+3*epsilon*cos(2*x),exact analytic profile
A,fusedViscous,0.49087385212340484,0,fused row,interior+raw collar,exact cancellation
A,localizedLaplacian,0.51050880620834116,-0.78374784707392386,expanded row,-3*epsilon*cos(2*x),exact analytic profile
A,rawCollarContribution,0.51050880620834116,0.78374784707392386,expanded row,+3*epsilon*cos(2*x),exact analytic profile
A,fusedViscous,0.51050880620834116,0,fused row,interior+raw collar,exact cancellation
A,localizedLaplacian,0.53014376029327792,-0.73293186224543161,expanded row,-3*epsilon*cos(2*x),exact analytic profile
A,rawCollarContribution,0.53014376029327792,0.73293186224543161,expanded row,+3*epsilon*cos(2*x),exact analytic profile
A,fusedViscous,0.53014376029327792,0,fused row,interior+raw collar,exact cancellation
A,localizedLaplacian,0.54977871437821424,-0.68098574960931901,expanded row,-3*epsilon*cos(2*x),exact analytic profile
A,rawCollarContribution,0.54977871437821424,0.68098574960931901,expanded row,+3*epsilon*cos(2*x),exact analytic profile
A,fusedViscous,0.54977871437821424,0,fused row,interior+raw collar,exact cancellation
A,localizedLaplacian,0.56941366846315011,-0.62798960630614187,expanded row,-3*epsilon*cos(2*x),exact analytic profile
A,rawCollarContribution,0.56941366846315011,0.62798960630614187,expanded row,+3*epsilon*cos(2*x),exact analytic profile
A,fusedViscous,0.56941366846315011,0,fused row,interior+raw collar,exact cancellation
A,localizedLaplacian,0.58904862254808643,-0.57402514854763409,expanded row,-3*epsilon*cos(2*x),exact analytic profile
A,rawCollarContribution,0.58904862254808643,0.57402514854763409,expanded row,+3*epsilon*cos(2*x),exact analytic profile
A,fusedViscous,0.58904862254808643,0,fused row,interior+raw collar,exact cancellation
A,localizedLaplacian,0.60868357663302231,-0.51917558561623989,expanded row,-3*epsilon*cos(2*x),exact analytic profile
A,rawCollarContribution,0.60868357663302231,0.51917558561623989,expanded row,+3*epsilon*cos(2*x),exact analytic profile
A,fusedViscous,0.60868357663302231,0,fused row,interior+raw collar,exact cancellation
A,localizedLaplacian,0.62831853071795862,-0.46352549156242118,expanded row,-3*epsilon*cos(2*x),exact analytic profile
A,rawCollarContribution,0.62831853071795862,0.46352549156242118,expanded row,+3*epsilon*cos(2*x),exact analytic profile
A,fusedViscous,0.62831853071795862,0,fused row,interior+raw collar,exact cancellation
A,localizedLaplacian,0.64795348480289494,-0.40716067479761114,expanded row,-3*epsilon*cos(2*x),exact analytic profile
A,rawCollarContribution,0.64795348480289494,0.40716067479761114,expanded row,+3*epsilon*cos(2*x),exact analytic profile
A,fusedViscous,0.64795348480289494,0,fused row,interior+raw collar,exact cancellation
A,localizedLaplacian,0.66758843888783082,-0.35016804578385885,expanded row,-3*epsilon*cos(2*x),exact analytic profile
A,rawCollarContribution,0.66758843888783082,0.35016804578385885,expanded row,+3*epsilon*cos(2*x),exact analytic profile
A,fusedViscous,0.66758843888783082,0,fused row,interior+raw collar,exact cancellation
A,localizedLaplacian,0.68722339297276713,-0.29263548302419279,expanded row,-3*epsilon*cos(2*x),exact analytic profile
A,rawCollarContribution,0.68722339297276713,0.29263548302419279,expanded row,+3*epsilon*cos(2*x),exact analytic profile
A,fusedViscous,0.68722339297276713,0,fused row,interior+raw collar,exact cancellation
A,localizedLaplacian,0.70685834705770301,-0.23465169756034771,expanded row,-3*epsilon*cos(2*x),exact analytic profile
A,rawCollarContribution,0.70685834705770301,0.23465169756034771,expanded row,+3*epsilon*cos(2*x),exact analytic profile
A,fusedViscous,0.70685834705770301,0,fused row,interior+raw collar,exact cancellation
A,localizedLaplacian,0.72649330114263933,-0.17630609618675755,expanded row,-3*epsilon*cos(2*x),exact analytic profile
A,rawCollarContribution,0.72649330114263933,0.17630609618675755,expanded row,+3*epsilon*cos(2*x),exact analytic profile
A,fusedViscous,0.72649330114263933,0,fused row,interior+raw collar,exact cancellation
A,localizedLaplacian,0.74612825522757609,-0.11768864359176684,expanded row,-3*epsilon*cos(2*x),exact analytic profile
A,rawCollarContribution,0.74612825522757609,0.11768864359176684,expanded row,+3*epsilon*cos(2*x),exact analytic profile
A,fusedViscous,0.74612825522757609,0,fused row,interior+raw collar,exact cancellation
A,localizedLaplacian,0.76576320931251241,-0.05888972363860201,expanded row,-3*epsilon*cos(2*x),exact analytic profile
A,rawCollarContribution,0.76576320931251241,0.05888972363860201,expanded row,+3*epsilon*cos(2*x),exact analytic profile
A,fusedViscous,0.76576320931251241,0,fused row,interior+raw collar,exact cancellation
A,localizedLaplacian,0.78539816339744828,-9.1848509936051484e-17,expanded row,-3*epsilon*cos(2*x),exact analytic profile
A,rawCollarContribution,0.78539816339744828,9.1848509936051484e-17,expanded row,+3*epsilon*cos(2*x),exact analytic profile
A,fusedViscous,0.78539816339744828,0,fused row,interior+raw collar,exact cancellation
A,localizedLaplacian,0.8050331174823846,0.058889723638603154,expanded row,-3*epsilon*cos(2*x),exact analytic profile
A,rawCollarContribution,0.8050331174823846,-0.058889723638603154,expanded row,+3*epsilon*cos(2*x),exact analytic profile
A,fusedViscous,0.8050331174823846,0,fused row,interior+raw collar,exact cancellation
A,localizedLaplacian,0.82466807156732091,0.11768864359176798,expanded row,-3*epsilon*cos(2*x),exact analytic profile
A,rawCollarContribution,0.82466807156732091,-0.11768864359176798,expanded row,+3*epsilon*cos(2*x),exact analytic profile
A,fusedViscous,0.82466807156732091,0,fused row,interior+raw collar,exact cancellation
A,localizedLaplacian,0.84430302565225679,0.17630609618675602,expanded row,-3*epsilon*cos(2*x),exact analytic profile
A,rawCollarContribution,0.84430302565225679,-0.17630609618675602,expanded row,+3*epsilon*cos(2*x),exact analytic profile
A,fusedViscous,0.84430302565225679,0,fused row,interior+raw collar,exact cancellation
A,localizedLaplacian,0.86393797973719266,0.23465169756034487,expanded row,-3*epsilon*cos(2*x),exact analytic profile
A,rawCollarContribution,0.86393797973719266,-0.23465169756034487,expanded row,+3*epsilon*cos(2*x),exact analytic profile
A,fusedViscous,0.86393797973719266,0,fused row,interior+raw collar,exact cancellation
A,localizedLaplacian,0.88357293382212898,0.29263548302419135,expanded row,-3*epsilon*cos(2*x),exact analytic profile
A,rawCollarContribution,0.88357293382212898,-0.29263548302419135,expanded row,+3*epsilon*cos(2*x),exact analytic profile
A,fusedViscous,0.88357293382212898,0,fused row,interior+raw collar,exact cancellation
A,localizedLaplacian,0.9032078879070653,0.35016804578385741,expanded row,-3*epsilon*cos(2*x),exact analytic profile
A,rawCollarContribution,0.9032078879070653,-0.35016804578385741,expanded row,+3*epsilon*cos(2*x),exact analytic profile
A,fusedViscous,0.9032078879070653,0,fused row,interior+raw collar,exact cancellation
A,localizedLaplacian,0.92284284199200162,0.40716067479761098,expanded row,-3*epsilon*cos(2*x),exact analytic profile
A,rawCollarContribution,0.92284284199200162,-0.40716067479761098,expanded row,+3*epsilon*cos(2*x),exact analytic profile
A,fusedViscous,0.92284284199200162,0,fused row,interior+raw collar,exact cancellation
A,localizedLaplacian,0.94247779607693793,0.46352549156242101,expanded row,-3*epsilon*cos(2*x),exact analytic profile
A,rawCollarContribution,0.94247779607693793,-0.46352549156242101,expanded row,+3*epsilon*cos(2*x),exact analytic profile
A,fusedViscous,0.94247779607693793,0,fused row,interior+raw collar,exact cancellation
A,localizedLaplacian,0.96211275016187425,0.51917558561623967,expanded row,-3*epsilon*cos(2*x),exact analytic profile
A,rawCollarContribution,0.96211275016187425,-0.51917558561623967,expanded row,+3*epsilon*cos(2*x),exact analytic profile
A,fusedViscous,0.96211275016187425,0,fused row,interior+raw collar,exact cancellation
A,localizedLaplacian,0.98174770424681057,0.5740251485476352,expanded row,-3*epsilon*cos(2*x),exact analytic profile
A,rawCollarContribution,0.98174770424681057,-0.5740251485476352,expanded row,+3*epsilon*cos(2*x),exact analytic profile
A,fusedViscous,0.98174770424681057,0,fused row,interior+raw collar,exact cancellation
A,localizedLaplacian,1.0013826583317469,0.62798960630614298,expanded row,-3*epsilon*cos(2*x),exact analytic profile
A,rawCollarContribution,1.0013826583317469,-0.62798960630614298,expanded row,+3*epsilon*cos(2*x),exact analytic profile
A,fusedViscous,1.0013826583317469,0,fused row,interior+raw collar,exact cancellation
A,localizedLaplacian,1.0210176124166832,0.68098574960932123,expanded row,-3*epsilon*cos(2*x),exact analytic profile
A,rawCollarContribution,1.0210176124166832,-0.68098574960932123,expanded row,+3*epsilon*cos(2*x),exact analytic profile
A,fusedViscous,1.0210176124166832,0,fused row,interior+raw collar,exact cancellation
A,localizedLaplacian,1.0406525665016186,0.7329318622454315,expanded row,-3*epsilon*cos(2*x),exact analytic profile
A,rawCollarContribution,1.0406525665016186,-0.7329318622454315,expanded row,+3*epsilon*cos(2*x),exact analytic profile
A,fusedViscous,1.0406525665016186,0,fused row,interior+raw collar,exact cancellation
A,localizedLaplacian,1.060287520586555,0.78374784707392275,expanded row,-3*epsilon*cos(2*x),exact analytic profile
A,rawCollarContribution,1.060287520586555,-0.78374784707392275,expanded row,+3*epsilon*cos(2*x),exact analytic profile
A,fusedViscous,1.060287520586555,0,fused row,interior+raw collar,exact cancellation
A,localizedLaplacian,1.0799224746714913,0.83335534952940293,expanded row,-3*epsilon*cos(2*x),exact analytic profile
A,rawCollarContribution,1.0799224746714913,-0.83335534952940293,expanded row,+3*epsilon*cos(2*x),exact analytic profile
A,fusedViscous,1.0799224746714913,0,fused row,interior+raw collar,exact cancellation
A,localizedLaplacian,1.0995574287564276,0.88167787843870959,expanded row,-3*epsilon*cos(2*x),exact analytic profile
A,rawCollarContribution,1.0995574287564276,-0.88167787843870959,expanded row,+3*epsilon*cos(2*x),exact analytic profile
A,fusedViscous,1.0995574287564276,0,fused row,interior+raw collar,exact cancellation
A,localizedLaplacian,1.1191923828413639,0.92864092396475106,expanded row,-3*epsilon*cos(2*x),exact analytic profile
A,rawCollarContribution,1.1191923828413639,-0.92864092396475106,expanded row,+3*epsilon*cos(2*x),exact analytic profile
A,fusedViscous,1.1191923828413639,0,fused row,interior+raw collar,exact cancellation
A,localizedLaplacian,1.1388273369262993,0.97417207249527382,expanded row,-3*epsilon*cos(2*x),exact analytic profile
A,rawCollarContribution,1.1388273369262993,-0.97417207249527382,expanded row,+3*epsilon*cos(2*x),exact analytic profile
A,fusedViscous,1.1388273369262993,0,fused row,interior+raw collar,exact cancellation
A,localizedLaplacian,1.1584622910112365,1.0182011182994133,expanded row,-3*epsilon*cos(2*x),exact analytic profile
A,rawCollarContribution,1.1584622910112365,-1.0182011182994133,expanded row,+3*epsilon*cos(2*x),exact analytic profile
A,fusedViscous,1.1584622910112365,0,fused row,interior+raw collar,exact cancellation
A,localizedLaplacian,1.1780972450961729,1.0606601717798223,expanded row,-3*epsilon*cos(2*x),exact analytic profile
A,rawCollarContribution,1.1780972450961729,-1.0606601717798223,expanded row,+3*epsilon*cos(2*x),exact analytic profile
A,fusedViscous,1.1780972450961729,0,fused row,interior+raw collar,exact cancellation
A,localizedLaplacian,1.1977321991811092,1.1014837641535293,expanded row,-3*epsilon*cos(2*x),exact analytic profile
A,rawCollarContribution,1.1977321991811092,-1.1014837641535293,expanded row,+3*epsilon*cos(2*x),exact analytic profile
A,fusedViscous,1.1977321991811092,0,fused row,interior+raw collar,exact cancellation
A,localizedLaplacian,1.2173671532660446,1.1406089484000459,expanded row,-3*epsilon*cos(2*x),exact analytic profile
A,rawCollarContribution,1.2173671532660446,-1.1406089484000459,expanded row,+3*epsilon*cos(2*x),exact analytic profile
A,fusedViscous,1.2173671532660446,0,fused row,interior+raw collar,exact cancellation
A,localizedLaplacian,1.2370021073509809,1.177975396321117,expanded row,-3*epsilon*cos(2*x),exact analytic profile
A,rawCollarContribution,1.2370021073509809,-1.177975396321117,expanded row,+3*epsilon*cos(2*x),exact analytic profile
A,fusedViscous,1.2370021073509809,0,fused row,interior+raw collar,exact cancellation
A,localizedLaplacian,1.2566370614359172,1.213525491562421,expanded row,-3*epsilon*cos(2*x),exact analytic profile
A,rawCollarContribution,1.2566370614359172,-1.213525491562421,expanded row,+3*epsilon*cos(2*x),exact analytic profile
A,fusedViscous,1.2566370614359172,0,fused row,interior+raw collar,exact cancellation
A,localizedLaplacian,1.2762720155208536,1.247204418453818,expanded row,-3*epsilon*cos(2*x),exact analytic profile
A,rawCollarContribution,1.2762720155208536,-1.247204418453818,expanded row,+3*epsilon*cos(2*x),exact analytic profile
A,fusedViscous,1.2762720155208536,0,fused row,interior+raw collar,exact cancellation
A,localizedLaplacian,1.2959069696057899,1.2789602465311387,expanded row,-3*epsilon*cos(2*x),exact analytic profile
A,rawCollarContribution,1.2959069696057899,-1.2789602465311387,expanded row,+3*epsilon*cos(2*x),exact analytic profile
A,fusedViscous,1.2959069696057899,0,fused row,interior+raw collar,exact cancellation
A,localizedLaplacian,1.3155419236907253,1.3087440106091948,expanded row,-3*epsilon*cos(2*x),exact analytic profile
A,rawCollarContribution,1.3155419236907253,-1.3087440106091948,expanded row,+3*epsilon*cos(2*x),exact analytic profile
A,fusedViscous,1.3155419236907253,0,fused row,interior+raw collar,exact cancellation
A,localizedLaplacian,1.3351768777756616,1.3365097862825512,expanded row,-3*epsilon*cos(2*x),exact analytic profile
A,rawCollarContribution,1.3351768777756616,-1.3365097862825512,expanded row,+3*epsilon*cos(2*x),exact analytic profile
A,fusedViscous,1.3351768777756616,0,fused row,interior+raw collar,exact cancellation
A,localizedLaplacian,1.3548118318605979,1.3622147607376216,expanded row,-3*epsilon*cos(2*x),exact analytic profile
A,rawCollarContribution,1.3548118318605979,-1.3622147607376216,expanded row,+3*epsilon*cos(2*x),exact analytic profile
A,fusedViscous,1.3548118318605979,0,fused row,interior+raw collar,exact cancellation
A,localizedLaplacian,1.3744467859455352,1.3858192987669309,expanded row,-3*epsilon*cos(2*x),exact analytic profile
A,rawCollarContribution,1.3744467859455352,-1.3858192987669309,expanded row,+3*epsilon*cos(2*x),exact analytic profile
A,fusedViscous,1.3744467859455352,0,fused row,interior+raw collar,exact cancellation
A,localizedLaplacian,1.3940817400304706,1.407287003883726,expanded row,-3*epsilon*cos(2*x),exact analytic profile
A,rawCollarContribution,1.3940817400304706,-1.407287003883726,expanded row,+3*epsilon*cos(2*x),exact analytic profile
A,fusedViscous,1.3940817400304706,0,fused row,interior+raw collar,exact cancellation
A,localizedLaplacian,1.4137166941154069,1.4265847744427302,expanded row,-3*epsilon*cos(2*x),exact analytic profile
A,rawCollarContribution,1.4137166941154069,-1.4265847744427302,expanded row,+3*epsilon*cos(2*x),exact analytic profile
A,fusedViscous,1.4137166941154069,0,fused row,interior+raw collar,exact cancellation
A,localizedLaplacian,1.4333516482003432,1.443682854680471,expanded row,-3*epsilon*cos(2*x),exact analytic profile
A,rawCollarContribution,1.4333516482003432,-1.443682854680471,expanded row,+3*epsilon*cos(2*x),exact analytic profile
A,fusedViscous,1.4333516482003432,0,fused row,interior+raw collar,exact cancellation
A,localizedLaplacian,1.4529866022852795,1.4585548805965149,expanded row,-3*epsilon*cos(2*x),exact analytic profile
A,rawCollarContribution,1.4529866022852795,-1.4585548805965149,expanded row,+3*epsilon*cos(2*x),exact analytic profile
A,fusedViscous,1.4529866022852795,0,fused row,interior+raw collar,exact cancellation
A,localizedLaplacian,1.4726215563702159,1.4711779206048459,expanded row,-3*epsilon*cos(2*x),exact analytic profile
A,rawCollarContribution,1.4726215563702159,-1.4711779206048459,expanded row,+3*epsilon*cos(2*x),exact analytic profile
A,fusedViscous,1.4726215563702159,0,fused row,interior+raw collar,exact cancellation
A,localizedLaplacian,1.4922565104551513,1.4815325108927064,expanded row,-3*epsilon*cos(2*x),exact analytic profile
A,rawCollarContribution,1.4922565104551513,-1.4815325108927064,expanded row,+3*epsilon*cos(2*x),exact analytic profile
A,fusedViscous,1.4922565104551513,0,fused row,interior+raw collar,exact cancellation
A,localizedLaplacian,1.5118914645400876,1.4896026854323892,expanded row,-3*epsilon*cos(2*x),exact analytic profile
A,rawCollarContribution,1.5118914645400876,-1.4896026854323892,expanded row,+3*epsilon*cos(2*x),exact analytic profile
A,fusedViscous,1.5118914645400876,0,fused row,interior+raw collar,exact cancellation
A,localizedLaplacian,1.5315264186250239,1.4953760005996919,expanded row,-3*epsilon*cos(2*x),exact analytic profile
A,rawCollarContribution,1.5315264186250239,-1.4953760005996919,expanded row,+3*epsilon*cos(2*x),exact analytic profile
A,fusedViscous,1.5315264186250239,0,fused row,interior+raw collar,exact cancellation
A,localizedLaplacian,1.5511613727099602,1.4988435543610843,expanded row,-3*epsilon*cos(2*x),exact analytic profile
A,rawCollarContribution,1.5511613727099602,-1.4988435543610843,expanded row,+3*epsilon*cos(2*x),exact analytic profile
A,fusedViscous,1.5511613727099602,0,fused row,interior+raw collar,exact cancellation
A,localizedLaplacian,1.5707963267948966,1.5,expanded row,-3*epsilon*cos(2*x),exact analytic profile
A,rawCollarContribution,1.5707963267948966,-1.5,expanded row,+3*epsilon*cos(2*x),exact analytic profile
A,fusedViscous,1.5707963267948966,0,fused row,interior+raw collar,exact cancellation
A,localizedLaplacian,1.5904312808798329,1.4988435543610843,expanded row,-3*epsilon*cos(2*x),exact analytic profile
A,rawCollarContribution,1.5904312808798329,-1.4988435543610843,expanded row,+3*epsilon*cos(2*x),exact analytic profile
A,fusedViscous,1.5904312808798329,0,fused row,interior+raw collar,exact cancellation
A,localizedLaplacian,1.6100662349647692,1.4953760005996919,expanded row,-3*epsilon*cos(2*x),exact analytic profile
A,rawCollarContribution,1.6100662349647692,-1.4953760005996919,expanded row,+3*epsilon*cos(2*x),exact analytic profile
A,fusedViscous,1.6100662349647692,0,fused row,interior+raw collar,exact cancellation
A,localizedLaplacian,1.6297011890497055,1.4896026854323892,expanded row,-3*epsilon*cos(2*x),exact analytic profile
A,rawCollarContribution,1.6297011890497055,-1.4896026854323892,expanded row,+3*epsilon*cos(2*x),exact analytic profile
A,fusedViscous,1.6297011890497055,0,fused row,interior+raw collar,exact cancellation
A,localizedLaplacian,1.6493361431346418,1.4815325108927064,expanded row,-3*epsilon*cos(2*x),exact analytic profile
A,rawCollarContribution,1.6493361431346418,-1.4815325108927064,expanded row,+3*epsilon*cos(2*x),exact analytic profile
A,fusedViscous,1.6493361431346418,0,fused row,interior+raw collar,exact cancellation
A,localizedLaplacian,1.6689710972195773,1.4711779206048461,expanded row,-3*epsilon*cos(2*x),exact analytic profile
A,rawCollarContribution,1.6689710972195773,-1.4711779206048461,expanded row,+3*epsilon*cos(2*x),exact analytic profile
A,fusedViscous,1.6689710972195773,0,fused row,interior+raw collar,exact cancellation
A,localizedLaplacian,1.6886060513045136,1.4585548805965152,expanded row,-3*epsilon*cos(2*x),exact analytic profile
A,rawCollarContribution,1.6886060513045136,-1.4585548805965152,expanded row,+3*epsilon*cos(2*x),exact analytic profile
A,fusedViscous,1.6886060513045136,0,fused row,interior+raw collar,exact cancellation
A,localizedLaplacian,1.7082410053894499,1.4436828546804712,expanded row,-3*epsilon*cos(2*x),exact analytic profile
A,rawCollarContribution,1.7082410053894499,-1.4436828546804712,expanded row,+3*epsilon*cos(2*x),exact analytic profile
A,fusedViscous,1.7082410053894499,0,fused row,interior+raw collar,exact cancellation
A,localizedLaplacian,1.7278759594743862,1.4265847744427305,expanded row,-3*epsilon*cos(2*x),exact analytic profile
A,rawCollarContribution,1.7278759594743862,-1.4265847744427305,expanded row,+3*epsilon*cos(2*x),exact analytic profile
A,fusedViscous,1.7278759594743862,0,fused row,interior+raw collar,exact cancellation
A,localizedLaplacian,1.7475109135593225,1.407287003883726,expanded row,-3*epsilon*cos(2*x),exact analytic profile
A,rawCollarContribution,1.7475109135593225,-1.407287003883726,expanded row,+3*epsilon*cos(2*x),exact analytic profile
A,fusedViscous,1.7475109135593225,0,fused row,interior+raw collar,exact cancellation
A,localizedLaplacian,1.767145867644258,1.3858192987669309,expanded row,-3*epsilon*cos(2*x),exact analytic profile
A,rawCollarContribution,1.767145867644258,-1.3858192987669309,expanded row,+3*epsilon*cos(2*x),exact analytic profile
A,fusedViscous,1.767145867644258,0,fused row,interior+raw collar,exact cancellation
A,localizedLaplacian,1.7867808217291952,1.3622147607376216,expanded row,-3*epsilon*cos(2*x),exact analytic profile
A,rawCollarContribution,1.7867808217291952,-1.3622147607376216,expanded row,+3*epsilon*cos(2*x),exact analytic profile
A,fusedViscous,1.7867808217291952,0,fused row,interior+raw collar,exact cancellation
A,localizedLaplacian,1.8064157758141315,1.3365097862825515,expanded row,-3*epsilon*cos(2*x),exact analytic profile
A,rawCollarContribution,1.8064157758141315,-1.3365097862825515,expanded row,+3*epsilon*cos(2*x),exact analytic profile
A,fusedViscous,1.8064157758141315,0,fused row,interior+raw collar,exact cancellation
A,localizedLaplacian,1.8260507298990678,1.308744010609195,expanded row,-3*epsilon*cos(2*x),exact analytic profile
A,rawCollarContribution,1.8260507298990678,-1.308744010609195,expanded row,+3*epsilon*cos(2*x),exact analytic profile
A,fusedViscous,1.8260507298990678,0,fused row,interior+raw collar,exact cancellation
A,localizedLaplacian,1.8456856839840032,1.2789602465311387,expanded row,-3*epsilon*cos(2*x),exact analytic profile
A,rawCollarContribution,1.8456856839840032,-1.2789602465311387,expanded row,+3*epsilon*cos(2*x),exact analytic profile
A,fusedViscous,1.8456856839840032,0,fused row,interior+raw collar,exact cancellation
A,localizedLaplacian,1.8653206380689396,1.2472044184538182,expanded row,-3*epsilon*cos(2*x),exact analytic profile
A,rawCollarContribution,1.8653206380689396,-1.2472044184538182,expanded row,+3*epsilon*cos(2*x),exact analytic profile
A,fusedViscous,1.8653206380689396,0,fused row,interior+raw collar,exact cancellation
A,localizedLaplacian,1.8849555921538759,1.2135254915624212,expanded row,-3*epsilon*cos(2*x),exact analytic profile
A,rawCollarContribution,1.8849555921538759,-1.2135254915624212,expanded row,+3*epsilon*cos(2*x),exact analytic profile
A,fusedViscous,1.8849555921538759,0,fused row,interior+raw collar,exact cancellation
A,localizedLaplacian,1.9045905462388122,1.1779753963211173,expanded row,-3*epsilon*cos(2*x),exact analytic profile
A,rawCollarContribution,1.9045905462388122,-1.1779753963211173,expanded row,+3*epsilon*cos(2*x),exact analytic profile
A,fusedViscous,1.9045905462388122,0,fused row,interior+raw collar,exact cancellation
A,localizedLaplacian,1.9242255003237485,1.1406089484000461,expanded row,-3*epsilon*cos(2*x),exact analytic profile
A,rawCollarContribution,1.9242255003237485,-1.1406089484000461,expanded row,+3*epsilon*cos(2*x),exact analytic profile
A,fusedViscous,1.9242255003237485,0,fused row,interior+raw collar,exact cancellation
A,localizedLaplacian,1.9438604544086839,1.1014837641535298,expanded row,-3*epsilon*cos(2*x),exact analytic profile
A,rawCollarContribution,1.9438604544086839,-1.1014837641535298,expanded row,+3*epsilon*cos(2*x),exact analytic profile
A,fusedViscous,1.9438604544086839,0,fused row,interior+raw collar,exact cancellation
A,localizedLaplacian,1.9634954084936203,1.0606601717798223,expanded row,-3*epsilon*cos(2*x),exact analytic profile
A,rawCollarContribution,1.9634954084936203,-1.0606601717798223,expanded row,+3*epsilon*cos(2*x),exact analytic profile
A,fusedViscous,1.9634954084936203,0,fused row,interior+raw collar,exact cancellation
A,localizedLaplacian,1.9831303625785566,1.0182011182994135,expanded row,-3*epsilon*cos(2*x),exact analytic profile
A,rawCollarContribution,1.9831303625785566,-1.0182011182994135,expanded row,+3*epsilon*cos(2*x),exact analytic profile
A,fusedViscous,1.9831303625785566,0,fused row,interior+raw collar,exact cancellation
A,localizedLaplacian,2.0027653166634938,0.97417207249527416,expanded row,-3*epsilon*cos(2*x),exact analytic profile
A,rawCollarContribution,2.0027653166634938,-0.97417207249527416,expanded row,+3*epsilon*cos(2*x),exact analytic profile
A,fusedViscous,2.0027653166634938,0,fused row,interior+raw collar,exact cancellation
A,localizedLaplacian,2.0224002707484292,0.92864092396475151,expanded row,-3*epsilon*cos(2*x),exact analytic profile
A,rawCollarContribution,2.0224002707484292,-0.92864092396475151,expanded row,+3*epsilon*cos(2*x),exact analytic profile
A,fusedViscous,2.0224002707484292,0,fused row,interior+raw collar,exact cancellation
A,localizedLaplacian,2.0420352248333655,0.88167787843870982,expanded row,-3*epsilon*cos(2*x),exact analytic profile
A,rawCollarContribution,2.0420352248333655,-0.88167787843870982,expanded row,+3*epsilon*cos(2*x),exact analytic profile
A,fusedViscous,2.0420352248333655,0,fused row,interior+raw collar,exact cancellation
A,localizedLaplacian,2.0616701789183018,0.83335534952940327,expanded row,-3*epsilon*cos(2*x),exact analytic profile
A,rawCollarContribution,2.0616701789183018,-0.83335534952940327,expanded row,+3*epsilon*cos(2*x),exact analytic profile
A,fusedViscous,2.0616701789183018,0,fused row,interior+raw collar,exact cancellation
A,localizedLaplacian,2.0813051330032382,0.78374784707392287,expanded row,-3*epsilon*cos(2*x),exact analytic profile
A,rawCollarContribution,2.0813051330032382,-0.78374784707392287,expanded row,+3*epsilon*cos(2*x),exact analytic profile
A,fusedViscous,2.0813051330032382,0,fused row,interior+raw collar,exact cancellation
A,localizedLaplacian,2.1009400870881745,0.73293186224543172,expanded row,-3*epsilon*cos(2*x),exact analytic profile
A,rawCollarContribution,2.1009400870881745,-0.73293186224543172,expanded row,+3*epsilon*cos(2*x),exact analytic profile
A,fusedViscous,2.1009400870881745,0,fused row,interior+raw collar,exact cancellation
A,localizedLaplacian,2.1205750411731099,0.68098574960932168,expanded row,-3*epsilon*cos(2*x),exact analytic profile
A,rawCollarContribution,2.1205750411731099,-0.68098574960932168,expanded row,+3*epsilon*cos(2*x),exact analytic profile
A,fusedViscous,2.1205750411731099,0,fused row,interior+raw collar,exact cancellation
A,localizedLaplacian,2.1402099952580462,0.62798960630614331,expanded row,-3*epsilon*cos(2*x),exact analytic profile
