panel,series,x,value,parameter,evidenceClass,formula
C,A0,0.104,0.13928083615847867,"fixedEnergy=263/90;theta=nu*K^2*t;radialRingsSquared=5,10",closed-form C1 fixed-window limit of exact global-smooth 2D3C NSE,A0=4*x*(1-x)^2/((1+x)*Y0);x=exp(-10*theta)
C,G0,0.104,0.61035268675912291,"fixedEnergy=263/90;theta=nu*K^2*t;radialRingsSquared=5,10",closed-form C1 fixed-window limit of exact global-smooth 2D3C NSE,G0=4*(exp(-10*theta)+exp(-20*theta))/Y0
C,A0,0.108,0.14459796065280173,"fixedEnergy=263/90;theta=nu*K^2*t;radialRingsSquared=5,10",closed-form C1 fixed-window limit of exact global-smooth 2D3C NSE,A0=4*x*(1-x)^2/((1+x)*Y0);x=exp(-10*theta)
C,G0,0.108,0.59496241379838288,"fixedEnergy=263/90;theta=nu*K^2*t;radialRingsSquared=5,10",closed-form C1 fixed-window limit of exact global-smooth 2D3C NSE,G0=4*(exp(-10*theta)+exp(-20*theta))/Y0
C,A0,0.112,0.14963333105662566,"fixedEnergy=263/90;theta=nu*K^2*t;radialRingsSquared=5,10",closed-form C1 fixed-window limit of exact global-smooth 2D3C NSE,A0=4*x*(1-x)^2/((1+x)*Y0);x=exp(-10*theta)
C,G0,0.112,0.57988183704032137,"fixedEnergy=263/90;theta=nu*K^2*t;radialRingsSquared=5,10",closed-form C1 fixed-window limit of exact global-smooth 2D3C NSE,G0=4*(exp(-10*theta)+exp(-20*theta))/Y0
C,A0,0.11599999999999999,0.15437619617477993,"fixedEnergy=263/90;theta=nu*K^2*t;radialRingsSquared=5,10",closed-form C1 fixed-window limit of exact global-smooth 2D3C NSE,A0=4*x*(1-x)^2/((1+x)*Y0);x=exp(-10*theta)
C,G0,0.11599999999999999,0.5651097288721797,"fixedEnergy=263/90;theta=nu*K^2*t;radialRingsSquared=5,10",closed-form C1 fixed-window limit of exact global-smooth 2D3C NSE,G0=4*(exp(-10*theta)+exp(-20*theta))/Y0
C,A0,0.12,0.15881811402911078,"fixedEnergy=263/90;theta=nu*K^2*t;radialRingsSquared=5,10",closed-form C1 fixed-window limit of exact global-smooth 2D3C NSE,A0=4*x*(1-x)^2/((1+x)*Y0);x=exp(-10*theta)
C,G0,0.12,0.55064448377403485,"fixedEnergy=263/90;theta=nu*K^2*t;radialRingsSquared=5,10",closed-form C1 fixed-window limit of exact global-smooth 2D3C NSE,G0=4*(exp(-10*theta)+exp(-20*theta))/Y0
C,A0,0.12399999999999999,0.16295282271343758,"fixedEnergy=263/90;theta=nu*K^2*t;radialRingsSquared=5,10",closed-form C1 fixed-window limit of exact global-smooth 2D3C NSE,A0=4*x*(1-x)^2/((1+x)*Y0);x=exp(-10*theta)
C,G0,0.12399999999999999,0.53648414445397485,"fixedEnergy=263/90;theta=nu*K^2*t;radialRingsSquared=5,10",closed-form C1 fixed-window limit of exact global-smooth 2D3C NSE,G0=4*(exp(-10*theta)+exp(-20*theta))/Y0
C,A0,0.128,0.1667761058016759,"fixedEnergy=263/90;theta=nu*K^2*t;radialRingsSquared=5,10",closed-form C1 fixed-window limit of exact global-smooth 2D3C NSE,A0=4*x*(1-x)^2/((1+x)*Y0);x=exp(-10*theta)
C,G0,0.128,0.52262642772198398,"fixedEnergy=263/90;theta=nu*K^2*t;radialRingsSquared=5,10",closed-form C1 fixed-window limit of exact global-smooth 2D3C NSE,G0=4*(exp(-10*theta)+exp(-20*theta))/Y0
C,A0,0.13200000000000001,0.1702856540596473,"fixedEnergy=263/90;theta=nu*K^2*t;radialRingsSquared=5,10",closed-form C1 fixed-window limit of exact global-smooth 2D3C NSE,A0=4*x*(1-x)^2/((1+x)*Y0);x=exp(-10*theta)
C,G0,0.13200000000000001,0.50906874994360196,"fixedEnergy=263/90;theta=nu*K^2*t;radialRingsSquared=5,10",closed-form C1 fixed-window limit of exact global-smooth 2D3C NSE,G0=4*(exp(-10*theta)+exp(-20*theta))/Y0
C,A0,0.13599999999999998,0.17348092507853868,"fixedEnergy=263/90;theta=nu*K^2*t;radialRingsSquared=5,10",closed-form C1 fixed-window limit of exact global-smooth 2D3C NSE,A0=4*x*(1-x)^2/((1+x)*Y0);x=exp(-10*theta)
C,G0,0.13599999999999998,0.4958082519345513,"fixedEnergy=263/90;theta=nu*K^2*t;radialRingsSquared=5,10",closed-form C1 fixed-window limit of exact global-smooth 2D3C NSE,G0=4*(exp(-10*theta)+exp(-20*theta))/Y0
C,A0,0.14000000000000001,0.17636300230727489,"fixedEnergy=263/90;theta=nu*K^2*t;radialRingsSquared=5,10",closed-form C1 fixed-window limit of exact global-smooth 2D3C NSE,A0=4*x*(1-x)^2/((1+x)*Y0);x=exp(-10*theta)
C,G0,0.14000000000000001,0.48284182317707286,"fixedEnergy=263/90;theta=nu*K^2*t;radialRingsSquared=5,10",closed-form C1 fixed-window limit of exact global-smooth 2D3C NSE,G0=4*(exp(-10*theta)+exp(-20*theta))/Y0
C,A0,0.14399999999999999,0.17893445481556844,"fixedEnergy=263/90;theta=nu*K^2*t;radialRingsSquared=5,10",closed-form C1 fixed-window limit of exact global-smooth 2D3C NSE,A0=4*x*(1-x)^2/((1+x)*Y0);x=exp(-10*theta)
C,G0,0.14399999999999999,0.4701661252574596,"fixedEnergy=263/90;theta=nu*K^2*t;radialRingsSquared=5,10",closed-form C1 fixed-window limit of exact global-smooth 2D3C NSE,G0=4*(exp(-10*theta)+exp(-20*theta))/Y0
C,A0,0.14799999999999999,0.18119919897212317,"fixedEnergy=263/90;theta=nu*K^2*t;radialRingsSquared=5,10",closed-form C1 fixed-window limit of exact global-smooth 2D3C NSE,A0=4*x*(1-x)^2/((1+x)*Y0);x=exp(-10*theta)
C,G0,0.14799999999999999,0.45777761444202936,"fixedEnergy=263/90;theta=nu*K^2*t;radialRingsSquared=5,10",closed-form C1 fixed-window limit of exact global-smooth 2D3C NSE,G0=4*(exp(-10*theta)+exp(-20*theta))/Y0
C,A0,0.152,0.18316236307602643,"fixedEnergy=263/90;theta=nu*K^2*t;radialRingsSquared=5,10",closed-form C1 fixed-window limit of exact global-smooth 2D3C NSE,A0=4*x*(1-x)^2/((1+x)*Y0);x=exp(-10*theta)
C,G0,0.152,0.4456725633254392,"fixedEnergy=263/90;theta=nu*K^2*t;radialRingsSquared=5,10",closed-form C1 fixed-window limit of exact global-smooth 2D3C NSE,G0=4*(exp(-10*theta)+exp(-20*theta))/Y0
C,A0,0.156,0.18483015583603321,"fixedEnergy=263/90;theta=nu*K^2*t;radialRingsSquared=5,10",closed-form C1 fixed-window limit of exact global-smooth 2D3C NSE,A0=4*x*(1-x)^2/((1+x)*Y0);x=exp(-10*theta)
C,G0,0.156,0.43384708150065632,"fixedEnergy=263/90;theta=nu*K^2*t;radialRingsSquared=5,10",closed-form C1 fixed-window limit of exact global-smooth 2D3C NSE,G0=4*(exp(-10*theta)+exp(-20*theta))/Y0
C,A0,0.16,0.18620973945412345,"fixedEnergy=263/90;theta=nu*K^2*t;radialRingsSquared=5,10",closed-form C1 fixed-window limit of exact global-smooth 2D3C NSE,A0=4*x*(1-x)^2/((1+x)*Y0);x=exp(-10*theta)
C,G0,0.16,0.42229713521407336,"fixedEnergy=263/90;theta=nu*K^2*t;radialRingsSquared=5,10",closed-form C1 fixed-window limit of exact global-smooth 2D3C NSE,G0=4*(exp(-10*theta)+exp(-20*theta))/Y0
C,A0,0.16399999999999998,0.18730910793793776,"fixedEnergy=263/90;theta=nu*K^2*t;radialRingsSquared=5,10",closed-form C1 fixed-window limit of exact global-smooth 2D3C NSE,A0=4*x*(1-x)^2/((1+x)*Y0);x=exp(-10*theta)
C,G0,0.16399999999999998,0.41101856598209641,"fixedEnergy=263/90;theta=nu*K^2*t;radialRingsSquared=5,10",closed-form C1 fixed-window limit of exact global-smooth 2D3C NSE,G0=4*(exp(-10*theta)+exp(-20*theta))/Y0
C,A0,0.16799999999999998,0.18813697114266828,"fixedEnergy=263/90;theta=nu*K^2*t;radialRingsSquared=5,10",closed-form C1 fixed-window limit of exact global-smooth 2D3C NSE,A0=4*x*(1-x)^2/((1+x)*Y0);x=exp(-10*theta)
C,G0,0.16799999999999998,0.40000710815707968,"fixedEnergy=263/90;theta=nu*K^2*t;radialRingsSquared=5,10",closed-form C1 fixed-window limit of exact global-smooth 2D3C NSE,G0=4*(exp(-10*theta)+exp(-20*theta))/Y0
C,A0,0.17200000000000001,0.18870264492759592,"fixedEnergy=263/90;theta=nu*K^2*t;radialRingsSquared=5,10",closed-form C1 fixed-window limit of exact global-smooth 2D3C NSE,A0=4*x*(1-x)^2/((1+x)*Y0);x=exp(-10*theta)
C,G0,0.17200000000000001,0.3892584054407236,"fixedEnergy=263/90;theta=nu*K^2*t;radialRingsSquared=5,10",closed-form C1 fixed-window limit of exact global-smooth 2D3C NSE,G0=4*(exp(-10*theta)+exp(-20*theta))/Y0
C,A0,0.17599999999999999,0.18901594770632585,"fixedEnergy=263/90;theta=nu*K^2*t;radialRingsSquared=5,10",closed-form C1 fixed-window limit of exact global-smooth 2D3C NSE,A0=4*x*(1-x)^2/((1+x)*Y0);x=exp(-10*theta)
C,G0,0.17599999999999999,0.37876802635204482,"fixedEnergy=263/90;theta=nu*K^2*t;radialRingsSquared=5,10",closed-form C1 fixed-window limit of exact global-smooth 2D3C NSE,G0=4*(exp(-10*theta)+exp(-20*theta))/Y0
C,A0,0.17999999999999999,0.18908710357324365,"fixedEnergy=263/90;theta=nu*K^2*t;radialRingsSquared=5,10",closed-form C1 fixed-window limit of exact global-smooth 2D3C NSE,A0=4*x*(1-x)^2/((1+x)*Y0);x=exp(-10*theta)
C,G0,0.17999999999999999,0.36853147866480856,"fixedEnergy=263/90;theta=nu*K^2*t;radialRingsSquared=5,10",closed-form C1 fixed-window limit of exact global-smooth 2D3C NSE,G0=4*(exp(-10*theta)+exp(-20*theta))/Y0
C,A0,0.184,0.18892665210192261,"fixedEnergy=263/90;theta=nu*K^2*t;radialRingsSquared=5,10",closed-form C1 fixed-window limit of exact global-smooth 2D3C NSE,A0=4*x*(1-x)^2/((1+x)*Y0);x=exp(-10*theta)
C,G0,0.184,0.35854422283596349,"fixedEnergy=263/90;theta=nu*K^2*t;radialRingsSquared=5,10",closed-form C1 fixed-window limit of exact global-smooth 2D3C NSE,G0=4*(exp(-10*theta)+exp(-20*theta))/Y0
C,A0,0.188,0.18854536483411419,"fixedEnergy=263/90;theta=nu*K^2*t;radialRingsSquared=5,10",closed-form C1 fixed-window limit of exact global-smooth 2D3C NSE,A0=4*x*(1-x)^2/((1+x)*Y0);x=exp(-10*theta)
C,G0,0.188,0.34880168445218124,"fixedEnergy=263/90;theta=nu*K^2*t;radialRingsSquared=5,10",closed-form C1 fixed-window limit of exact global-smooth 2D3C NSE,G0=4*(exp(-10*theta)+exp(-20*theta))/Y0
C,A0,0.19199999999999998,0.18795416841033216,"fixedEnergy=263/90;theta=nu*K^2*t;radialRingsSquared=5,10",closed-form C1 fixed-window limit of exact global-smooth 2D3C NSE,A0=4*x*(1-x)^2/((1+x)*Y0);x=exp(-10*theta)
C,G0,0.19199999999999998,0.33929926572619235,"fixedEnergy=263/90;theta=nu*K^2*t;radialRingsSquared=5,10",closed-form C1 fixed-window limit of exact global-smooth 2D3C NSE,G0=4*(exp(-10*theta)+exp(-20*theta))/Y0
C,A0,0.19599999999999998,0.18716407423456141,"fixedEnergy=263/90;theta=nu*K^2*t;radialRingsSquared=5,10",closed-form C1 fixed-window limit of exact global-smooth 2D3C NSE,A0=4*x*(1-x)^2/((1+x)*Y0);x=exp(-10*theta)
C,G0,0.19599999999999998,0.33003235607826792,"fixedEnergy=263/90;theta=nu*K^2*t;radialRingsSquared=5,10",closed-form C1 fixed-window limit of exact global-smooth 2D3C NSE,G0=4*(exp(-10*theta)+exp(-20*theta))/Y0
C,A0,0.20000000000000001,0.18618611451584116,"fixedEnergy=263/90;theta=nu*K^2*t;radialRingsSquared=5,10",closed-form C1 fixed-window limit of exact global-smooth 2D3C NSE,A0=4*x*(1-x)^2/((1+x)*Y0);x=exp(-10*theta)
C,G0,0.20000000000000001,0.32099634184104481,"fixedEnergy=263/90;theta=nu*K^2*t;radialRingsSquared=5,10",closed-form C1 fixed-window limit of exact global-smooth 2D3C NSE,G0=4*(exp(-10*theta)+exp(-20*theta))/Y0
C,A0,0.20399999999999999,0.18503128448787357,"fixedEnergy=263/90;theta=nu*K^2*t;radialRingsSquared=5,10",closed-form C1 fixed-window limit of exact global-smooth 2D3C NSE,A0=4*x*(1-x)^2/((1+x)*Y0);x=exp(-10*theta)
C,G0,0.20399999999999999,0.31218661512797163,"fixedEnergy=263/90;theta=nu*K^2*t;radialRingsSquared=5,10",closed-form C1 fixed-window limit of exact global-smooth 2D3C NSE,G0=4*(exp(-10*theta)+exp(-20*theta))/Y0
C,A0,0.20799999999999999,0.18371049057381955,"fixedEnergy=263/90;theta=nu*K^2*t;radialRingsSquared=5,10",closed-form C1 fixed-window limit of exact global-smooth 2D3C NSE,A0=4*x*(1-x)^2/((1+x)*Y0);x=exp(-10*theta)
C,G0,0.20799999999999999,0.30359858190708766,"fixedEnergy=263/90;theta=nu*K^2*t;radialRingsSquared=5,10",closed-form C1 fixed-window limit of exact global-smooth 2D3C NSE,G0=4*(exp(-10*theta)+exp(-20*theta))/Y0
C,A0,0.21199999999999999,0.18223450423645424,"fixedEnergy=263/90;theta=nu*K^2*t;radialRingsSquared=5,10",closed-form C1 fixed-window limit of exact global-smooth 2D3C NSE,A0=4*x*(1-x)^2/((1+x)*Y0);x=exp(-10*theta)
C,G0,0.21199999999999999,0.29522766932267464,"fixedEnergy=263/90;theta=nu*K^2*t;radialRingsSquared=5,10",closed-form C1 fixed-window limit of exact global-smooth 2D3C NSE,G0=4*(exp(-10*theta)+exp(-20*theta))/Y0
C,A0,0.216,0.18061392123324368,"fixedEnergy=263/90;theta=nu*K^2*t;radialRingsSquared=5,10",closed-form C1 fixed-window limit of exact global-smooth 2D3C NSE,A0=4*x*(1-x)^2/((1+x)*Y0);x=exp(-10*theta)
C,G0,0.216,0.28706933230764742,"fixedEnergy=263/90;theta=nu*K^2*t;radialRingsSquared=5,10",closed-form C1 fixed-window limit of exact global-smooth 2D3C NSE,G0=4*(exp(-10*theta)+exp(-20*theta))/Y0
C,A0,0.22,0.17885912598103718,"fixedEnergy=263/90;theta=nu*K^2*t;radialRingsSquared=5,10",closed-form C1 fixed-window limit of exact global-smooth 2D3C NSE,A0=4*x*(1-x)^2/((1+x)*Y0);x=exp(-10*theta)
C,G0,0.22,0.27911905952942462,"fixedEnergy=263/90;theta=nu*K^2*t;radialRingsSquared=5,10",closed-form C1 fixed-window limit of exact global-smooth 2D3C NSE,G0=4*(exp(-10*theta)+exp(-20*theta))/Y0
C,A0,0.224,0.17698026072532702,"fixedEnergy=263/90;theta=nu*K^2*t;radialRingsSquared=5,10",closed-form C1 fixed-window limit of exact global-smooth 2D3C NSE,A0=4*x*(1-x)^2/((1+x)*Y0);x=exp(-10*theta)
C,G0,0.224,0.27137237871151954,"fixedEnergy=263/90;theta=nu*K^2*t;radialRingsSquared=5,10",closed-form C1 fixed-window limit of exact global-smooth 2D3C NSE,G0=4*(exp(-10*theta)+exp(-20*theta))/Y0
C,A0,0.22799999999999998,0.17498719920380568,"fixedEnergy=263/90;theta=nu*K^2*t;radialRingsSquared=5,10",closed-form C1 fixed-window limit of exact global-smooth 2D3C NSE,A0=4*x*(1-x)^2/((1+x)*Y0);x=exp(-10*theta)
C,G0,0.22799999999999998,0.26382486137227196,"fixedEnergy=263/90;theta=nu*K^2*t;radialRingsSquared=5,10",closed-form C1 fixed-window limit of exact global-smooth 2D3C NSE,G0=4*(exp(-10*theta)+exp(-20*theta))/Y0
C,A0,0.23199999999999998,0.17288952449266953,"fixedEnergy=263/90;theta=nu*K^2*t;radialRingsSquared=5,10",closed-form C1 fixed-window limit of exact global-smooth 2D3C NSE,A0=4*x*(1-x)^2/((1+x)*Y0);x=exp(-10*theta)
C,G0,0.23199999999999998,0.25647212702105598,"fixedEnergy=263/90;theta=nu*K^2*t;radialRingsSquared=5,10",closed-form C1 fixed-window limit of exact global-smooth 2D3C NSE,G0=4*(exp(-10*theta)+exp(-20*theta))/Y0
C,A0,0.23599999999999999,0.17069651072623063,"fixedEnergy=263/90;theta=nu*K^2*t;radialRingsSquared=5,10",closed-form C1 fixed-window limit of exact global-smooth 2D3C NSE,A0=4*x*(1-x)^2/((1+x)*Y0);x=exp(-10*theta)
C,G0,0.23599999999999999,0.24930984685100732,"fixedEnergy=263/90;theta=nu*K^2*t;radialRingsSquared=5,10",closed-form C1 fixed-window limit of exact global-smooth 2D3C NSE,G0=4*(exp(-10*theta)+exp(-20*theta))/Y0
C,A0,0.23999999999999999,0.16841710838539475,"fixedEnergy=263/90;theta=nu*K^2*t;radialRingsSquared=5,10",closed-form C1 fixed-window limit of exact global-smooth 2D3C NSE,A0=4*x*(1-x)^2/((1+x)*Y0);x=exp(-10*theta)
C,G0,0.23999999999999999,0.24233374696584353,"fixedEnergy=263/90;theta=nu*K^2*t;radialRingsSquared=5,10",closed-form C1 fixed-window limit of exact global-smooth 2D3C NSE,G0=4*(exp(-10*theta)+exp(-20*theta))/Y0
C,A0,0.24400000000000002,0.16605993285796247,"fixedEnergy=263/90;theta=nu*K^2*t;radialRingsSquared=5,10",closed-form C1 fixed-window limit of exact global-smooth 2D3C NSE,A0=4*x*(1-x)^2/((1+x)*Y0);x=exp(-10*theta)
C,G0,0.24400000000000002,0.23553961117676325,"fixedEnergy=263/90;theta=nu*K^2*t;radialRingsSquared=5,10",closed-form C1 fixed-window limit of exact global-smooth 2D3C NSE,G0=4*(exp(-10*theta)+exp(-20*theta))/Y0
C,A0,0.24799999999999997,0.163633255983091,"fixedEnergy=263/90;theta=nu*K^2*t;radialRingsSquared=5,10",closed-form C1 fixed-window limit of exact global-smooth 2D3C NSE,A0=4*x*(1-x)^2/((1+x)*Y0);x=exp(-10*theta)
C,G0,0.24799999999999997,0.22892328340372661,"fixedEnergy=263/90;theta=nu*K^2*t;radialRingsSquared=5,10",closed-form C1 fixed-window limit of exact global-smooth 2D3C NSE,G0=4*(exp(-10*theta)+exp(-20*theta))/Y0
C,A0,0.252,0.16114500030319953,"fixedEnergy=263/90;theta=nu*K^2*t;radialRingsSquared=5,10",closed-form C1 fixed-window limit of exact global-smooth 2D3C NSE,A0=4*x*(1-x)^2/((1+x)*Y0);x=exp(-10*theta)
C,G0,0.252,0.22248066971366862,"fixedEnergy=263/90;theta=nu*K^2*t;radialRingsSquared=5,10",closed-form C1 fixed-window limit of exact global-smooth 2D3C NSE,G0=4*(exp(-10*theta)+exp(-20*theta))/Y0
C,A0,0.25600000000000001,0.15860273575878756,"fixedEnergy=263/90;theta=nu*K^2*t;radialRingsSquared=5,10",closed-form C1 fixed-window limit of exact global-smooth 2D3C NSE,A0=4*x*(1-x)^2/((1+x)*Y0);x=exp(-10*theta)
C,G0,0.25600000000000001,0.21620774002642892,"fixedEnergy=263/90;theta=nu*K^2*t;radialRingsSquared=5,10",closed-form C1 fixed-window limit of exact global-smooth 2D3C NSE,G0=4*(exp(-10*theta)+exp(-20*theta))/Y0
C,A0,0.26000000000000001,0.15601367857470791,"fixedEnergy=263/90;theta=nu*K^2*t;radialRingsSquared=5,10",closed-form C1 fixed-window limit of exact global-smooth 2D3C NSE,A0=4*x*(1-x)^2/((1+x)*Y0);x=exp(-10*theta)
C,G0,0.26000000000000001,0.2101005295173797,"fixedEnergy=263/90;theta=nu*K^2*t;radialRingsSquared=5,10",closed-form C1 fixed-window limit of exact global-smooth 2D3C NSE,G0=4*(exp(-10*theta)+exp(-20*theta))/Y0
C,A0,0.26400000000000001,0.15338469210015646,"fixedEnergy=263/90;theta=nu*K^2*t;radialRingsSquared=5,10",closed-form C1 fixed-window limit of exact global-smooth 2D3C NSE,A0=4*x*(1-x)^2/((1+x)*Y0);x=exp(-10*theta)
C,G0,0.26400000000000001,0.20415513974396221,"fixedEnergy=263/90;theta=nu*K^2*t;radialRingsSquared=5,10",closed-form C1 fixed-window limit of exact global-smooth 2D3C NSE,G0=4*(exp(-10*theta)+exp(-20*theta))/Y0
C,A0,0.26799999999999996,0.1507222893787315,"fixedEnergy=263/90;theta=nu*K^2*t;radialRingsSquared=5,10",closed-form C1 fixed-window limit of exact global-smooth 2D3C NSE,A0=4*x*(1-x)^2/((1+x)*Y0);x=exp(-10*theta)
C,G0,0.26799999999999996,0.19836773952158371,"fixedEnergy=263/90;theta=nu*K^2*t;radialRingsSquared=5,10",closed-form C1 fixed-window limit of exact global-smooth 2D3C NSE,G0=4*(exp(-10*theta)+exp(-20*theta))/Y0
C,A0,0.27199999999999996,0.14803263723918364,"fixedEnergy=263/90;theta=nu*K^2*t;radialRingsSquared=5,10",closed-form C1 fixed-window limit of exact global-smooth 2D3C NSE,A0=4*x*(1-x)^2/((1+x)*Y0);x=exp(-10*theta)
C,G0,0.27199999999999996,0.19273456557260918,"fixedEnergy=263/90;theta=nu*K^2*t;radialRingsSquared=5,10",closed-form C1 fixed-window limit of exact global-smooth 2D3C NSE,G0=4*(exp(-10*theta)+exp(-20*theta))/Y0
C,A0,0.27599999999999997,0.14532156171174213,"fixedEnergy=263/90;theta=nu*K^2*t;radialRingsSquared=5,10",closed-form C1 fixed-window limit of exact global-smooth 2D3C NSE,A0=4*x*(1-x)^2/((1+x)*Y0);x=exp(-10*theta)
C,G0,0.27599999999999997,0.18725192297051899,"fixedEnergy=263/90;theta=nu*K^2*t;radialRingsSquared=5,10",closed-form C1 fixed-window limit of exact global-smooth 2D3C NSE,G0=4*(exp(-10*theta)+exp(-20*theta))/Y0
C,A0,0.28000000000000003,0.14259455458900389,"fixedEnergy=263/90;theta=nu*K^2*t;radialRingsSquared=5,10",closed-form C1 fixed-window limit of exact global-smooth 2D3C NSE,A0=4*x*(1-x)^2/((1+x)*Y0);x=exp(-10*theta)
C,G0,0.28000000000000003,0.18191618539969306,"fixedEnergy=263/90;theta=nu*K^2*t;radialRingsSquared=5,10",closed-form C1 fixed-window limit of exact global-smooth 2D3C NSE,G0=4*(exp(-10*theta)+exp(-20*theta))/Y0
C,A0,0.28400000000000003,0.13985678096419107,"fixedEnergy=263/90;theta=nu*K^2*t;radialRingsSquared=5,10",closed-form C1 fixed-window limit of exact global-smooth 2D3C NSE,A0=4*x*(1-x)^2/((1+x)*Y0);x=exp(-10*theta)
C,G0,0.28400000000000003,0.17672379524974283,"fixedEnergy=263/90;theta=nu*K^2*t;radialRingsSquared=5,10",closed-form C1 fixed-window limit of exact global-smooth 2D3C NSE,G0=4*(exp(-10*theta)+exp(-20*theta))/Y0
C,A0,0.28799999999999998,0.13711308759301419,"fixedEnergy=263/90;theta=nu*K^2*t;radialRingsSquared=5,10",closed-form C1 fixed-window limit of exact global-smooth 2D3C NSE,A0=4*x*(1-x)^2/((1+x)*Y0);x=exp(-10*theta)
C,G0,0.28799999999999998,0.1716712635618366,"fixedEnergy=263/90;theta=nu*K^2*t;radialRingsSquared=5,10",closed-form C1 fixed-window limit of exact global-smooth 2D3C NSE,G0=4*(exp(-10*theta)+exp(-20*theta))/Y0
C,A0,0.29199999999999998,0.13436801193833872,"fixedEnergy=263/90;theta=nu*K^2*t;radialRingsSquared=5,10",closed-form C1 fixed-window limit of exact global-smooth 2D3C NSE,A0=4*x*(1-x)^2/((1+x)*Y0);x=exp(-10*theta)
C,G0,0.29199999999999998,0.16675516984306998,"fixedEnergy=263/90;theta=nu*K^2*t;radialRingsSquared=5,10",closed-form C1 fixed-window limit of exact global-smooth 2D3C NSE,G0=4*(exp(-10*theta)+exp(-20*theta))/Y0
C,A0,0.29599999999999999,0.13162579176927969,"fixedEnergy=263/90;theta=nu*K^2*t;radialRingsSquared=5,10",closed-form C1 fixed-window limit of exact global-smooth 2D3C NSE,A0=4*x*(1-x)^2/((1+x)*Y0);x=exp(-10*theta)
C,G0,0.29599999999999999,0.16197216176360582,"fixedEnergy=263/90;theta=nu*K^2*t;radialRingsSquared=5,10",closed-form C1 fixed-window limit of exact global-smooth 2D3C NSE,G0=4*(exp(-10*theta)+exp(-20*theta))/Y0
C,A0,0.29999999999999999,0.12889037519819846,"fixedEnergy=263/90;theta=nu*K^2*t;radialRingsSquared=5,10",closed-form C1 fixed-window limit of exact global-smooth 2D3C NSE,A0=4*x*(1-x)^2/((1+x)*Y0);x=exp(-10*theta)
C,G0,0.29999999999999999,0.15731895475006405,"fixedEnergy=263/90;theta=nu*K^2*t;radialRingsSquared=5,10",closed-form C1 fixed-window limit of exact global-smooth 2D3C NSE,G0=4*(exp(-10*theta)+exp(-20*theta))/Y0
C,A0,0.30399999999999999,0.12616543105030367,"fixedEnergy=263/90;theta=nu*K^2*t;radialRingsSquared=5,10",closed-form C1 fixed-window limit of exact global-smooth 2D3C NSE,A0=4*x*(1-x)^2/((1+x)*Y0);x=exp(-10*theta)
C,G0,0.30399999999999999,0.15279233148747015,"fixedEnergy=263/90;theta=nu*K^2*t;radialRingsSquared=5,10",closed-form C1 fixed-window limit of exact global-smooth 2D3C NSE,G0=4*(exp(-10*theta)+exp(-20*theta))/Y0
C,A0,0.308,0.12345435947116309,"fixedEnergy=263/90;theta=nu*K^2*t;radialRingsSquared=5,10",closed-form C1 fixed-window limit of exact global-smooth 2D3C NSE,A0=4*x*(1-x)^2/((1+x)*Y0);x=exp(-10*theta)
C,G0,0.308,0.14838914134097836,"fixedEnergy=263/90;theta=nu*K^2*t;radialRingsSquared=5,10",closed-form C1 fixed-window limit of exact global-smooth 2D3C NSE,G0=4*(exp(-10*theta)+exp(-20*theta))/Y0
C,A0,0.312,0.12076030268737746,"fixedEnergy=263/90;theta=nu*K^2*t;radialRingsSquared=5,10",closed-form C1 fixed-window limit of exact global-smooth 2D3C NSE,A0=4*x*(1-x)^2/((1+x)*Y0);x=exp(-10*theta)
C,G0,0.312,0.14410629970756164,"fixedEnergy=263/90;theta=nu*K^2*t;radialRingsSquared=5,10",closed-form C1 fixed-window limit of exact global-smooth 2D3C NSE,G0=4*(exp(-10*theta)+exp(-20*theta))/Y0
C,A0,0.316,0.11808615584497913,"fixedEnergy=263/90;theta=nu*K^2*t;radialRingsSquared=5,10",closed-form C1 fixed-window limit of exact global-smooth 2D3C NSE,A0=4*x*(1-x)^2/((1+x)*Y0);x=exp(-10*theta)
C,G0,0.316,0.13994078730691425,"fixedEnergy=263/90;theta=nu*K^2*t;radialRingsSquared=5,10",closed-form C1 fixed-window limit of exact global-smooth 2D3C NSE,G0=4*(exp(-10*theta)+exp(-20*theta))/Y0
C,A0,0.32000000000000001,0.11543457785877724,"fixedEnergy=263/90;theta=nu*K^2*t;radialRingsSquared=5,10",closed-form C1 fixed-window limit of exact global-smooth 2D3C NSE,A0=4*x*(1-x)^2/((1+x)*Y0);x=exp(-10*theta)
C,G0,0.32000000000000001,0.13588964941993145,"fixedEnergy=263/90;theta=nu*K^2*t;radialRingsSquared=5,10",closed-form C1 fixed-window limit of exact global-smooth 2D3C NSE,G0=4*(exp(-10*theta)+exp(-20*theta))/Y0
C,A0,0.32400000000000001,0.11280800221390892,"fixedEnergy=263/90;theta=nu*K^2*t;radialRingsSquared=5,10",closed-form C1 fixed-window limit of exact global-smooth 2D3C NSE,A0=4*x*(1-x)^2/((1+x)*Y0);x=exp(-10*theta)
C,G0,0.32400000000000001,0.13194999508231908,"fixedEnergy=263/90;theta=nu*K^2*t;radialRingsSquared=5,10",closed-form C1 fixed-window limit of exact global-smooth 2D3C NSE,G0=4*(exp(-10*theta)+exp(-20*theta))/Y0
