panel,row_role,series,index,x_exact,x_numeric,y_exact,y_numeric,context
A,exact-curve,Bessel response A(N),109,109,109,1/141181924,7.0830597265411964e-09,A(N)=1/(1+N^2)^2
A,exact-curve,residual L2 time norm,109,109,109,1/564727696,1.7707649316352991e-09,nu=1; ||r_N||_L2t=A(N)/4
A,asymptotic-reference,N^-4,109,109,109,1/141158161,7.0842521106519655e-09,neutral asymptotic reference
B,exact-curve,inverse response 1/A(N),109,109,109,141181924,141181924,1/A(N)=(1+N^2)^2
B,asymptotic-reference,N^4,109,109,109,141158161,141158161,neutral asymptotic reference
A,exact-curve,Bessel response A(N),110,110,110,1/146434201,6.8290057457273934e-09,A(N)=1/(1+N^2)^2
A,exact-curve,residual L2 time norm,110,110,110,1/585736804,1.7072514364318484e-09,nu=1; ||r_N||_L2t=A(N)/4
A,asymptotic-reference,N^-4,110,110,110,1/146410000,6.8301345536507067e-09,neutral asymptotic reference
B,exact-curve,inverse response 1/A(N),110,110,110,146434201,146434201,1/A(N)=(1+N^2)^2
B,asymptotic-reference,N^4,110,110,110,146410000,146410000,neutral asymptotic reference
A,exact-curve,Bessel response A(N),111,111,111,1/151831684,6.586240589941688e-09,A(N)=1/(1+N^2)^2
A,exact-curve,residual L2 time norm,111,111,111,1/607326736,1.646560147485422e-09,nu=1; ||r_N||_L2t=A(N)/4
A,asymptotic-reference,N^-4,111,111,111,1/151807041,6.5873097414500031e-09,neutral asymptotic reference
B,exact-curve,inverse response 1/A(N),111,111,111,151831684,151831684,1/A(N)=(1+N^2)^2
B,asymptotic-reference,N^4,111,111,111,151807041,151807041,neutral asymptotic reference
A,exact-curve,Bessel response A(N),112,112,112,1/157377025,6.3541676429580492e-09,A(N)=1/(1+N^2)^2
A,exact-curve,residual L2 time norm,112,112,112,1/629508100,1.5885419107395123e-09,nu=1; ||r_N||_L2t=A(N)/4
A,asymptotic-reference,N^-4,112,112,112,1/157351936,6.3551807840483135e-09,neutral asymptotic reference
B,exact-curve,inverse response 1/A(N),112,112,112,157377025,157377025,1/A(N)=(1+N^2)^2
B,asymptotic-reference,N^4,112,112,112,157351936,157351936,neutral asymptotic reference
A,exact-curve,Bessel response A(N),113,113,113,1/163072900,6.1322267525750755e-09,A(N)=1/(1+N^2)^2
A,exact-curve,residual L2 time norm,113,113,113,1/652291600,1.5330566881437689e-09,nu=1; ||r_N||_L2t=A(N)/4
A,asymptotic-reference,N^-4,113,113,113,1/163047361,6.1331872767937651e-09,neutral asymptotic reference
B,exact-curve,inverse response 1/A(N),113,113,113,163072900,163072900,1/A(N)=(1+N^2)^2
B,asymptotic-reference,N^4,113,113,113,163047361,163047361,neutral asymptotic reference
A,exact-curve,Bessel response A(N),114,114,114,1/168922009,5.9198917057634566e-09,A(N)=1/(1+N^2)^2
A,exact-curve,residual L2 time norm,114,114,114,1/675688036,1.4799729264408642e-09,nu=1; ||r_N||_L2t=A(N)/4
A,asymptotic-reference,N^-4,114,114,114,1/168896016,5.9208027737018973e-09,neutral asymptotic reference
B,exact-curve,inverse response 1/A(N),114,114,114,168922009,168922009,1/A(N)=(1+N^2)^2
B,asymptotic-reference,N^4,114,114,114,168896016,168896016,neutral asymptotic reference
A,exact-curve,Bessel response A(N),115,115,115,1/174927076,5.7166678987991546e-09,A(N)=1/(1+N^2)^2
A,exact-curve,residual L2 time norm,115,115,115,1/699708304,1.4291669746997887e-09,nu=1; ||r_N||_L2t=A(N)/4
A,asymptotic-reference,N^-4,115,115,115,1/174900625,5.7175324559303318e-09,neutral asymptotic reference
B,exact-curve,inverse response 1/A(N),115,115,115,174927076,174927076,1/A(N)=(1+N^2)^2
B,asymptotic-reference,N^4,115,115,115,174900625,174900625,neutral asymptotic reference
A,exact-curve,Bessel response A(N),116,116,116,1/181090849,5.5220901857939823e-09,A(N)=1/(1+N^2)^2
A,exact-curve,residual L2 time norm,116,116,116,1/724363396,1.3805225464484956e-09,nu=1; ||r_N||_L2t=A(N)/4
A,asymptotic-reference,N^-4,116,116,116,1/181063936,5.5229109788047465e-09,neutral asymptotic reference
B,exact-curve,inverse response 1/A(N),116,116,116,181090849,181090849,1/A(N)=(1+N^2)^2
B,asymptotic-reference,N^4,116,116,116,181063936,181063936,neutral asymptotic reference
A,exact-curve,Bessel response A(N),117,117,117,1/187416100,5.3357208905745021e-09,A(N)=1/(1+N^2)^2
A,exact-curve,residual L2 time norm,117,117,117,1/749664400,1.3339302226436255e-09,nu=1; ||r_N||_L2t=A(N)/4
A,asymptotic-reference,N^-4,117,117,117,1/187388721,5.3365004823315914e-09,neutral asymptotic reference
B,exact-curve,inverse response 1/A(N),117,117,117,187416100,187416100,1/A(N)=(1+N^2)^2
B,asymptotic-reference,N^4,117,117,117,187388721,187388721,neutral asymptotic reference
A,exact-curve,Bessel response A(N),118,118,118,1/193905625,5.1571479682448617e-09,A(N)=1/(1+N^2)^2
A,exact-curve,residual L2 time norm,118,118,118,1/775622500,1.2892869920612154e-09,nu=1; ||r_N||_L2t=A(N)/4
A,asymptotic-reference,N^-4,118,118,118,1/193877776,5.1578887515194107e-09,neutral asymptotic reference
B,exact-curve,inverse response 1/A(N),118,118,118,193905625,193905625,1/A(N)=(1+N^2)^2
B,asymptotic-reference,N^4,118,118,118,193877776,193877776,neutral asymptotic reference
A,exact-curve,Bessel response A(N),119,119,119,1/200562244,4.9859833040160839e-09,A(N)=1/(1+N^2)^2
A,exact-curve,residual L2 time norm,119,119,119,1/802248976,1.246495826004021e-09,nu=1; ||r_N||_L2t=A(N)/4
A,asymptotic-reference,N^-4,119,119,119,1/200533921,4.9866875140789771e-09,neutral asymptotic reference
B,exact-curve,inverse response 1/A(N),119,119,119,200562244,200562244,1/A(N)=(1+N^2)^2
B,asymptotic-reference,N^4,119,119,119,200533921,200533921,neutral asymptotic reference
A,exact-curve,Bessel response A(N),120,120,120,1/207388801,4.8218611380081225e-09,A(N)=1/(1+N^2)^2
A,exact-curve,residual L2 time norm,120,120,120,1/829555204,1.2054652845020306e-09,nu=1; ||r_N||_L2t=A(N)/4
A,asymptotic-reference,N^-4,120,120,120,1/207360000,4.8225308641975309e-09,neutral asymptotic reference
B,exact-curve,inverse response 1/A(N),120,120,120,207388801,207388801,1/A(N)=(1+N^2)^2
B,asymptotic-reference,N^4,120,120,120,207360000,207360000,neutral asymptotic reference
A,exact-curve,Bessel response A(N),121,121,121,1/214388164,4.6644366057447088e-09,A(N)=1/(1+N^2)^2
A,exact-curve,residual L2 time norm,121,121,121,1/857552656,1.1661091514361772e-09,nu=1; ||r_N||_L2t=A(N)/4
A,asymptotic-reference,N^-4,121,121,121,1/214358881,4.6650738020973341e-09,neutral asymptotic reference
B,exact-curve,inverse response 1/A(N),121,121,121,214388164,214388164,1/A(N)=(1+N^2)^2
B,asymptotic-reference,N^4,121,121,121,214358881,214358881,neutral asymptotic reference
A,exact-curve,Bessel response A(N),122,122,122,1/221563225,4.5133843849763426e-09,A(N)=1/(1+N^2)^2
A,exact-curve,residual L2 time norm,122,122,122,1/886252900,1.1283460962440857e-09,nu=1; ||r_N||_L2t=A(N)/4
A,asymptotic-reference,N^-4,122,122,122,1/221533456,4.5139908800050498e-09,neutral asymptotic reference
B,exact-curve,inverse response 1/A(N),122,122,122,221563225,221563225,1/A(N)=(1+N^2)^2
B,asymptotic-reference,N^4,122,122,122,221533456,221533456,neutral asymptotic reference
A,exact-curve,Bessel response A(N),123,123,123,1/228916900,4.3683974402938362e-09,A(N)=1/(1+N^2)^2
A,exact-curve,residual L2 time norm,123,123,123,1/915667600,1.092099360073459e-09,nu=1; ||r_N||_L2t=A(N)/4
A,asymptotic-reference,N^-4,123,123,123,1/228886641,4.3689749459864721e-09,neutral asymptotic reference
B,exact-curve,inverse response 1/A(N),123,123,123,228916900,228916900,1/A(N)=(1+N^2)^2
B,asymptotic-reference,N^4,123,123,123,228886641,228886641,neutral asymptotic reference
A,exact-curve,Bessel response A(N),124,124,124,1/236452129,4.2291858577429009e-09,A(N)=1/(1+N^2)^2
A,exact-curve,residual L2 time norm,124,124,124,1/945808516,1.0572964644357252e-09,nu=1; ||r_N||_L2t=A(N)/4
A,asymptotic-reference,N^-4,124,124,124,1/236421376,4.229735977849989e-09,neutral asymptotic reference
B,exact-curve,inverse response 1/A(N),124,124,124,236452129,236452129,1/A(N)=(1+N^2)^2
B,asymptotic-reference,N^4,124,124,124,236421376,236421376,neutral asymptotic reference
A,exact-curve,Bessel response A(N),125,125,125,1/244171876,4.0954757623273534e-09,A(N)=1/(1+N^2)^2
A,exact-curve,residual L2 time norm,125,125,125,1/976687504,1.0238689405818384e-09,nu=1; ||r_N||_L2t=A(N)/4
A,asymptotic-reference,N^-4,125,125,125,1/244140625,4.0959999999999999e-09,neutral asymptotic reference
B,exact-curve,inverse response 1/A(N),125,125,125,244171876,244171876,1/A(N)=(1+N^2)^2
B,asymptotic-reference,N^4,125,125,125,244140625,244140625,neutral asymptotic reference
A,exact-curve,Bessel response A(N),126,126,126,1/252079129,3.9670083119019348e-09,A(N)=1/(1+N^2)^2
A,exact-curve,residual L2 time norm,126,126,126,1/1008316516,9.917520779754837e-10,nu=1; ||r_N||_L2t=A(N)/4
A,asymptotic-reference,N^-4,126,126,126,1/252047376,3.9675080767355419e-09,neutral asymptotic reference
B,exact-curve,inverse response 1/A(N),126,126,126,252079129,252079129,1/A(N)=(1+N^2)^2
B,asymptotic-reference,N^4,126,126,126,252047376,252047376,neutral asymptotic reference
A,exact-curve,Bessel response A(N),127,127,127,1/260176900,3.843538761511879e-09,A(N)=1/(1+N^2)^2
A,exact-curve,residual L2 time norm,127,127,127,1/1040707600,9.6088469037796974e-10,nu=1; ||r_N||_L2t=A(N)/4
A,asymptotic-reference,N^-4,127,127,127,1/260144641,3.8440153760461278e-09,neutral asymptotic reference
B,exact-curve,inverse response 1/A(N),127,127,127,260176900,260176900,1/A(N)=(1+N^2)^2
B,asymptotic-reference,N^4,127,127,127,260144641,260144641,neutral asymptotic reference
A,exact-curve,Bessel response A(N),128,128,128,1/268468225,3.7248355927410033e-09,A(N)=1/(1+N^2)^2
A,exact-curve,residual L2 time norm,128,128,128,1/1073872900,9.3120889818525083e-10,nu=1; ||r_N||_L2t=A(N)/4
A,asymptotic-reference,N^-4,128,128,128,1/268435456,3.7252902984619141e-09,neutral asymptotic reference
B,exact-curve,inverse response 1/A(N),128,128,128,268468225,268468225,1/A(N)=(1+N^2)^2
B,asymptotic-reference,N^4,128,128,128,268435456,268435456,neutral asymptotic reference
C,feasible-boundary,ordered lower boundary,0,0,0,0,0,y=2x from lambda_2>=lambda_3
C,feasible-boundary,ordered upper boundary,0,0,0,1/2,0.5,y=(1+x)/2 from lambda_1>=lambda_2
C,feasible-boundary,ordered lower boundary,1,1/600,0.0016666666666666668,1/300,0.0033333333333333335,y=2x from lambda_2>=lambda_3
C,feasible-boundary,ordered upper boundary,1,1/600,0.0016666666666666668,601/1200,0.50083333333333335,y=(1+x)/2 from lambda_1>=lambda_2
C,feasible-boundary,ordered lower boundary,2,1/300,0.0033333333333333335,1/150,0.0066666666666666671,y=2x from lambda_2>=lambda_3
C,feasible-boundary,ordered upper boundary,2,1/300,0.0033333333333333335,301/600,0.50166666666666671,y=(1+x)/2 from lambda_1>=lambda_2
C,feasible-boundary,ordered lower boundary,3,1/200,0.0050000000000000001,1/100,0.01,y=2x from lambda_2>=lambda_3
C,feasible-boundary,ordered upper boundary,3,1/200,0.0050000000000000001,201/400,0.50249999999999995,y=(1+x)/2 from lambda_1>=lambda_2
C,feasible-boundary,ordered lower boundary,4,1/150,0.0066666666666666671,1/75,0.013333333333333334,y=2x from lambda_2>=lambda_3
C,feasible-boundary,ordered upper boundary,4,1/150,0.0066666666666666671,151/300,0.5033333333333333,y=(1+x)/2 from lambda_1>=lambda_2
C,feasible-boundary,ordered lower boundary,5,1/120,0.0083333333333333332,1/60,0.016666666666666666,y=2x from lambda_2>=lambda_3
C,feasible-boundary,ordered upper boundary,5,1/120,0.0083333333333333332,121/240,0.50416666666666665,y=(1+x)/2 from lambda_1>=lambda_2
C,feasible-boundary,ordered lower boundary,6,1/100,0.01,1/50,0.02,y=2x from lambda_2>=lambda_3
C,feasible-boundary,ordered upper boundary,6,1/100,0.01,101/200,0.505,y=(1+x)/2 from lambda_1>=lambda_2
C,feasible-boundary,ordered lower boundary,7,7/600,0.011666666666666667,7/300,0.023333333333333334,y=2x from lambda_2>=lambda_3
C,feasible-boundary,ordered upper boundary,7,7/600,0.011666666666666667,607/1200,0.50583333333333336,y=(1+x)/2 from lambda_1>=lambda_2
C,feasible-boundary,ordered lower boundary,8,1/75,0.013333333333333334,2/75,0.026666666666666668,y=2x from lambda_2>=lambda_3
C,feasible-boundary,ordered upper boundary,8,1/75,0.013333333333333334,38/75,0.50666666666666671,y=(1+x)/2 from lambda_1>=lambda_2
C,feasible-boundary,ordered lower boundary,9,3/200,0.014999999999999999,3/100,0.029999999999999999,y=2x from lambda_2>=lambda_3
C,feasible-boundary,ordered upper boundary,9,3/200,0.014999999999999999,203/400,0.50749999999999995,y=(1+x)/2 from lambda_1>=lambda_2
C,feasible-boundary,ordered lower boundary,10,1/60,0.016666666666666666,1/30,0.033333333333333333,y=2x from lambda_2>=lambda_3
C,feasible-boundary,ordered upper boundary,10,1/60,0.016666666666666666,61/120,0.5083333333333333,y=(1+x)/2 from lambda_1>=lambda_2
C,feasible-boundary,ordered lower boundary,11,11/600,0.018333333333333333,11/300,0.036666666666666667,y=2x from lambda_2>=lambda_3
C,feasible-boundary,ordered upper boundary,11,11/600,0.018333333333333333,611/1200,0.50916666666666666,y=(1+x)/2 from lambda_1>=lambda_2
C,feasible-boundary,ordered lower boundary,12,1/50,0.02,1/25,0.040000000000000001,y=2x from lambda_2>=lambda_3
C,feasible-boundary,ordered upper boundary,12,1/50,0.02,51/100,0.51000000000000001,y=(1+x)/2 from lambda_1>=lambda_2
C,feasible-boundary,ordered lower boundary,13,13/600,0.021666666666666667,13/300,0.043333333333333335,y=2x from lambda_2>=lambda_3
C,feasible-boundary,ordered upper boundary,13,13/600,0.021666666666666667,613/1200,0.51083333333333336,y=(1+x)/2 from lambda_1>=lambda_2
C,feasible-boundary,ordered lower boundary,14,7/300,0.023333333333333334,7/150,0.046666666666666669,y=2x from lambda_2>=lambda_3
C,feasible-boundary,ordered upper boundary,14,7/300,0.023333333333333334,307/600,0.51166666666666671,y=(1+x)/2 from lambda_1>=lambda_2
C,feasible-boundary,ordered lower boundary,15,1/40,0.025000000000000001,1/20,0.050000000000000003,y=2x from lambda_2>=lambda_3
C,feasible-boundary,ordered upper boundary,15,1/40,0.025000000000000001,41/80,0.51249999999999996,y=(1+x)/2 from lambda_1>=lambda_2
C,feasible-boundary,ordered lower boundary,16,2/75,0.026666666666666668,4/75,0.053333333333333337,y=2x from lambda_2>=lambda_3
C,feasible-boundary,ordered upper boundary,16,2/75,0.026666666666666668,77/150,0.51333333333333331,y=(1+x)/2 from lambda_1>=lambda_2
C,feasible-boundary,ordered lower boundary,17,17/600,0.028333333333333332,17/300,0.056666666666666664,y=2x from lambda_2>=lambda_3
C,feasible-boundary,ordered upper boundary,17,17/600,0.028333333333333332,617/1200,0.51416666666666666,y=(1+x)/2 from lambda_1>=lambda_2
C,feasible-boundary,ordered lower boundary,18,3/100,0.029999999999999999,3/50,0.059999999999999998,y=2x from lambda_2>=lambda_3
C,feasible-boundary,ordered upper boundary,18,3/100,0.029999999999999999,103/200,0.51500000000000001,y=(1+x)/2 from lambda_1>=lambda_2
C,feasible-boundary,ordered lower boundary,19,19/600,0.031666666666666669,19/300,0.063333333333333339,y=2x from lambda_2>=lambda_3
C,feasible-boundary,ordered upper boundary,19,19/600,0.031666666666666669,619/1200,0.51583333333333337,y=(1+x)/2 from lambda_1>=lambda_2
C,feasible-boundary,ordered lower boundary,20,1/30,0.033333333333333333,1/15,0.066666666666666666,y=2x from lambda_2>=lambda_3
C,feasible-boundary,ordered upper boundary,20,1/30,0.033333333333333333,31/60,0.51666666666666672,y=(1+x)/2 from lambda_1>=lambda_2
C,feasible-boundary,ordered lower boundary,21,7/200,0.035000000000000003,7/100,0.070000000000000007,y=2x from lambda_2>=lambda_3
C,feasible-boundary,ordered upper boundary,21,7/200,0.035000000000000003,207/400,0.51749999999999996,y=(1+x)/2 from lambda_1>=lambda_2
C,feasible-boundary,ordered lower boundary,22,11/300,0.036666666666666667,11/150,0.073333333333333334,y=2x from lambda_2>=lambda_3
C,feasible-boundary,ordered upper boundary,22,11/300,0.036666666666666667,311/600,0.51833333333333331,y=(1+x)/2 from lambda_1>=lambda_2
C,feasible-boundary,ordered lower boundary,23,23/600,0.03833333333333333,23/300,0.076666666666666661,y=2x from lambda_2>=lambda_3
C,feasible-boundary,ordered upper boundary,23,23/600,0.03833333333333333,623/1200,0.51916666666666667,y=(1+x)/2 from lambda_1>=lambda_2
C,feasible-boundary,ordered lower boundary,24,1/25,0.040000000000000001,2/25,0.080000000000000002,y=2x from lambda_2>=lambda_3
C,feasible-boundary,ordered upper boundary,24,1/25,0.040000000000000001,13/25,0.52000000000000002,y=(1+x)/2 from lambda_1>=lambda_2
C,feasible-boundary,ordered lower boundary,25,1/24,0.041666666666666664,1/12,0.083333333333333329,y=2x from lambda_2>=lambda_3
C,feasible-boundary,ordered upper boundary,25,1/24,0.041666666666666664,25/48,0.52083333333333337,y=(1+x)/2 from lambda_1>=lambda_2
C,feasible-boundary,ordered lower boundary,26,13/300,0.043333333333333335,13/150,0.08666666666666667,y=2x from lambda_2>=lambda_3
C,feasible-boundary,ordered upper boundary,26,13/300,0.043333333333333335,313/600,0.52166666666666661,y=(1+x)/2 from lambda_1>=lambda_2
C,feasible-boundary,ordered lower boundary,27,9/200,0.044999999999999998,9/100,0.089999999999999997,y=2x from lambda_2>=lambda_3
C,feasible-boundary,ordered upper boundary,27,9/200,0.044999999999999998,209/400,0.52249999999999996,y=(1+x)/2 from lambda_1>=lambda_2
C,feasible-boundary,ordered lower boundary,28,7/150,0.046666666666666669,7/75,0.093333333333333338,y=2x from lambda_2>=lambda_3
C,feasible-boundary,ordered upper boundary,28,7/150,0.046666666666666669,157/300,0.52333333333333332,y=(1+x)/2 from lambda_1>=lambda_2
C,feasible-boundary,ordered lower boundary,29,29/600,0.048333333333333332,29/300,0.096666666666666665,y=2x from lambda_2>=lambda_3
C,feasible-boundary,ordered upper boundary,29,29/600,0.048333333333333332,629/1200,0.52416666666666667,y=(1+x)/2 from lambda_1>=lambda_2
C,feasible-boundary,ordered lower boundary,30,1/20,0.050000000000000003,1/10,0.10000000000000001,y=2x from lambda_2>=lambda_3
C,feasible-boundary,ordered upper boundary,30,1/20,0.050000000000000003,21/40,0.52500000000000002,y=(1+x)/2 from lambda_1>=lambda_2
C,feasible-boundary,ordered lower boundary,31,31/600,0.051666666666666666,31/300,0.10333333333333333,y=2x from lambda_2>=lambda_3
C,feasible-boundary,ordered upper boundary,31,31/600,0.051666666666666666,631/1200,0.52583333333333337,y=(1+x)/2 from lambda_1>=lambda_2
C,feasible-boundary,ordered lower boundary,32,4/75,0.053333333333333337,8/75,0.10666666666666667,y=2x from lambda_2>=lambda_3
C,feasible-boundary,ordered upper boundary,32,4/75,0.053333333333333337,79/150,0.52666666666666662,y=(1+x)/2 from lambda_1>=lambda_2
C,feasible-boundary,ordered lower boundary,33,11/200,0.055,11/100,0.11,y=2x from lambda_2>=lambda_3
C,feasible-boundary,ordered upper boundary,33,11/200,0.055,211/400,0.52749999999999997,y=(1+x)/2 from lambda_1>=lambda_2
C,feasible-boundary,ordered lower boundary,34,17/300,0.056666666666666664,17/150,0.11333333333333333,y=2x from lambda_2>=lambda_3
C,feasible-boundary,ordered upper boundary,34,17/300,0.056666666666666664,317/600,0.52833333333333332,y=(1+x)/2 from lambda_1>=lambda_2
C,feasible-boundary,ordered lower boundary,35,7/120,0.058333333333333334,7/60,0.11666666666666667,y=2x from lambda_2>=lambda_3
C,feasible-boundary,ordered upper boundary,35,7/120,0.058333333333333334,127/240,0.52916666666666667,y=(1+x)/2 from lambda_1>=lambda_2
C,feasible-boundary,ordered lower boundary,36,3/50,0.059999999999999998,3/25,0.12,y=2x from lambda_2>=lambda_3
C,feasible-boundary,ordered upper boundary,36,3/50,0.059999999999999998,53/100,0.53000000000000003,y=(1+x)/2 from lambda_1>=lambda_2
C,feasible-boundary,ordered lower boundary,37,37/600,0.061666666666666668,37/300,0.12333333333333334,y=2x from lambda_2>=lambda_3
C,feasible-boundary,ordered upper boundary,37,37/600,0.061666666666666668,637/1200,0.53083333333333338,y=(1+x)/2 from lambda_1>=lambda_2
C,feasible-boundary,ordered lower boundary,38,19/300,0.063333333333333339,19/150,0.12666666666666668,y=2x from lambda_2>=lambda_3
C,feasible-boundary,ordered upper boundary,38,19/300,0.063333333333333339,319/600,0.53166666666666662,y=(1+x)/2 from lambda_1>=lambda_2
C,feasible-boundary,ordered lower boundary,39,13/200,0.065000000000000002,13/100,0.13,y=2x from lambda_2>=lambda_3
C,feasible-boundary,ordered upper boundary,39,13/200,0.065000000000000002,213/400,0.53249999999999997,y=(1+x)/2 from lambda_1>=lambda_2
C,feasible-boundary,ordered lower boundary,40,1/15,0.066666666666666666,2/15,0.13333333333333333,y=2x from lambda_2>=lambda_3
C,feasible-boundary,ordered upper boundary,40,1/15,0.066666666666666666,8/15,0.53333333333333333,y=(1+x)/2 from lambda_1>=lambda_2
C,feasible-boundary,ordered lower boundary,41,41/600,0.068333333333333329,41/300,0.13666666666666666,y=2x from lambda_2>=lambda_3
C,feasible-boundary,ordered upper boundary,41,41/600,0.068333333333333329,641/1200,0.53416666666666668,y=(1+x)/2 from lambda_1>=lambda_2
C,feasible-boundary,ordered lower boundary,42,7/100,0.070000000000000007,7/50,0.14000000000000001,y=2x from lambda_2>=lambda_3
C,feasible-boundary,ordered upper boundary,42,7/100,0.070000000000000007,107/200,0.53500000000000003,y=(1+x)/2 from lambda_1>=lambda_2
C,feasible-boundary,ordered lower boundary,43,43/600,0.07166666666666667,43/300,0.14333333333333334,y=2x from lambda_2>=lambda_3
C,feasible-boundary,ordered upper boundary,43,43/600,0.07166666666666667,643/1200,0.53583333333333338,y=(1+x)/2 from lambda_1>=lambda_2
C,feasible-boundary,ordered lower boundary,44,11/150,0.073333333333333334,11/75,0.14666666666666667,y=2x from lambda_2>=lambda_3
C,feasible-boundary,ordered upper boundary,44,11/150,0.073333333333333334,161/300,0.53666666666666663,y=(1+x)/2 from lambda_1>=lambda_2
C,feasible-boundary,ordered lower boundary,45,3/40,0.074999999999999997,3/20,0.14999999999999999,y=2x from lambda_2>=lambda_3
C,feasible-boundary,ordered upper boundary,45,3/40,0.074999999999999997,43/80,0.53749999999999998,y=(1+x)/2 from lambda_1>=lambda_2
C,feasible-boundary,ordered lower boundary,46,23/300,0.076666666666666661,23/150,0.15333333333333332,y=2x from lambda_2>=lambda_3
C,feasible-boundary,ordered upper boundary,46,23/300,0.076666666666666661,323/600,0.53833333333333333,y=(1+x)/2 from lambda_1>=lambda_2
C,feasible-boundary,ordered lower boundary,47,47/600,0.078333333333333338,47/300,0.15666666666666668,y=2x from lambda_2>=lambda_3
C,feasible-boundary,ordered upper boundary,47,47/600,0.078333333333333338,647/1200,0.53916666666666668,y=(1+x)/2 from lambda_1>=lambda_2
C,feasible-boundary,ordered lower boundary,48,2/25,0.080000000000000002,4/25,0.16,y=2x from lambda_2>=lambda_3
C,feasible-boundary,ordered upper boundary,48,2/25,0.080000000000000002,27/50,0.54000000000000004,y=(1+x)/2 from lambda_1>=lambda_2
C,feasible-boundary,ordered lower boundary,49,49/600,0.081666666666666665,49/300,0.16333333333333333,y=2x from lambda_2>=lambda_3
C,feasible-boundary,ordered upper boundary,49,49/600,0.081666666666666665,649/1200,0.54083333333333339,y=(1+x)/2 from lambda_1>=lambda_2
C,feasible-boundary,ordered lower boundary,50,1/12,0.083333333333333329,1/6,0.16666666666666666,y=2x from lambda_2>=lambda_3
C,feasible-boundary,ordered upper boundary,50,1/12,0.083333333333333329,13/24,0.54166666666666663,y=(1+x)/2 from lambda_1>=lambda_2
C,feasible-boundary,ordered lower boundary,51,17/200,0.085000000000000006,17/100,0.17000000000000001,y=2x from lambda_2>=lambda_3
C,feasible-boundary,ordered upper boundary,51,17/200,0.085000000000000006,217/400,0.54249999999999998,y=(1+x)/2 from lambda_1>=lambda_2
C,feasible-boundary,ordered lower boundary,52,13/150,0.08666666666666667,13/75,0.17333333333333334,y=2x from lambda_2>=lambda_3
C,feasible-boundary,ordered upper boundary,52,13/150,0.08666666666666667,163/300,0.54333333333333333,y=(1+x)/2 from lambda_1>=lambda_2
C,feasible-boundary,ordered lower boundary,53,53/600,0.088333333333333333,53/300,0.17666666666666667,y=2x from lambda_2>=lambda_3
C,feasible-boundary,ordered upper boundary,53,53/600,0.088333333333333333,653/1200,0.54416666666666669,y=(1+x)/2 from lambda_1>=lambda_2
C,feasible-boundary,ordered lower boundary,54,9/100,0.089999999999999997,9/50,0.17999999999999999,y=2x from lambda_2>=lambda_3
C,feasible-boundary,ordered upper boundary,54,9/100,0.089999999999999997,109/200,0.54500000000000004,y=(1+x)/2 from lambda_1>=lambda_2
C,feasible-boundary,ordered lower boundary,55,11/120,0.09166666666666666,11/60,0.18333333333333332,y=2x from lambda_2>=lambda_3
C,feasible-boundary,ordered upper boundary,55,11/120,0.09166666666666666,131/240,0.54583333333333328,y=(1+x)/2 from lambda_1>=lambda_2
C,feasible-boundary,ordered lower boundary,56,7/75,0.093333333333333338,14/75,0.18666666666666668,y=2x from lambda_2>=lambda_3
C,feasible-boundary,ordered upper boundary,56,7/75,0.093333333333333338,41/75,0.54666666666666663,y=(1+x)/2 from lambda_1>=lambda_2
C,feasible-boundary,ordered lower boundary,57,19/200,0.095000000000000001,19/100,0.19,y=2x from lambda_2>=lambda_3
C,feasible-boundary,ordered upper boundary,57,19/200,0.095000000000000001,219/400,0.54749999999999999,y=(1+x)/2 from lambda_1>=lambda_2
C,feasible-boundary,ordered lower boundary,58,29/300,0.096666666666666665,29/150,0.19333333333333333,y=2x from lambda_2>=lambda_3
C,feasible-boundary,ordered upper boundary,58,29/300,0.096666666666666665,329/600,0.54833333333333334,y=(1+x)/2 from lambda_1>=lambda_2
C,feasible-boundary,ordered lower boundary,59,59/600,0.098333333333333328,59/300,0.19666666666666666,y=2x from lambda_2>=lambda_3
C,feasible-boundary,ordered upper boundary,59,59/600,0.098333333333333328,659/1200,0.54916666666666669,y=(1+x)/2 from lambda_1>=lambda_2
C,feasible-boundary,ordered lower boundary,60,1/10,0.10000000000000001,1/5,0.20000000000000001,y=2x from lambda_2>=lambda_3
C,feasible-boundary,ordered upper boundary,60,1/10,0.10000000000000001,11/20,0.55000000000000004,y=(1+x)/2 from lambda_1>=lambda_2
C,feasible-boundary,ordered lower boundary,61,61/600,0.10166666666666667,61/300,0.20333333333333334,y=2x from lambda_2>=lambda_3
C,feasible-boundary,ordered upper boundary,61,61/600,0.10166666666666667,661/1200,0.55083333333333329,y=(1+x)/2 from lambda_1>=lambda_2
C,feasible-boundary,ordered lower boundary,62,31/300,0.10333333333333333,31/150,0.20666666666666667,y=2x from lambda_2>=lambda_3
C,feasible-boundary,ordered upper boundary,62,31/300,0.10333333333333333,331/600,0.55166666666666664,y=(1+x)/2 from lambda_1>=lambda_2
C,feasible-boundary,ordered lower boundary,63,21/200,0.105,21/100,0.20999999999999999,y=2x from lambda_2>=lambda_3
C,feasible-boundary,ordered upper boundary,63,21/200,0.105,221/400,0.55249999999999999,y=(1+x)/2 from lambda_1>=lambda_2
C,feasible-boundary,ordered lower boundary,64,8/75,0.10666666666666667,16/75,0.21333333333333335,y=2x from lambda_2>=lambda_3
