degree,exact,decimal
242,72799349661537073810475959466634830927955636840932326090172743753671318231860377402928781765150446175298137164831989812745476679520218209647664298521457243835750581229425171474437353163135783291750215935532725809491530488364665389120822663769183717085601344953464986213811475881803292034827765575979384659749461159/21085593208762407653762125190478811832635117009866250261341080667076573221599224812545994114084517299051595594459585416186891894267493668467258002986083645634460953053844146913204938295548540995405771761233095142241027503653699214633017374437351893597263028661246991174397285617716526494095257318461058048000000000,3.45256350821016052
243,8054203105851419639932403365770417692994501113831195233171113332737699538791335300564386763705939012347977892313251332387898905983295393228131731153713026871035044184503196181710698184479141252657425993666186463854373012734688764904178364016308608015771550431430688588853041434198482420893083347818364506534738351/2333202357805442456429096614584303824187333478000746485251276415835633616656155649124888237589599079273198963813086269189404590037829660616861653736914605506876794988125415433468493400787721500177501950717150902799418681245631097366799361963346665866729608109749324126293618253080658167156402501631264768000000000,3.45199509974223647
244,1948832859639402212906000088987850174971102160236092565499546563350793500092692603449987184194006122817255656596564262582414866249551931202839644933207091996113847696327617638126675003798260301438408200271629859372847945019528063764639128043772135737982181997136770016242066360505531033356304564316637660194627043293/564644532893662178728203795059789166042778092387156062326240250322452169794792356250719366973066541114766908254913652087562096873540178810512556522586354674490032242843514983323283060750467896983529970032364933030339646347841273231197276740055972429362773070789294427596360099287540098821386931634526857728000000000,3.4514331514946592
245,13583944826573961677474566401005206333496968065381128074436150640775248934337794844627949797213973514607938640709858895546660498763339998397307233903726519501979379219050097222335691265320871821464671088131083920117741840903415232165955128590864261209693391433932126684799097833629255977409835870917397917280228258251/3936379029315816331705192171273958757555367272641887977360074887962237983712266712147872158326521029485803588977112317410432903918394389421858965471744872587873367635823361598025173337803261910399466076797058390268653534539236304811775300702104493507557617979216795438100338977890279546069097466252130093875200000000,3.450873182030693
246,13526554984826967679646793341162455163004258609766343124849116421786233241360433544009722262939147344501244659226448519723407241941435171223456764502186803649291247629604043208708613990899460143419946066625090045313397146777447430641421854720350343277699078083503829865732601519658852887600097477158249552247998591051/3920377488546239842551919032366341039028719438200254286395196534759139455323192457220441783699177448065129590647937064087626266097587908164046530652754039772475508417791559315106371820169915317267760930143411811446423235618345100320670523056973987436388684572797214968839768494240319060109466988747040134144000000000,3.45031952263426161
247,255923110664931820466317400410180993820174659524749978828889096128481580716454043499122880286684350494312835535017845735507125694002051865712029258337496701911405183834071456059018362175707414172604652559181955082965692021383134274695502068474239334959027965267262381457180973096097808797016534920842954308853512701969/74185604783259615482136313997086145815466537061327888804093719042365254308423488036632975291538280940309375330722501366581235496923586569873495887736730291079151928521286430116628266750907628311374552985790715816601547381700991898375765282462738531488585877300624221718044849967932191445148375325520913307648000000000,3.44976780081035694
248,8220995269006101697163196461422201275344327162114253429997142269213715088986112317136654747870284288608582518145003048399654665943991135582908464078962541598404349300175326864701254307814138157460392200264136030394319570471618654526269402238555891299862734406916485293903801160149932076613350163027500963703845165999/2383434492906493889709634437731565818993266734410508394200201431251849351480307172873093769122002522405881335417333225487196301735188070077881566632540632400695958161388885046671069444260429785758261522826522737604134001467240504539387880432920969989292496318061158007850816589760568585711712890921392506112000000000,3.44922224356204492
249,253787348160105051691096723169725558298330594769447779673639187976481752123157101697584062049507695629484310990561887080357051490025562287607705948314630376333391988164651163505140459163146623653828110487497391493676731333891041873737654883338047886312420613811370446598588003911610905995997569863747873207618380477969/73589736471747490056576986173816377575984878129108387689201400013912521342090769257222268662690583904644239785897421034319538826265565794211861382614346915247190868854448788107659365009936482702447849748957055448596715675823875497585598493045367137661368320053229649656052521855739965007837946608046849746944000000000,3.44867858383402253
250,252732792521853651861379894902419544186317657702595758426098976470255841291980886030115612131306355129064710249926408096398746432984627041678012928900437746098818327978908796062966728476559590935790935304522310203692746506888667324889549053012847312535247053446327295255879192856467110163491106174756514107133182727313/73295377525860500096350678229121112065680938616591954138444594413856871256722406180193379588039821569025662826753831350182260670960503531035013937083889527586202105379030992955228727549896736771638058349961227226802328813120579995595256099073185669110722846773016731057428311768317005147806594821614662347956224000000,3.44814094767003557
251,63173380625501122811889865500061668132360358512673354689408991390515829891376745927286661315461513508818403877397945172975591003779574242497148151836174753941273139140410812192301325157448124733045011206971726345836424994962571419457795202593319354718848029131632334920530186727152490503757316578179646356055661562320043/18323844381465125024087669557280278016420234654147988534611148603464217814180601545048344897009955392256415706688457837545565167740125882758753484270972381896550526344757748238807181887474184192909514587490306806700582203280144998898814024768296417277680711693254182764357077942079251286951648705403665586989056000000000,3.44760517009203885
252,3963583267672791999727479491935091892369128353564480869934317538530329614966208085957213769760977769223884255029330188908457690507257926175154628779155714777419011470879886670424058360523629922158276126774104155773604350659474082880355381997745811279608913112257049001494355925047994722125002101291942734657489005718374653043/1149839486067649879969362558390206006442203539940239420011620159781266451644084172868401924567411008399024436230980010269941452120363941887542624182148564638880990108221296853551848840433662820090121327222800323814939635819849032476117737206274952733383737269301838884335921933034375644812061293025290556536191574528000000000,3.44707527937477507
253,3947312134907265639194987363504579791851442421341559002157277718058021499969634222728968867321520561469804061681681979993788939434286877662917437433854815758776616318561908058126064467689417088082631429714757844461702114225806468108188895617254629200532669496380996519253525000471384139788057517972488890116912165914573861043/1145294665964615690720471797289849460962194830296206853134103874564739706775925737402518913007856024176103391028486018134487138080362503382058265983800151339913081056410145482589193311420091030287393574941287279056777819077478087683722014924827225647481034750450843473725898526184437401156677651550882293466878564352000000000,3.44654720938796316
254,3931175685721800908074898024445327555131580769470749975890698949449577557735457716019684733931445451489202388867539250047518597037409100411981494254924887833291116557191885134654521708801208107200374875184480870594598293465241981382923899520745526449875869627764963147341595459365998938264749933272133181634044658534638965043/1140785631846644762804249467379259502454469653798977692294993229389287975646886659696209783429084937466748653268531348771752936749337454156144650763391489326763816957762861445256164991296389884498860529370652289769152709553551008598353030614099559404774416503401824404931702075293947490128501755284933937980788491264000000000,3.44602489370261184
255,3915167824007360885320664238296722746101506988734151932578158278941275845493306324192161264260640246433397149687190033048439655468234341835968216073159759665758483471714309297180361487540475993801464017813151046519441410458237687504037653032589685779920360042947586919378154944172916175583944558231565827233751157200854987443/1136311962702148116675605351820909465189942321823295426835012863783839787507094947305244254866617937711977089922380245443236258566006719041806828603535052113717684342242222772921827089369737375147884605726061496475940345986674337976398705003848188583579222713192405485696675792645735931343684101342640079400471673651200000000,3.44550436193340583
256,1949645695662619763968092868642548516134406249014966049458705941527000135448149000936043872413397640007335048324767737913252983868095390184419032302674292271393919124771240302826904015910505992762933379859412368210485801574020813105801845790647564152055703019092252044574373791318437766847619929090530482778580466706431620459/565936622048921425297420634207679518795772054814336589536969297392342081668572678833666572248022605696394839707435473804736808465491627647774885339651246658199237318890169545107550601150943419263106590742472034377665602005081945671839198781213453298462308187234498825884086576415356762680936417660885195795156790588000000000,3.44498945589367774
257,7984559230139003903820834548872308619075093137349824591114846826860645861007545769517738996880126957397229498265237857180137705404952334239972070082224924649391029323537638885012852397601654534810543170580843496213649391467681431901638088963365889561755724114167812627655779833098717788222158314060583219942163835478142807538283/2318076403912382158018234917714655308987482336519522670743426242119033166514473692502698279927900592932433263441655700704201967474653706845285930351211506311984076058174134456760527262314264245301684595681165452810918305812815649471853358207850304710501614334912507190821218616997301299941115566738985761976962214248448000000000,3.44447629796105784
258,525250650100726529132089399598783599922123909900305638993910609936635545228052918145258411819621649138106532605377294658537610565927905765063509576617709753045405334933578603111700188567339294412124337600841235242166505473881933581131784381688850448950734041225623932187814692476068396487263958663316680204997660319790534744165205867/152513191857815096096206295761995209323068816888015247636211891029031184322032633873800212029365046160801283513891026223192410029773195696279235024566520839390932998327714168723976933113135169218791698550609850105139706191558448968276650043649102044134681120845370155712261712354852990949113801206816358691293833190876766208000000000,3.44396864102357047
259,523145790155856071622405167519084987529352780272719927892747617562483267021885868291995566023340170353840250367731056162660917738712218117941976211305843173214941866593096561169915062044335889991808768272596279732172112818896297895403142997876531890053402399794305389816349822863097943266365190352888939736597719220638038969482101867/151924337835198049393132140179902563727226852344046076795917636623513689401870345712125307735815374167902436859397238477156918099156310770810975429877074812984018199106371642976007910205362446557715282726090120954154610800857451095812261433441962654002886985243650579821480779102517651215719539426095060009088065495159095296000000000,3.44346269735495205
260,521057935643866712539657236538437609133030842820598179683850240277237448014563611719460855071300934506017451282470235715800912208447857873275693465619673864294104521829429342100056606557222213763383950573821496201657151081079877756825857623917108441598534518008788121725972025464274104246888769883945520498508242353323184687607378667/151340013458908826126235478102287553866737518296568976500548722636500175211863152074770979629139161190333581333014941406090929952621094190923240908992932217549464282955962521272254033627649514070954839330989774335100169990084922437751445043313339720718260496838867308360628929952123352557197541197533155932130034474023868006400000000,3.44296213364182149
261,518986333198882774043477311745546627759285849844818937416033817233821037407771610263125829333003175260867269726420247068535608958775834639218385717743239555499320578359103217741497852666102506175373793878531002598949681218600204933267191208095705508378570833915234230930333321734607228541168758516975966453893237420716949751218677867/150760166664047106485905073971627448296366876464015072376025547453984848870055247277549634879602229538263337726375037416029278880005687699770278300146216002156554458117050787474276048824478443135817081325890196655655341752575018520365424181078422710294052602214963602198327669684107554271537780503289733878750225912820711424000000000,3.44246324929706574
262,516931334856338808411291087933882952853694846704053608037620922544088040992536185869275061821961371265060058335370242658263727523342814880507993592382584493201287275181165487652784308172901162692586958056218812340764906157543585493198565558371563908237094743508234036106926644349994472817561269440963811151311682486203538683263893867/150184746180596545010768031704560167959357842584381427061613236204160479217879463890994101922046495837735615063297270097647487739242307212366574947855581589934582876215840669964832247111407914726901748954417333309641390066496487915325861493364382928957052401443150764021998174761649128491875422562437482986083240317733609472000000000,3.44196962742628326
263,135416651281998598866108349314820376113343805291776871596175814775899520519528570649117303159843971541551203710981293948119020957878700749103723429367067832648050922694894754748515605862678652356597913677328118657207103367715786702631587119675305601013182492995549826597157238374612193116634369107401803364353413658968702653300381463021/39348403499316294792821224306594764005351754757107933890142667885490045555084419539440454703576181909486731146583884765583641787681484489640042636338162376562860713568550255530786048743188873658448258226057341327126044197422079833815375711261468327386747729178105500173763521787552071664871360711358620542353808963246205681664000000000,3.44147765192942466
264,9329834703605703700042290181884609056784094153200872682488749188906529673998265185185267718714689038707122043378321217417468591220318219364892491795526553290154617003580698403446293744827644835064035118105208988339403832651689883701887185989926349123044058875179472447578720081264694871606294264999082582618044109774901684901530459249451549/2711380290880404973333270009274736363185091526594419896371341535142023608874635600672331217409116756321161616880037768057660013816640068085639714760174071782717131966910844092139209371405821992982415120309227817095920815670686749722050056956440546287252537188310074874316325367922722619059504243176373649959623375011432949276854272000000000,3.44099082485262083
265,9293317148229247951382045759919173692312101693488225524759150031308386579455195160261667366158994959938218520523015645793513822769143985470860682005773942247770261585856046730815358807072717833379178704553100373637599808557375133493047841232464946078700808748353417712315741116791555940222414469440575718715933322515384668452064244836089949/2701148667141233633811257669617095848607034577437459821290694963311298991482655843688662043003799334599194969269169701008385825085256520658901451685607377172216312600997972982357551977551460400556066384006174127220087152215325667647627226552831336678621395538542867044601924140119240646912109887541745824865436116992521881543734067200000000,3.44050561203091782
266,9257087717275044402932494983045985882641142822646011036990375862236606512741431290435231148043583396850426798353024597573994797251725747041660688934682865231799163553686178861819825262137062026108880090344839562046509961470078856163087584984859819943875124494733649673730928330229466245760774472175224548782052147536302104308615765759923549/2690993972903860575037531137024550375491970537672657340759526937133436965198886460817652035323333923566867168632819438974519712960875857047401822167992311844501213681445349023777260428763672955441193953991113322230537952394967300476019605400377083533213044427495713409095901868915784855006425263904370840561430718056459769207103488000000000,3.44002543687813992
267,485322837456250979162307833996833404650239747143048352473891113622198809132693543198659382685759921748384526631460181490641157309193761804762489991125441981657363061365217784570890483147826236977820496568835903749897265284805292084304147096340848877251833281311192981241462859595367709972771053425729214423711701390224511829251230814801871/141100807567992689327810621417017622684972237930401508504244858126846882070353597196431192863395786254442473261645963092296913788210719096118447604314203617314670380300505192257983692893975360959463353392792458843548806492620008264660204028484191645936264501816254635682931184137906321985355631815210456059400861620937965426589696000000000,3.43954684470807822
268,25444491927730648627176704708116716743214870135121929406031933363948091377952395324715536789924588755524076364284718395272814467445129797651225707059760192414662860584373668752100080714868053832884678392170387870879791348049445087261161250331785231456763306546878377008207910512008725653176361848159647700061877003143962849238309458388309/7398648000913992154462968562125629469145244997528908635238290871930109487978085320394172917228333646884552309673894765444476822751818931395056070375469828323451883648907086868201423017025023836641145985050193737475948808627168540193298208092160088268849690099163391148339086049650626074251758384654593827152401817123023717380096000000000,3.43907318263922851
269,129545566681026995101915673534472573221710887433014511878884507872097986260019896603022187311936251391949163819671920748670285935245551224417010654246440547788902342942645310085051092314306560287257195369468560778682934441245532733376282312310525973995298914705561935832051525245936503029894124734594735326668179459829844217993738435746439299/37673915620654048050525435918343705256887587527417202770633377119868117512784410451447128494526674929936140360859472145643275981452261998663625510351892365823016991540234886332881646002691421376176715355875586511227531333529542206664274475605279169464982621984939987727342626164820987970089953694661191767860030052790436768899448832000000000,3.43860107309912759
270,9338058903866186667583774614562985620272178672608938399446178453090053873923999011606598614638830369544153646596128299010849557765961010649789082443909043765937350088950116827763064199007931509013374113519757866611092340339948668670865405765197277256859871329070068832691480814900623445557682276955271411538858331857752665131371081548481814415739/2716025459306791468869315249715093786256258859141542001501780313616070270411694233104287273640620855254719759864551699990408304059445400372390092200667456507455186848824999807674635272377047446119295435792933636592494893363214421380817144716942962996538364518676493405819949994979601838242554401746417836412215487854968910608279931684454400000000,3.43813378916172985
271,2520934348933559056144407456373665293314247021946173395214764091494287695693514457671332162903105013786737248409726436209293292216235208173057591308579973486554007924117134225128797102002850638413016128812234718133829284830513480211581472257370920937172285390571978160718829215104371200709239833392244880382718613421807064004638786287798711049980469/733326874012833696594715117423075322289189891968216340405480684676338973011157442938157563882967630918774335163428958997410242096050258100545324894180213257012900449182749948072151523541802810452209767664092081879973621208067893772820629073574600009065358420042653219571386498644492496325489688471532815831298181720841605864235581554802688000000000,3.43766802809062343
272,184434539535005209671017818266811749449750792001655139255061718646732026052689560176443398694594925270984740603634550239001540958998599098388372336614610948636288707322082452483478331864961312213175136807704156143218258378757038666050860787475750976528873333141965651260374540000465058836656291114615131163988718631248566698902878102844530447499798835829/53658258002338370542819780023452383292974805169067049137131705099479293566482588716207916304830757305164876147455263434428332039813615141172582480533071802683989258572664050925571413569696652186970661306036900605253954690453693178530860555749037816180233072330299728572444614244571680137998228327909025933615390463158268345480195472374476473344000000000,3.43720699108360443
273,183734387185599476426179164269521401433543816804658306377503883479864075225296730163571541123663197253047599345945502555397222419290516496789138839882753366682881544922499919695251855379671511954533631459979657108531936669151192696091788501038465848878744140444441151746949059674228366860364781069395252730457743306968487675346724457320097737608097159829/53461707606725409478560366909813363573952919435847023316116570648565450000304996816148546648036505446904198945449932799137385768605506660801986940311338938937894059823313633156613276523653807307164907967919549320985625186093056939781663264336037677659426357779639290006245183423162992664965267784583351845946469618970875421137777173940870332416000000000,3.43674744804608416
274,183039591815550898499710324872626193028616930321205039177425615623156917173760851273468966195442627858802537623999614328997079679422309147718280447320393898998450493128730897462487671296282505693616393078122336405947239290070974334081739659153369647438720226709940652873926790464699769306346492098977333342858577051599675716481834336077621701686369831829/53266591885532980976813796227660760057259660605789187464597897033059736679136000477403478959540021850382650774116173920308417207406216490507089177755458139890675468364104459312976001791815654725751897354897945126383487867895637023943044055342110532850450349174604110115711441877822981742830358048143266620231336518171711642228515213452035039232000000000,3.43629253038927403
275,182349927297707384321071145036927042573998091182738812721812801625010705674597988187917012244222114037898950096745748058579831912035509865565511799463130636553581377402709955305662679654973850495043107038939876689195811741359991360969267789618963099634128796200301574686456342565941449984061728959781635853141421028792399612490913744865749405919180613269/53072895187767406500534473332287448202505989112677226782908450134757701273030051384758375399687149043653986589483024196961841144833830248723427035290892837563800284842780443097292452694390870526749163182698316235014820639285107434765069349686321040003721438813969186078927036634630898172856429473422745650703222567196541781711320612675845820907520000000,3.43583907854600341
276,181665499869000782126853962728333448526630289457517797717055803432873122702644067606736570044748347561139185256601965750337136795167039515882259110641513012438518479413660726028391337431631706261305410165967478896474350296125032252456678095166190688765222557432588896099132644372721053234455819653779191150458043846694311788528870423344860322687523127829/52880602089261002853793406399924087882931692050674773062680520967602782065519072937712149401862195605090022869955911790451109836338055501445443604003606993949438689607842832796215306126657570271217463316094336828366216216679001973044906054941080746380519549542904080332264257516389481875128688786924837151968790601373365905690627422050208698368000000000,3.43539015615507576
277,50133146913961867291234349379054318721475480300154391267068984090514061921310932196054077786732377537404075402779979170743860532654927765855130830955251983701495327764173927009108782890445194794458593956619267359296999110208759972182482394176452772328485210200903354063553890849583993023286038484997697637138193438784303275785316279441386811146462818552633/14595046176636036787646980166379048255689147005986237365299823787058367850083264130808553234913965987004846312107831654164506314829303318398942434704995530330045078331764621851755424490957489394856019875242036964629075675803404544560394071163738286001023395673841526171704935074523496997535518105191255053943386205979048989970613168485857600749568000000000,3.43494267213869741
278,3832334932393180798828436057289310705282360969730158824105975919582908194875082796761458038483162383158835222457623576475125141282659747813585762185041537325808433751129046443753635631389872364662340083019460073823087135149682299367715888671824992572256512863689263587954178850370204866175805870875762400755011045749515139596741174659847774245528843038121169457/1115835012842188817518648000390464547590589925512165783756039495258794307104401943372331749215088826806042712923873894794574058249852227215571186252074999161633978351953514548948006203299890595131224428327563354063848000954875112812885359863709804173383414327641430395220011459867886374501154917007272975188575957607924124591917569251496866524719669248000000000,3.4344996243052854
279,3818107938038050008297220530177097166344548704014482303187418020374083397254381716921592643820273145790107959226507221498704364893089294812015855609214961947280474312087584976713709760562526896474373754433102975281290985841518789497189144955368949570428334929579715403948618036019392224067235330987237688769843859282795838199296949350798306486990878415626865457/1111835604194008929283814136589781878961232972374129347255121790974712607078938137123685398859479189433978043701924525996027197826017631419099604939343547551735648680441136360600522310098098872568030075537858825913081520664714270114631290473517295914697452269119418099896642243165850939467100598308322175994351671021515794396247613806150999619613147136000000000,3.43405798810146045
280,3803987379275964265222105862434200219099097188991909689114513937542258409019868188202834901353592128316393003443765866685453759080130170241153525244967992163896597756232900835597511977919166223167928287138932866802130911354919831547063178023945976845825566033589945089265574201774784395803120835155495834056741460378011734874528556666094452261375275649317555057/1107864762750458897393514800387675515107799997472793171014924927435517204910799072348243665292123906614570979260131938403184243548067568449745677778845892024765164220868132302169806158990605662308858539553795044391963372376626004864221893007540448429287818511015420178111297092297401471826146667600078168222943272196438952273403872328271888906685957324800000000,3.43362069737819954
281,1064981247484535526207434191077266304726665431846855496081605880862516609405149854178612826549279846787338952017069199040156316618245060212495951349027250208776567138884534584498761230435648520985306902191706096601500055681705109737022346418865476990789723395401784340509297837840557966985523721279490178058694114064861912077582484665005227195548215410290972169417/310202133570128491270184144108549144230183999292382087884178979681944817375023740257508226281794693852079874192836942752891588193458919165928789778076849766934245981843077044607545724517369585446480391075062612429749744265455281361982130042111325560200589183084317649871163185843272412111321066928021887102424116215002906636553084251916128893872068050944000000000,3.43318479221153215
282,83783250520669430432487466220479751254453473295759759671809406407549672483437024545143156807139489720179852151364530732365101563174513960047547943965224418319524967253748836115866226965002294086044944236875133366988312321141796477912373191593561458123618030380390159292362404798316584722465692553271592917521728754563214467716603929976714478170323770953873870821431737/24407012971423713970109886053299279654944099339870016856878604441564392083881344414209018023325312839618426183920241106793657543941781667621680108781383133970132957975955493020961182428957807000140107173296181993469492714544101654348210434899637652815881705739118249902003593919082084588988965947385438581297721595628543643868836638503437576094035796699062272000000000,3.43275314430179417
283,23623915071741864225680880946987769538013774452150188413643236367241113296674153385718234462783771144903876363278073144545931537511236127479786964319204365035913839194378296592813350450983923870728760915439348857526559584009007269759595362746105138191926619311312758128075485723105952529984010996447528321343523003044076835989660978806336008135783823400118525619140157571/6882777657941487339570987867030396862694236013843344753639766452521158567654539124806943082577738220772396183865507992115811427391582430269313790676350043779577494149219449031911053444966101574039510222869523322158396945501436666526195342641697818094078641018431346472365013485181147854094888397162693679925957489967249307571011932057969396458518094669135560704000000000,3.43232285652640772
284,1885119643874474440106717115302502808589492289553215657648864889780516288365545128377248236261652994165302198207322276636252035392433667645084757374444205713858363935473372698834805073002590366805299183654026659158845470247160866555649526897947787960819748544244255759423183802806720750984239730948335885371253843978281667290183567180461694064603081092496985589168041877575819/549293812312203681723623027397799575975979517872866188544768441136333381663881269938611633327397460601597337835908878490490815699180063408339638828726514858177150302406565902624059836961798946607745931654047263019652501373305883153073443096842095227444633772495129980485716066546311426013061131217685639715633706563937779689146131053961870461300881544224157083471872000000000,3.43189674017850331
285,35687180884015436253249862585223522948649820935217841602111369456402235657141037936687771217653686338965646809199827969339578414939777650200357924314138740608298332557598799658221380695363598897278819295221355804857613565348655634457273732514145976715661677525297285444476489755624740159370930131809802703114895189325866872978167842545865068686578421474900002995600764552298961/10399962846444389707300595985398338638478545538392933169780949152181245359502818710837713590998725254056909596359874766086626110571142533864563828490555347981487379058897647756348866246476726722439989639316628179838754026001258054364857189300210336306285066092574460963862890859943496332513957417721514778615998177610555295447833414621678080733963357237310707447067443200000000,3.43147195917304775
286,35558040636599065477775299762752062041175005294768966620648918939399787271117197732350668384916327267058440430693171611384588769519629310130603623539426739961296721409448167394287522490859338155247222152678301925503623295858753878385873576377118506537556909779275692337380165456457161809544269437152509136341093212838148588974118152045243946114464045081742217193031382466148561/10363599339988290442589754740694148643239110064482468368488008770530261984119941722338281025995233207714053269099875203967442103191523154375526892027301657953580080530719683953004989091768766139494395269948388221167989151784470438790154891435524286179340013413929095715737496136656980611071600923253957034634823358807721186023190640444679206325802646198019411267182592000000000,3.43105126607868667
287,35429813862224058968033838862189527163480380607204078153631397800368864868098287898951175751054936301065549130158866135795436403609617215516867317276105261975911154806909893433265637080078764832212595912506491500908802270469089550115363060870001022159822940036334851599242599905254558153421593673652440233063748776519946725950470762398959259554914264408584388444689349580676561/10327489237758366085646933295604621992914235116522599140723242189448275008565516838288321858657270722669753431925311178866510249173434223524044219929645554615762728333748535228430058816187690299287097725453794533986219154739925245623638672301602598771049630091929342768992766184961311689081804404357601783643064392400725641821019244484941648115608211890709239102488576000000000,3.43063188414556796
288,35302518786312362034541022915654359140274203511238055111742578537458923467929899628340721535904453641583295686993797022455414959171251489109271242018228772892437561355012687941235453517677909831160346080249522515951371416012274027252858560574065366828059926906088182226132064619531446222180819924416823348406908336994980993922396658789166579799619460834992821572311509951242561/10291629900127260647849548110550439277661060689034673449262397598512690720341331015933154074425821865993816788064459403939890421919359799136807955277112063106680218860367463925553565556409260819081239747240413302965433671563744949631889926911666478636427929987443476995489319080152418245716937027953582333005414863260445344453585149886035600726317905599422054244493824000000000,3.43021650884237787
289,2069183402973105942495425326378056869987317914719798134489886826050694031396533122357480902318172704503865658057164534000531397741653248769558136476290283316347795866035728385982549505733851737755160262975623803930695419130231144487215647228170819638380322244207538732982563284699039526682679428612805256506401374087086974110444930084846992145237992733656887631405790432260033/603295219058956048561097060011912581308036938416850387418597701683626079270975642700742595854800874701041977399259985413126082131645760665866210282883833538514940572315454836262859124821059864827070435010225734022805800409191643699162283523419488265274016657110466390128419274391185926066858917983031083229301746513130115856428358063744810301074609569027793939021824000000000,3.42980242111101223
290,172203739230898603172526227540757448804739630347047621428560452624801979679027963325856073149728869923434782039358888487677693565044273492550298447763928003515902220390822486216416184473672415249964549835424253677558860216680004566218091695840698779641487535915767301130340055096710812673313788753135776167944098027934140010413381103910886832684306393775534638502641528559327156993/50214068887605747207278727592188554321692592605467162031010806578034278133112566458650071581670241704678465866796822230511463148800919419413212398177993279380753571017806140954063669871199810828945123079032204691555595106817557013834292623255520737750834072303976631427260824470852356145750709469243977933075909407866164060215633056277057782876204009036098755589382997606400000000,3.42939226088892704
291,171591512046627197853987233127315834472226227485872855118273195589462951403156831231182135883805838976772448027098794273939953593449872362025057303105431667578028837552719054442472460676552410014350232004817629251804095997660210056723465123651905158068159663098577402878964017754892714480816483723024587964354431718416921074344659148756033676149330349337527974531868121284514120193/50041511949847651856050965641699933860106020122286862505131044356116634565644825680441652091698866303631460829453877824221045749664146500446156685469477838558139297577882408510922557603601186049464212003159241788835472786862857505195686806680759498102205776522863309669778828510471420213978370261445888661828225870382087895060252873953081639292436984950064051961928073216000000000,3.4289833652228327
292,170983670223071146434973805403444959572682323546530324660041226665769767671416416606917437954484249776703813501345925923220286096204767159441258020735612282427048814242311405268154560014120811217689183878673017231878121252943585267612132620064061656233437440984716810324568853579141189141320782723496118975649081411413933381360464722592757052768899919856965836844339221562432504193/49870136908923516062023393841557125867434424162963962291072376395992947460967959839070276570836883884783407881407802900165494223124200793252847929697322092535679916421793770125611178981671045001349608537394997810106584181428395664424468701178428129958020140301894599705156298275846518089957896390687512330794567562606806772131964336713516291212668365138591229866168045568000000000,3.42857832003417205
293,49921351492209386772691707468569727511979949781757015225755738901420949363205157217237232069070087484087948235407829917219525473221796956122116456710729200366198025011531002234263133941850623306359823930903346773318679646678807311751041619416878695457194961550558419361147016415416418664856677597279947713045366873606013137661661982977336809447288878232917180550777553627343837472549/14562079977405666690110831001734680753290851855585476988993133907629940658602644273008520758684370094356755101371078446848324313152266631629831595471618051020418535595163780876678464262647945140394085692919339360551122580977091534011944860744101013947741880968153223113905639096547183282267705746080753600592013728281187577462533586320346757034099162620468639120921069305856000000000,3.42817451694172154
294,4270622510267549242413461567452958159179308708645323925062752749251368321874791697232412809808204044734668354838076827930111399126591374993191005532820468892959542059195281658970134104021674716544268603074013451391988018869354502994500096738585496262520283115368855487263287934091133667678832047398343722224904060888588008097956284074399166037059794660795332647170693585537756614304667101/1245887827096012348115789612536397068506309652715633268402125731227836643710581202723462551338103010379309146695232905033878114388517070922535026882365240993813639056655102446847677065291940777587767740669624771686524909792893139500998966410054272409167040723115139159775393764504242814002123398926595164782879487965472857125548457260682062864536636226050174743429735352039661568000000000,3.42777448931479171
295,4255650638745970503421304834722259612807856168948641109270937618239006801965495778480624344280432064273798085509018692678379559328834515297155635481767591942717615617508322726881412612641207407504782085823345780429965820576733779021126893008855106462001720609706909232602920777111253661253492819525726077702185492013791244488066623612547980078166677289685041485497256705268619879916270301/1241664478529585187613702190121019451324932331858970104780423610105030417799697876612535559638651813733955556367452454508339544509233962207543382723441968990444779263242712269061752736257052842748487172057185365680807876200374857672182020761206630807780033805409664111776155141573719957005506031472606706597174811735081423711563547236069581295504308645622886015485905740676815257600000000,3.42737568186345676
296,4240784510135294426014979439517033695679386760552080302283961071841440686425098353210822292269195651705054967487646234401154098768636319976429029226780382207162960195385075288367398999896337976137351553075486474896720738025822915171455049579986713281121176698158154763215853052138471547050477196640818234963079985071347204562532983948365654704994123228663604901151610441861537736401395101/1237469666102120372790682925965205196421807560467554665237246503314135044766590789191547263829061773822692193001346196216081640642648712335220601025051962338450033387353378781666273841877806042604066607286721901607561903645643861531397622042418770568564560718229226057344478941771106038231838781366280332588400572506246689171997454171082859737073550846144430319487642545606961152000000000,3.42698057681951284
