recordType,mu,theta,value,aux,level
profile,2.0000000000000001e-01,9.0000000000000002e-01,1.8534004270601534e-03,nan,qRelative
profile,2.0000000000000001e-01,9.2000000000000004e-01,1.6524694953189426e-02,6.5514456804319965e-01,H
profile,2.0000000000000001e-01,9.2000000000000004e-01,1.5989307545611368e-03,nan,qRelative
profile,2.0000000000000001e-01,9.4000000000000006e-01,1.5044161238855517e-02,6.4612304537956211e-01,H
profile,2.0000000000000001e-01,9.4000000000000006e-01,1.3788177865559179e-03,nan,qRelative
profile,2.0000000000000001e-01,9.5999999999999996e-01,1.3693180668469531e-02,6.3708172719029477e-01,H
profile,2.0000000000000001e-01,9.5999999999999996e-01,1.1884924129797639e-03,nan,qRelative
profile,2.0000000000000001e-01,9.7999999999999998e-01,1.2460640418950786e-02,6.2802181933465984e-01,H
profile,2.0000000000000001e-01,9.7999999999999998e-01,1.0239848004744009e-03,nan,qRelative
profile,2.0000000000000001e-01,1.0000000000000000e+00,1.1336363204225928e-02,6.1894445905454298e-01,H
profile,2.0000000000000001e-01,1.0000000000000000e+00,8.8184681918623722e-04,nan,qRelative
profile,2.0000000000000001e-01,1.0200000000000000e+00,1.0311030079825829e-02,6.0985071870756768e-01,H
profile,2.0000000000000001e-01,1.0200000000000000e+00,7.5908438137859986e-04,nan,qRelative
profile,2.0000000000000001e-01,1.0400000000000000e+00,9.3761094621471579e-03,6.0074160930344145e-01,H
profile,2.0000000000000001e-01,1.0400000000000000e+00,6.5309844239763162e-04,nan,qRelative
profile,2.0000000000000001e-01,1.0600000000000001e+00,8.5237918791669434e-03,5.9161808385360404e-01,H
profile,2.0000000000000001e-01,1.0600000000000001e+00,5.6163356969571993e-04,nan,qRelative
profile,2.0000000000000001e-01,1.0800000000000001e+00,7.7469300049136372e-03,5.8248104054377225e-01,H
profile,2.0000000000000001e-01,1.0800000000000001e+00,4.8273312185081720e-04,nan,qRelative
profile,2.0000000000000001e-01,1.1000000000000001e+00,7.0389835631681592e-03,5.7333132573847922e-01,H
profile,2.0000000000000001e-01,1.1000000000000001e+00,4.1470019908208366e-04,nan,qRelative
profile,2.0000000000000001e-01,1.1200000000000001e+00,6.3939687168122943e-03,5.6416973682628824e-01,H
profile,2.0000000000000001e-01,1.1200000000000001e+00,3.5606363164882471e-04,nan,qRelative
profile,2.0000000000000001e-01,1.1400000000000001e+00,5.8064115880756394e-03,5.5499702491389125e-01,H
profile,2.0000000000000001e-01,1.1400000000000001e+00,3.0554836449490501e-04,nan,qRelative
profile,2.0000000000000001e-01,1.1599999999999999e+00,5.2713055817743253e-03,5.4581389737693009e-01,H
profile,2.0000000000000001e-01,1.1599999999999999e+00,2.6204967712325242e-04,nan,qRelative
profile,2.0000000000000001e-01,1.1799999999999999e+00,4.7840722085971165e-03,5.3662102027496517e-01,H
profile,2.0000000000000001e-01,1.1799999999999999e+00,2.2461074832943334e-04,nan,qRelative
profile,2.0000000000000001e-01,1.2000000000000000e+00,4.3405251286896167e-03,5.2741902063763568e-01,H
profile,2.0000000000000001e-01,1.2000000000000000e+00,1.9240313730239109e-04,nan,qRelative
profile,2.0000000000000001e-01,1.2200000000000000e+00,3.9368371573222111e-03,5.1820848862872726e-01,H
profile,2.0000000000000001e-01,1.2200000000000000e+00,1.6470980678288567e-04,nan,qRelative
profile,2.0000000000000001e-01,1.2400000000000000e+00,3.5695099944053205e-03,5.0898997959449499e-01,H
profile,2.0000000000000001e-01,1.2400000000000000e+00,1.4091036139719635e-04,nan,qRelative
profile,2.0000000000000001e-01,1.2600000000000000e+00,3.2353464581363137e-03,4.9976401600227915e-01,H
profile,2.0000000000000001e-01,1.2600000000000000e+00,1.2046821578390714e-04,nan,qRelative
profile,2.0000000000000001e-01,1.2800000000000000e+00,2.9314250202205350e-03,4.9053108927515576e-01,H
profile,2.0000000000000001e-01,1.2800000000000000e+00,1.0291944343405858e-04,nan,qRelative
profile,2.0000000000000001e-01,1.3000000000000000e+00,2.6550764559944095e-03,4.8129166152803787e-01,H
profile,2.0000000000000001e-01,1.3000000000000000e+00,8.7863088910679406e-05,nan,qRelative
profile,2.0000000000000001e-01,1.3200000000000001e+00,2.4038624374778956e-03,4.7204616721040465e-01,H
profile,2.0000000000000001e-01,1.3200000000000001e+00,7.4952753866247215e-05,nan,qRelative
profile,2.0000000000000001e-01,1.3400000000000001e+00,2.1755559109768712e-03,4.6279501466054995e-01,H
profile,2.0000000000000001e-01,1.3400000000000001e+00,6.3889291530926811e-05,nan,qRelative
profile,2.0000000000000001e-01,1.3600000000000001e+00,1.9681231134205295e-03,4.5353858757598392e-01,H
profile,2.0000000000000001e-01,1.3600000000000001e+00,5.4414465535272269e-05,nan,qRelative
profile,2.0000000000000001e-01,1.3800000000000001e+00,1.7797070932266791e-03,4.4427724640440414e-01,H
profile,2.0000000000000001e-01,1.3800000000000001e+00,4.6305447440037412e-05,nan,qRelative
profile,2.0000000000000001e-01,1.4000000000000001e+00,1.6086126122065200e-03,4.3501132965940825e-01,H
profile,2.0000000000000001e-01,1.4000000000000001e+00,3.9370043507621033e-05,nan,qRelative
profile,2.0000000000000001e-01,1.4199999999999999e+00,1.4532923149140971e-03,4.2574115516490840e-01,H
profile,2.0000000000000001e-01,1.4199999999999999e+00,3.3442555358172863e-05,nan,qRelative
profile,2.0000000000000001e-01,1.4399999999999999e+00,1.3123340609738166e-03,4.1646702123201712e-01,H
profile,2.0000000000000001e-01,1.4399999999999999e+00,2.8380191465968645e-05,nan,qRelative
profile,2.0000000000000001e-01,1.4600000000000000e+00,1.1844493243378966e-03,4.0718920777194711e-01,H
profile,2.0000000000000001e-01,1.4600000000000000e+00,2.4059957193988284e-05,nan,qRelative
profile,2.0000000000000001e-01,1.4800000000000000e+00,1.0684625711870762e-03,3.9790797734833139e-01,H
profile,2.0000000000000001e-01,1.4800000000000000e+00,2.0375960434433404e-05,nan,qRelative
profile,2.0000000000000001e-01,1.5000000000000000e+00,9.6330153534055060e-04,3.8862357617213766e-01,H
profile,2.0000000000000001e-01,1.5000000000000000e+00,1.7237078093338580e-05,nan,qRelative
profile,2.0000000000000001e-01,1.5200000000000000e+00,8.6798831663104439e-04,3.7933623504223751e-01,H
profile,2.0000000000000001e-01,1.5200000000000000e+00,1.4564935780107642e-05,nan,qRelative
profile,2.0000000000000001e-01,1.5400000000000000e+00,7.8163123376999617e-04,3.7004617023450603e-01,H
profile,2.0000000000000001e-01,1.5400000000000000e+00,1.2292159270427322e-05,nan,qRelative
profile,2.0000000000000001e-01,1.5600000000000001e+00,7.0341736881574706e-04,3.6075358434216687e-01,H
profile,2.0000000000000001e-01,1.5600000000000001e+00,1.0360861719702436e-05,nan,qRelative
profile,2.0000000000000001e-01,1.5800000000000001e+00,6.3260574550109787e-04,3.5145866706999562e-01,H
profile,2.0000000000000001e-01,1.5800000000000001e+00,8.7213353154953763e-06,nan,qRelative
profile,2.0000000000000001e-01,1.6000000000000001e+00,5.6852108840936381e-04,3.4216159598481100e-01,H
profile,2.0000000000000001e-01,1.6000000000000001e+00,7.3309201602493646e-06,nan,qRelative
profile,2.0000000000000001e-01,1.6200000000000001e+00,5.1054811434212680e-04,3.3286253722459919e-01,H
profile,2.0000000000000001e-01,1.6200000000000001e+00,6.1530267474939599e-06,nan,qRelative
profile,2.0000000000000001e-01,1.6400000000000001e+00,4.5812631122620800e-04,3.2356164616845817e-01,H
profile,2.0000000000000001e-01,1.6400000000000001e+00,5.1562915036268004e-06,nan,qRelative
profile,2.0000000000000001e-01,1.6600000000000001e+00,4.1074516358943043e-04,3.1425906806946979e-01,H
profile,2.0000000000000001e-01,1.6600000000000001e+00,4.3138475725411129e-06,nan,qRelative
profile,2.0000000000000001e-01,1.6799999999999999e+00,3.6793978701942534e-04,3.0495493865246204e-01,H
profile,2.0000000000000001e-01,1.6799999999999999e+00,3.6026953736128888e-06,nan,qRelative
profile,2.0000000000000001e-01,1.7000000000000000e+00,3.2928693713057695e-04,2.9564938467854984e-01,H
profile,2.0000000000000001e-01,1.7000000000000000e+00,3.0031595101089079e-06,nan,qRelative
profile,2.0000000000000001e-01,1.7200000000000000e+00,2.9440136142258946e-04,2.8634252447822806e-01,H
profile,2.0000000000000001e-01,1.7200000000000000e+00,2.4984203844099528e-06,nan,qRelative
profile,2.0000000000000001e-01,1.7400000000000000e+00,2.6293246504011358e-04,2.7703446845470669e-01,H
profile,2.0000000000000001e-01,1.7400000000000000e+00,2.0741104230278204e-06,nan,qRelative
profile,2.0000000000000001e-01,1.7600000000000000e+00,2.3456126385478331e-04,2.6772531955907697e-01,H
profile,2.0000000000000001e-01,1.7600000000000000e+00,1.7179661583007606e-06,nan,qRelative
profile,2.0000000000000001e-01,1.7800000000000000e+00,2.0899760050592845e-04,2.5841517373883266e-01,H
profile,2.0000000000000001e-01,1.7800000000000000e+00,1.4195285811124639e-06,nan,qRelative
profile,2.0000000000000001e-01,1.8000000000000000e+00,1.8597760106980532e-04,2.4910412036116947e-01,H
profile,2.0000000000000001e-01,1.8000000000000000e+00,1.1698851928710670e-06,nan,qRelative
profile,2.0000000000000001e-01,1.8200000000000001e+00,1.6526135189400822e-04,2.3979224261243240e-01,H
profile,2.0000000000000001e-01,1.8200000000000001e+00,9.6144806525466193e-07,nan,qRelative
profile,2.0000000000000001e-01,1.8400000000000001e+00,1.4663077784709327e-04,2.3047961787499205e-01,H
profile,2.0000000000000001e-01,1.8400000000000001e+00,7.8776298026364850e-07,nan,qRelative
profile,2.0000000000000001e-01,1.8600000000000001e+00,1.2988770480575664e-04,2.2116631808276596e-01,H
profile,2.0000000000000001e-01,1.8600000000000001e+00,6.4334538607015873e-07,nan,qRelative
profile,2.0000000000000001e-01,1.8800000000000001e+00,1.1485209064453458e-04,2.1185241005655203e-01,H
profile,2.0000000000000001e-01,1.8800000000000001e+00,5.2353947922046807e-07,nan,qRelative
profile,2.0000000000000001e-01,1.9000000000000001e+00,1.0136041031637896e-04,2.0253795582025763e-01,H
profile,2.0000000000000001e-01,1.9000000000000001e+00,4.2439722242457600e-07,nan,qRelative
profile,2.0000000000000001e-01,1.9199999999999999e+00,8.9264181826333522e-05,1.9322301289906987e-01,H
profile,2.0000000000000001e-01,1.9199999999999999e+00,3.4257453946993608e-07,nan,qRelative
profile,2.0000000000000001e-01,1.9399999999999999e+00,7.8428621013733142e-05,1.8390763460054049e-01,H
profile,2.0000000000000001e-01,1.9399999999999999e+00,2.7524230343844359e-07,nan,qRelative
profile,2.0000000000000001e-01,1.9600000000000000e+00,6.8731414079116037e-05,1.7459187027952389e-01,H
profile,2.0000000000000001e-01,1.9600000000000000e+00,2.2001005897277482e-07,nan,qRelative
profile,2.0000000000000001e-01,1.9800000000000000e+00,6.0061597727874412e-05,1.6527576558784879e-01,H
profile,2.0000000000000001e-01,1.9800000000000000e+00,1.7486070042944249e-07,nan,qRelative
profile,2.0000000000000001e-01,2.0000000000000000e+00,5.2318537660546804e-05,1.5595936270955046e-01,H
profile,2.0000000000000001e-01,2.0000000000000000e+00,1.3809457111267889e-07,nan,qRelative
profile,2.0000000000000001e-01,2.0200000000000000e+00,4.5410996925955281e-05,1.4664270058246423e-01,H
profile,2.0000000000000001e-01,2.0200000000000000e+00,1.0828165939789887e-07,nan,qRelative
profile,2.0000000000000001e-01,2.0400000000000000e+00,3.9256286373970935e-05,1.3732581510692216e-01,H
profile,2.0000000000000001e-01,2.0400000000000000e+00,8.4220749766450362e-08,nan,qRelative
profile,2.0000000000000001e-01,2.0600000000000001e+00,3.3779490104978895e-05,1.2800873934226756e-01,H
profile,2.0000000000000001e-01,2.0600000000000001e+00,6.4904544357431782e-08,nan,qRelative
profile,2.0000000000000001e-01,2.0800000000000001e+00,2.8912759418054266e-05,1.1869150369184936e-01,H
profile,2.0000000000000001e-01,2.0800000000000001e+00,4.9489906875576143e-08,nan,qRelative
profile,2.0000000000000001e-01,2.1000000000000001e+00,2.4594669314040388e-05,1.0937413607714308e-01,H
profile,2.0000000000000001e-01,2.1000000000000001e+00,3.7272498424401184e-08,nan,qRelative
profile,2.0000000000000001e-01,2.1200000000000001e+00,2.0769632117313073e-05,1.0005666210159003e-01,H
profile,2.0000000000000001e-01,2.1200000000000001e+00,2.7665176534007064e-08,nan,qRelative
profile,2.0000000000000001e-01,2.1400000000000001e+00,1.7387363244898724e-05,9.0739105204736492e-02,H
profile,2.0000000000000001e-01,2.1400000000000001e+00,2.0179616470311754e-08,nan,qRelative
profile,2.0000000000000001e-01,2.1600000000000001e+00,1.4402394577308973e-05,8.1421486807196380e-02,H
profile,2.0000000000000001e-01,2.1600000000000001e+00,1.4410689710696462e-08,nan,qRelative
profile,2.0000000000000001e-01,2.1800000000000002e+00,1.1773631275238030e-05,7.2103826446962199e-02,H
profile,2.0000000000000001e-01,2.1800000000000002e+00,1.0023199867124926e-08,nan,qRelative
profile,2.0000000000000001e-01,2.2000000000000002e+00,9.4639482431050752e-06,6.2786141907544016e-02,H
profile,2.0000000000000001e-01,2.2000000000000002e+00,6.7406327344296586e-09,nan,qRelative
profile,2.0000000000000001e-01,2.2200000000000002e+00,7.4398227670703990e-06,5.3468449338382497e-02,H
profile,2.0000000000000001e-01,2.2200000000000002e+00,4.3356257550554836e-09,nan,qRelative
profile,2.0000000000000001e-01,2.2400000000000002e+00,5.6710001541315077e-06,4.4150763367988059e-02,H
profile,2.0000000000000001e-01,2.2400000000000002e+00,2.6219040765948537e-09,nan,qRelative
profile,2.0000000000000001e-01,2.2600000000000002e+00,4.1301894725090624e-06,3.4833097210202973e-02,H
profile,2.0000000000000001e-01,2.2600000000000002e+00,1.4474664487644381e-09,nan,qRelative
profile,2.0000000000000001e-01,2.2800000000000002e+00,2.7927867439025259e-06,2.5515462763971722e-02,H
profile,2.0000000000000001e-01,2.2800000000000002e+00,6.8883525380468589e-10,nan,qRelative
profile,2.0000000000000001e-01,2.3000000000000003e+00,1.6366231672696779e-06,1.6197870706998251e-02,H
profile,2.0000000000000001e-01,2.3000000000000003e+00,2.4621167428381181e-10,nan,qRelative
profile,2.0000000000000001e-01,2.3199999999999998e+00,6.4173616334517136e-07,6.8803305836273665e-03,H
profile,2.0000000000000001e-01,2.3199999999999998e+00,3.9399968590795925e-11,nan,qRelative
profile,2.0000000000000001e-01,2.3399999999999999e+00,-2.0983877919161507e-07,-2.4371491127197884e-03,H
profile,2.0000000000000001e-01,2.3399999999999999e+00,0.0000000000000000e+00,nan,qRelative
profile,2.0000000000000001e-01,2.3599999999999999e+00,-9.3425729966342278e-07,-1.1754560862242551e-02,H
profile,2.0000000000000001e-01,2.3599999999999999e+00,0.0000000000000000e+00,nan,qRelative
profile,2.0000000000000001e-01,2.3799999999999999e+00,-1.5460380868850194e-06,-2.1071898046298398e-02,H
profile,2.0000000000000001e-01,2.3799999999999999e+00,0.0000000000000000e+00,nan,qRelative
profile,2.0000000000000001e-01,2.3999999999999999e+00,-2.0582190630137273e-06,-3.0389154879504793e-02,H
profile,2.0000000000000001e-01,2.3999999999999999e+00,0.0000000000000000e+00,nan,qRelative
profile,2.0000000000000001e-01,2.4199999999999999e+00,-2.4824992325345825e-06,-3.9706326346142323e-02,H
profile,2.0000000000000001e-01,2.4199999999999999e+00,0.0000000000000000e+00,nan,qRelative
profile,2.0000000000000001e-01,2.4399999999999999e+00,-2.8293674766152802e-06,-4.9023408140606184e-02,H
profile,2.0000000000000001e-01,2.4399999999999999e+00,0.0000000000000000e+00,nan,qRelative
profile,2.0000000000000001e-01,2.4600000000000000e+00,-3.1082194610595099e-06,-5.8340396611679661e-02,H
profile,2.0000000000000001e-01,2.4600000000000000e+00,0.0000000000000000e+00,nan,qRelative
profile,2.0000000000000001e-01,2.4800000000000000e+00,-3.3274637237177280e-06,-6.7657288710401317e-02,H
profile,2.0000000000000001e-01,2.4800000000000000e+00,0.0000000000000000e+00,nan,qRelative
profile,2.0000000000000001e-01,2.5000000000000000e+00,-3.4946179136675598e-06,-7.6974081941317329e-02,H
profile,2.0000000000000001e-01,2.5000000000000000e+00,0.0000000000000000e+00,nan,qRelative
profile,2.0000000000000001e-01,2.5200000000000000e+00,-3.6163960690004505e-06,-8.6290774316923211e-02,H
profile,2.0000000000000001e-01,2.5200000000000000e+00,0.0000000000000000e+00,nan,qRelative
profile,2.0000000000000001e-01,2.5400000000000000e+00,-3.6987877419605895e-06,-9.5607364315103582e-02,H
profile,2.0000000000000001e-01,2.5400000000000000e+00,0.0000000000000000e+00,nan,qRelative
profile,2.0000000000000001e-01,2.5600000000000001e+00,-3.7471297088488128e-06,-1.0492385083939890e-01,H
profile,2.0000000000000001e-01,2.5600000000000001e+00,0.0000000000000000e+00,nan,qRelative
profile,2.0000000000000001e-01,2.5800000000000001e+00,-3.7661709369502012e-06,-1.1424023318192505e-01,H
profile,2.0000000000000001e-01,2.5800000000000001e+00,0.0000000000000000e+00,nan,qRelative
profile,2.0000000000000001e-01,2.6000000000000001e+00,-3.7601314212441036e-06,-1.2355651098879382e-01,H
profile,2.0000000000000001e-01,2.6000000000000001e+00,0.0000000000000000e+00,nan,qRelative
profile,2.0000000000000001e-01,2.6200000000000001e+00,-3.7327554493240212e-06,-1.3287268422788009e-01,H
profile,2.0000000000000001e-01,2.6200000000000001e+00,0.0000000000000000e+00,nan,qRelative
profile,2.0000000000000001e-01,2.6400000000000001e+00,-3.6873598033515915e-06,-1.4218875315880128e-01,H
profile,2.0000000000000001e-01,2.6400000000000001e+00,0.0000000000000000e+00,nan,qRelative
profile,2.0000000000000001e-01,2.6600000000000001e+00,-3.6268773625872020e-06,-1.5150471830496809e-01,H
profile,2.0000000000000001e-01,2.6600000000000001e+00,0.0000000000000000e+00,nan,qRelative
profile,2.0000000000000001e-01,2.6800000000000002e+00,-3.5538965287102906e-06,-1.6082058042758607e-01,H
profile,2.0000000000000001e-01,2.6800000000000002e+00,0.0000000000000000e+00,nan,qRelative
profile,2.0000000000000001e-01,2.7000000000000002e+00,-3.4706968584245027e-06,-1.7013634050149243e-01,H
profile,2.0000000000000001e-01,2.7000000000000002e+00,0.0000000000000000e+00,nan,qRelative
profile,2.0000000000000001e-01,2.7200000000000002e+00,-3.3792812534261817e-06,-1.7945199969270739e-01,H
profile,2.0000000000000001e-01,2.7200000000000002e+00,0.0000000000000000e+00,nan,qRelative
profile,2.0000000000000001e-01,2.7400000000000002e+00,-3.2814050264156635e-06,-1.8876755933759906e-01,H
profile,2.0000000000000001e-01,2.7400000000000002e+00,0.0000000000000000e+00,nan,qRelative
profile,2.0000000000000001e-01,2.7600000000000002e+00,-3.1786021331884385e-06,-1.9808302092357011e-01,H
profile,2.0000000000000001e-01,2.7600000000000002e+00,0.0000000000000000e+00,nan,qRelative
profile,2.0000000000000001e-01,2.7800000000000002e+00,-3.0722088347192386e-06,-2.0739838607115524e-01,H
profile,2.0000000000000001e-01,2.7800000000000002e+00,0.0000000000000000e+00,nan,qRelative
profile,2.0000000000000001e-01,2.8000000000000003e+00,-2.9633850293303518e-06,-2.1671365651745780e-01,H
profile,2.0000000000000001e-01,2.8000000000000003e+00,0.0000000000000000e+00,nan,qRelative
profile,2.0000000000000001e-01,2.8199999999999998e+00,-2.8531334733144267e-06,-2.2602883410083222e-01,H
profile,2.0000000000000001e-01,2.8199999999999998e+00,0.0000000000000000e+00,nan,qRelative
profile,2.0000000000000001e-01,2.8399999999999999e+00,-2.7423170885814794e-06,-2.3534392074673802e-01,H
profile,2.0000000000000001e-01,2.8399999999999999e+00,0.0000000000000000e+00,nan,qRelative
profile,2.0000000000000001e-01,2.8599999999999999e+00,-2.6316745378519394e-06,-2.4465891845468066e-01,H
profile,2.0000000000000001e-01,2.8599999999999999e+00,0.0000000000000000e+00,nan,qRelative
profile,2.0000000000000001e-01,2.8799999999999999e+00,-2.5218342314707406e-06,-2.5397382928619294e-01,H
profile,2.0000000000000001e-01,2.8799999999999999e+00,0.0000000000000000e+00,nan,qRelative
profile,2.0000000000000001e-01,2.8999999999999999e+00,-2.4133269149312473e-06,-2.6328865535376245e-01,H
profile,2.0000000000000001e-01,2.8999999999999999e+00,0.0000000000000000e+00,nan,qRelative
profile,2.0000000000000001e-01,2.9199999999999999e+00,-2.3065969725465151e-06,-2.7260339881066464e-01,H
profile,2.0000000000000001e-01,2.9199999999999999e+00,0.0000000000000000e+00,nan,qRelative
profile,2.0000000000000001e-01,2.9399999999999999e+00,-2.2020125702706943e-06,-2.8191806184163171e-01,H
profile,2.0000000000000001e-01,2.9399999999999999e+00,0.0000000000000000e+00,nan,qRelative
profile,2.0000000000000001e-01,2.9600000000000000e+00,-2.0998747493503271e-06,-2.9123264665430670e-01,H
profile,2.0000000000000001e-01,2.9600000000000000e+00,0.0000000000000000e+00,nan,qRelative
profile,2.0000000000000001e-01,2.9800000000000000e+00,-2.0004255721756801e-06,-3.0054715547142913e-01,H
profile,2.0000000000000001e-01,2.9800000000000000e+00,0.0000000000000000e+00,nan,qRelative
profile,2.0000000000000001e-01,3.0000000000000000e+00,-1.9038554123176591e-06,-3.0986159052370232e-01,H
profile,2.0000000000000001e-01,3.0000000000000000e+00,0.0000000000000000e+00,nan,qRelative
profile,2.0000000000000001e-01,3.0200000000000000e+00,-1.8103094721948761e-06,-3.1917595404330462e-01,H
profile,2.0000000000000001e-01,3.0200000000000000e+00,0.0000000000000000e+00,nan,qRelative
profile,2.0000000000000001e-01,3.0400000000000000e+00,-1.7198936040437081e-06,-3.2849024825798723e-01,H
profile,2.0000000000000001e-01,3.0400000000000000e+00,0.0000000000000000e+00,nan,qRelative
profile,2.0000000000000001e-01,3.0600000000000001e+00,-1.6326795027944155e-06,-3.3780447538573283e-01,H
profile,2.0000000000000001e-01,3.0600000000000001e+00,0.0000000000000000e+00,nan,qRelative
profile,2.0000000000000001e-01,3.0800000000000001e+00,-1.5487093330259374e-06,-3.4711863762992456e-01,H
profile,2.0000000000000001e-01,3.0800000000000001e+00,0.0000000000000000e+00,nan,qRelative
profile,2.0000000000000001e-01,3.1000000000000001e+00,-1.4679998463249899e-06,-3.5643273717499807e-01,H
profile,2.0000000000000001e-01,3.1000000000000001e+00,0.0000000000000000e+00,nan,qRelative
profile,2.0000000000000001e-01,3.1200000000000001e+00,-1.3905460400594181e-06,-3.6574677618253842e-01,H
profile,2.0000000000000001e-01,3.1200000000000001e+00,0.0000000000000000e+00,nan,qRelative
profile,2.0000000000000001e-01,3.1400000000000001e+00,-1.3163244037445143e-06,-3.7506075678779288e-01,H
profile,2.0000000000000001e-01,3.1400000000000001e+00,0.0000000000000000e+00,nan,qRelative
profile,2.0000000000000001e-01,3.1600000000000001e+00,-1.2452957947910713e-06,-3.8437468109656903e-01,H
profile,2.0000000000000001e-01,3.1600000000000001e+00,0.0000000000000000e+00,nan,qRelative
profile,2.0000000000000001e-01,3.1800000000000002e+00,-1.1774079814360019e-06,-3.9368855118248447e-01,H
profile,2.0000000000000001e-01,3.1800000000000002e+00,0.0000000000000000e+00,nan,qRelative
profile,2.0000000000000001e-01,3.2000000000000002e+00,-1.1125978870346604e-06,-4.0300236908455828e-01,H
profile,2.0000000000000001e-01,3.2000000000000002e+00,0.0000000000000000e+00,nan,qRelative
profile,2.0000000000000001e-01,3.2200000000000002e+00,-1.0507935666055548e-06,-4.1231613680509466e-01,H
profile,2.0000000000000001e-01,3.2200000000000002e+00,0.0000000000000000e+00,nan,qRelative
profile,2.0000000000000001e-01,3.2400000000000002e+00,-9.9191594353356649e-07,-4.2162985630786504e-01,H
profile,2.0000000000000001e-01,3.2400000000000002e+00,0.0000000000000000e+00,nan,qRelative
profile,2.0000000000000001e-01,3.2600000000000002e+00,-9.3588033162922078e-07,-4.3094352951653819e-01,H
profile,2.0000000000000001e-01,3.2600000000000002e+00,0.0000000000000000e+00,nan,qRelative
profile,2.0000000000000001e-01,3.2800000000000002e+00,-8.8259776528479690e-07,-4.4025715831336049e-01,H
profile,2.0000000000000001e-01,3.2800000000000002e+00,0.0000000000000000e+00,nan,qRelative
profile,2.0000000000000001e-01,3.3000000000000003e+00,-8.3197615823991716e-07,-4.4957074453805712e-01,H
profile,2.0000000000000001e-01,3.3000000000000003e+00,0.0000000000000000e+00,nan,qRelative
profile,2.0000000000000001e-01,3.3200000000000003e+00,-7.8392130944939209e-07,-4.5888428998693598e-01,H
profile,2.0000000000000001e-01,3.3200000000000003e+00,0.0000000000000000e+00,nan,qRelative
profile,2.0000000000000001e-01,3.3399999999999999e+00,-7.3833777271556401e-07,-4.6819779641218223e-01,H
profile,2.0000000000000001e-01,3.3399999999999999e+00,0.0000000000000000e+00,nan,qRelative
profile,2.0000000000000001e-01,3.3599999999999999e+00,-6.9512960508897737e-07,-4.7751126552132483e-01,H
profile,2.0000000000000001e-01,3.3599999999999999e+00,0.0000000000000000e+00,nan,qRelative
profile,2.0000000000000001e-01,3.3799999999999999e+00,-6.5420100753937530e-07,-4.8682469897686098e-01,H
profile,2.0000000000000001e-01,3.3799999999999999e+00,0.0000000000000000e+00,nan,qRelative
profile,2.0000000000000001e-01,3.3999999999999999e+00,-6.1545687003934861e-07,-4.9613809839602491e-01,H
profile,2.0000000000000001e-01,3.3999999999999999e+00,0.0000000000000000e+00,nan,qRelative
profile,2.0000000000000001e-01,3.4199999999999999e+00,-5.7880323197265412e-07,-5.0545146535069252e-01,H
profile,2.0000000000000001e-01,3.4199999999999999e+00,0.0000000000000000e+00,nan,qRelative
profile,2.0000000000000001e-01,3.4399999999999999e+00,-5.4414766766622531e-07,-5.1476480136739977e-01,H
profile,2.0000000000000001e-01,3.4399999999999999e+00,0.0000000000000000e+00,nan,qRelative
profile,2.0000000000000001e-01,3.4600000000000000e+00,-5.1139960583863084e-07,-5.2407810792747878e-01,H
profile,2.0000000000000001e-01,3.4600000000000000e+00,0.0000000000000000e+00,nan,qRelative
profile,2.0000000000000001e-01,3.4800000000000000e+00,-4.8047059084819808e-07,-5.3339138646728390e-01,H
profile,2.0000000000000001e-01,3.4800000000000000e+00,0.0000000000000000e+00,nan,qRelative
profile,2.0000000000000001e-01,3.5000000000000000e+00,-4.5127449280245332e-07,-5.4270463837851712e-01,H
profile,2.0000000000000001e-01,3.5000000000000000e+00,0.0000000000000000e+00,nan,qRelative
profile,2.0000000000000001e-01,3.5200000000000000e+00,-4.2372767284861300e-07,-5.5201786500862493e-01,H
profile,2.0000000000000001e-01,3.5200000000000000e+00,0.0000000000000000e+00,nan,qRelative
profile,2.0000000000000001e-01,3.5400000000000000e+00,-3.9774910929536205e-07,-5.6133106766127361e-01,H
profile,2.0000000000000001e-01,3.5400000000000000e+00,0.0000000000000000e+00,nan,qRelative
profile,2.0000000000000001e-01,3.5600000000000001e+00,-3.7326048961219700e-07,-5.7064424759688503e-01,H
profile,2.0000000000000001e-01,3.5600000000000001e+00,0.0000000000000000e+00,nan,qRelative
profile,2.0000000000000001e-01,3.5800000000000001e+00,-3.5018627280816146e-07,-5.7995740603323664e-01,H
profile,2.0000000000000001e-01,3.5800000000000001e+00,0.0000000000000000e+00,nan,qRelative
profile,2.0000000000000001e-01,3.6000000000000001e+00,-3.2845372620121328e-07,-5.8927054414610569e-01,H
profile,2.0000000000000001e-01,3.6000000000000001e+00,0.0000000000000000e+00,nan,qRelative
profile,2.0000000000000001e-01,3.6200000000000001e+00,-3.0799294014773633e-07,-5.9858366306995914e-01,H
profile,2.0000000000000001e-01,3.6200000000000001e+00,0.0000000000000000e+00,nan,qRelative
profile,2.0000000000000001e-01,3.6400000000000001e+00,-2.8873682390417648e-07,-6.0789676389868785e-01,H
profile,2.0000000000000001e-01,3.6400000000000001e+00,0.0000000000000000e+00,nan,qRelative
profile,2.0000000000000001e-01,3.6600000000000001e+00,-2.7062108543527593e-07,-6.1720984768636666e-01,H
profile,2.0000000000000001e-01,3.6600000000000001e+00,0.0000000000000000e+00,nan,qRelative
