B,Dnormalized,0.22400000000000003,0.00015685286791297486,normalized profile,normalizer=D0(0)=3942,theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,D0/3942
B,Ynormalized,0.22400000000000003,0.0073807729113297103,normalized profile,normalizer=Y0(0)=178,theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,Y0/178
B,anormalized,0.22400000000000003,0.38524753977795034,normalized profile,normalizer=A*=A0(theta*),theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,A0/A*
B,Bnormalized,0.22600000000000001,0.0033498675070032929,normalized profile,normalizer=B0(theta*),theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,B0/B0(theta*)
B,Dnormalized,0.22600000000000001,0.00014636179098196945,normalized profile,normalizer=D0(0)=3942,theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,D0/3942
B,Ynormalized,0.22600000000000001,0.0073386908382265491,normalized profile,normalizer=Y0(0)=178,theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,Y0/178
B,anormalized,0.22600000000000001,0.36289275612834077,normalized profile,normalizer=A*=A0(theta*),theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,A0/A*
B,Bnormalized,0.22800000000000001,0.0031315753969899688,normalized profile,normalizer=B0(theta*),theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,B0/B0(theta*)
B,Dnormalized,0.22800000000000001,0.00013657898011539322,normalized profile,normalizer=D0(0)=3942,theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,D0/3942
B,Ynormalized,0.22800000000000001,0.0072976207690980312,normalized profile,normalizer=Y0(0)=178,theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,Y0/178
B,anormalized,0.22800000000000001,0.34176684915280031,normalized profile,normalizer=A*=A0(theta*),theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,A0/A*
B,Bnormalized,0.23000000000000001,0.0029274434082131569,normalized profile,normalizer=B0(theta*),theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,B0/B0(theta*)
B,Dnormalized,0.23000000000000001,0.00012745598657520031,normalized profile,normalizer=D0(0)=3942,theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,D0/3942
B,Ynormalized,0.23000000000000001,0.0072575016777643078,normalized profile,normalizer=Y0(0)=178,theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,Y0/178
B,anormalized,0.23000000000000001,0.32180958750923072,normalized profile,normalizer=A*=A0(theta*),theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,A0/A*
B,Bnormalized,0.23200000000000004,0.0027365594577059278,normalized profile,normalizer=B0(theta*),theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,B0/B0(theta*)
B,Dnormalized,0.23200000000000004,0.0001189477362190932,normalized profile,normalizer=D0(0)=3942,theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,D0/3942
B,Ynormalized,0.23200000000000004,0.0072182766803506491,normalized profile,normalizer=Y0(0)=178,theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,Y0/178
B,anormalized,0.23200000000000004,0.30296287770714031,normalized profile,normalizer=A*=A0(theta*),theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,A0/A*
B,Bnormalized,0.23400000000000001,0.0025580695657654961,normalized profile,normalizer=B0(theta*),theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,B0/B0(theta*)
B,Dnormalized,0.23400000000000001,0.00011101228873918692,normalized profile,normalizer=D0(0)=3942,theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,D0/3942
B,Ynormalized,0.23400000000000001,0.0071798927471438869,normalized profile,normalizer=Y0(0)=178,theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,Y0/178
B,anormalized,0.23400000000000001,0.28517078699270404,normalized profile,normalizer=A*=A0(theta*),theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,A0/A*
B,Bnormalized,0.23600000000000002,0.0023911742196609915,normalized profile,normalizer=B0(theta*),theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,B0/B0(theta*)
B,Dnormalized,0.23600000000000002,0.00010361061460794736,normalized profile,normalizer=D0(0)=3942,theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,D0/3942
B,Ynormalized,0.23600000000000002,0.0071423004349818221,normalized profile,normalizer=Y0(0)=178,theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,Y0/178
B,anormalized,0.23600000000000002,0.26837955044689926,normalized profile,normalizer=A*=A0(theta*),theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,A0/A*
B,Bnormalized,0.23800000000000002,0.0022351249582752615,normalized profile,normalizer=B0(theta*),theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,B0/B0(theta*)
B,Dnormalized,0.23800000000000002,9.6706388381025588e-05,normalized profile,normalizer=D0(0)=3942,theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,D0/3942
B,Ynormalized,0.23800000000000002,0.0071054536386677553,normalized profile,normalizer=Y0(0)=178,theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,Y0/178
B,anormalized,0.23800000000000002,0.25253756446827602,normalized profile,normalizer=A*=A0(theta*),theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,A0/A*
B,Bnormalized,0.23999999999999999,0.0020892211649456817,normalized profile,normalizer=B0(theta*),theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,B0/B0(theta*)
B,Dnormalized,0.23999999999999999,9.0265797113810644e-05,normalized profile,normalizer=D0(0)=3942,theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,D0/3942
B,Ynormalized,0.23999999999999999,0.0070693093600169236,normalized profile,normalizer=Y0(0)=178,theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,Y0/178
B,anormalized,0.23999999999999999,0.23759536860244157,normalized profile,normalizer=A*=A0(theta*),theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,A0/A*
B,Bnormalized,0.24200000000000002,0.0019528070564296522,normalized profile,normalizer=B0(theta*),theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,B0/B0(theta*)
B,Dnormalized,0.24200000000000002,8.4257362746873327e-05,normalized profile,normalizer=D0(0)=3942,theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,D0/3942
B,Ynormalized,0.24200000000000002,0.0070338274932473894,normalized profile,normalizer=Y0(0)=178,theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,Y0/178
B,anormalized,0.24200000000000002,0.22350561748397604,normalized profile,normalizer=A*=A0(theta*),theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,A0/A*
B,Bnormalized,0.24400000000000002,0.0018252688565548398,normalized profile,normalizer=B0(theta*),theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,B0/B0(theta*)
B,Dnormalized,0.24400000000000002,7.8651777405702708e-05,normalized profile,normalizer=D0(0)=3942,theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,D0/3942
B,Ynormalized,0.24400000000000002,0.0069989706255254077,normalized profile,normalizer=Y0(0)=178,theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,Y0/178
B,anormalized,0.24400000000000002,0.2102230444734681,normalized profile,normalizer=A*=A0(theta*),theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,A0/A*
B,Bnormalized,0.24600000000000002,0.0017060321437227112,normalized profile,normalizer=B0(theta*),theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,B0/B0(theta*)
B,Dnormalized,0.24600000000000002,7.342175064295681e-05,normalized profile,normalizer=D0(0)=3942,theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,D0/3942
B,Ynormalized,0.24600000000000002,0.0069647038515647831,normalized profile,normalizer=Y0(0)=178,theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,Y0/178
B,anormalized,0.24600000000000002,0.19770441840274833,normalized profile,normalizer=A*=A0(theta*),theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,A0/A*
B,Bnormalized,0.248,0.0015945593620167074,normalized profile,normalizer=B0(theta*),theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,B0/B0(theta*)
B,Dnormalized,0.248,6.8541867727496173e-05,normalized profile,normalizer=D0(0)=3942,theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,D0/3942
B,Ynormalized,0.248,0.0069309946012625634,normalized profile,normalizer=Y0(0)=178,theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,Y0/178
B,anormalized,0.248,0.18590849468501308,normalized profile,normalizer=A*=A0(theta*),theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,A0/A*
B,Bnormalized,0.25,0.0014903474862234508,normalized profile,normalizer=B0(theta*),theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,B0/B0(theta*)
B,Dnormalized,0.25,6.398845815430384e-05,normalized profile,normalizer=D0(0)=3942,theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,D0/3942
B,Ynormalized,0.25,0.0068978124794295834,normalized profile,normalizer=Y0(0)=178,theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,Y0/178
B,anormalized,0.25,0.1747959619029556,normalized profile,normalizer=A*=A0(theta*),theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,A0/A*
B,Bnormalized,0.252,0.0013929258316074868,normalized profile,normalizer=B0(theta*),theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,B0/B0(theta*)
B,Dnormalized,0.252,5.9739473613565038e-05,normalized profile,normalizer=D0(0)=3942,theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,D0/3942
B,Ynormalized,0.252,0.0068651291167446133,normalized profile,normalizer=Y0(0)=178,theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,Y0/178
B,anormalized,0.252,0.16432938485681506,normalized profile,normalizer=A*=A0(theta*),theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,A0/A*
B,Bnormalized,0.254,0.0013018539997875079,normalized profile,normalizer=B0(theta*),theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,B0/B0(theta*)
B,Dnormalized,0.254,5.5774374716149614e-05,normalized profile,normalizer=D0(0)=3942,theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,D0/3942
B,Ynormalized,0.254,0.0068329180311257317,normalized profile,normalizer=Y0(0)=178,theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,Y0/178
B,anormalized,0.254,0.15447314493478603,normalized profile,normalizer=A*=A0(theta*),theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,A0/A*
B,Bnormalized,0.25600000000000001,0.0012167199525454295,normalized profile,normalizer=B0(theta*),theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,B0/B0(theta*)
B,Dnormalized,0.25600000000000001,5.2074025826954985e-05,normalized profile,normalizer=D0(0)=3942,theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,D0/3942
B,Ynormalized,0.25600000000000001,0.0068011544987723578,normalized profile,normalizer=Y0(0)=178,theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,Y0/178
B,anormalized,0.25600000000000001,0.14519337855986419,normalized profile,normalizer=A*=A0(theta*),theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,A0/A*
B,Bnormalized,0.25800000000000001,0.0011371382058598183,normalized profile,normalizer=B0(theta*),theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,B0/B0(theta*)
B,Dnormalized,0.25800000000000001,4.8620597407425441e-05,normalized profile,normalizer=D0(0)=3942,theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,D0/3942
B,Ynormalized,0.25800000000000001,0.0067698154341865897,normalized profile,normalizer=Y0(0)=178,theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,Y0/178
B,anormalized,0.25800000000000001,0.13645791436926122,normalized profile,normalizer=A*=A0(theta*),theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,A0/A*
B,Bnormalized,0.26000000000000001,0.0010627481368925495,normalized profile,normalizer=B0(theta*),theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,B0/B0(theta*)
B,Dnormalized,0.26000000000000001,4.5397475314427146e-05,normalized profile,normalizer=D0(0)=3942,theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,D0/3942
B,Ynormalized,0.26000000000000001,0.0067388792785334295,normalized profile,normalizer=Y0(0)=178,theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,Y0/178
B,anormalized,0.26000000000000001,0.12823620969427404,normalized profile,normalizer=A*=A0(theta*),theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,A0/A*
B,Bnormalized,0.26200000000000001,0.00099321239707319078,normalized profile,normalizer=B0(theta*),theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,B0/B0(theta*)
B,Dnormalized,0.26200000000000001,4.2389176544867352e-05,normalized profile,normalizer=D0(0)=3942,theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,D0/3942
B,Ynormalized,0.26200000000000001,0.0067083258957466377,normalized profile,normalizer=Y0(0)=178,theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,Y0/178
B,anormalized,0.26200000000000001,0.12049928682927376,normalized profile,normalizer=A*=A0(theta*),theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,A0/A*
B,Bnormalized,0.26400000000000001,0.00092821542481992189,normalized profile,normalizer=B0(theta*),theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,B0/B0(theta*)
B,Dnormalized,0.26400000000000001,3.9581270954295133e-05,normalized profile,normalizer=D0(0)=3942,theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,D0/3942
B,Ynormalized,0.26400000000000001,0.0066781364758303589,normalized profile,normalizer=Y0(0)=178,theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,Y0/178
B,anormalized,0.26400000000000001,0.11321966950755132,normalized profile,normalizer=A*=A0(theta*),theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,A0/A*
B,Bnormalized,0.26600000000000001,0.00086746205180982981,normalized profile,normalizer=B0(theta*),theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,B0/B0(theta*)
B,Dnormalized,0.26600000000000001,3.6960308513495328e-05,normalized profile,normalizer=D0(0)=3942,theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,D0/3942
B,Ynormalized,0.26600000000000001,0.0066482934448468967,normalized profile,normalizer=Y0(0)=178,theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,Y0/178
B,anormalized,0.26600000000000001,0.10637131993848206,normalized profile,normalizer=A*=A0(theta*),theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,A0/A*
B,Bnormalized,0.26800000000000002,0.00081067619706590968,normalized profile,normalizer=B0(theta*),theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,B0/B0(theta*)
B,Dnormalized,0.26800000000000002,3.4513751700041019e-05,normalized profile,normalizer=D0(0)=3942,theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,D0/3942
B,Ynormalized,0.26800000000000002,0.0066187803811181261,normalized profile,normalizer=Y0(0)=178,theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,Y0/178
B,anormalized,0.26800000000000002,0.099929576704191878,normalized profile,normalizer=A*=A0(theta*),theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,A0/A*
B,Bnormalized,0.27000000000000002,0.00075759964346369592,normalized profile,normalizer=B0(theta*),theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,B0/B0(theta*)
B,Dnormalized,0.27000000000000002,3.2229912652127387e-05,normalized profile,normalizer=D0(0)=3942,theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,D0/3942
B,Ynormalized,0.27000000000000002,0.0065895819372024187,normalized profile,normalizer=Y0(0)=178,theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,Y0/178
B,anormalized,0.27000000000000002,0.093871093763993996,normalized profile,normalizer=A*=A0(theta*),theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,A0/A*
B,Bnormalized,0.27200000000000002,0.00070799089157814901,normalized profile,normalizer=B0(theta*),theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,B0/B0(theta*)
B,Dnormalized,0.27200000000000002,3.0097894739993626e-05,normalized profile,normalizer=D0(0)=3942,theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,D0/3942
B,Ynormalized,0.27200000000000002,0.006560683767240655,normalized profile,normalizer=Y0(0)=178,theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,Y0/178
B,anormalized,0.27200000000000002,0.088173780770764612,normalized profile,normalizer=A*=A0(theta*),theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,A0/A*
B,Bnormalized,0.27400000000000002,0.00066162408609186452,normalized profile,normalizer=B0(theta*),theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,B0/B0(theta*)
B,Dnormalized,0.27400000000000002,2.8107538236036788e-05,normalized profile,normalizer=D0(0)=3942,theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,D0/3942
B,Ynormalized,0.27400000000000002,0.0065320724592943134,normalized profile,normalizer=Y0(0)=178,theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,Y0/178
B,anormalized,0.27400000000000002,0.082816744864570538,normalized profile,normalizer=A*=A0(theta*),theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,A0/A*
B,Bnormalized,0.27600000000000002,0.00061828801026965095,normalized profile,normalizer=B0(theta*),theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,B0/B0(theta*)
B,Dnormalized,0.27600000000000002,2.6249369788511548e-05,normalized profile,normalizer=D0(0)=3942,theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,D0/3942
B,Ynormalized,0.27600000000000002,0.0065037354723258166,normalized profile,normalizer=Y0(0)=178,theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,Y0/178
B,anormalized,0.27600000000000002,0.077780234074754623,normalized profile,normalizer=A*=A0(theta*),theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,A0/A*
B,Bnormalized,0.27800000000000002,0.00057778514427287461,normalized profile,normalizer=B0(theta*),theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,B0/B0(theta*)
B,Dnormalized,0.27800000000000002,2.4514555425658604e-05,normalized profile,normalizer=D0(0)=3942,theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,D0/3942
B,Ynormalized,0.27800000000000002,0.0064756610774963849,normalized profile,normalizer=Y0(0)=178,theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,Y0/178
B,anormalized,0.27800000000000002,0.073045582431859699,normalized profile,normalizer=A*=A0(theta*),theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,A0/A*
B,Bnormalized,0.28000000000000003,0.00053993078334029312,normalized profile,normalizer=B0(theta*),theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,B0/B0(theta*)
B,Dnormalized,0.28000000000000003,2.2894856837354979e-05,normalized profile,normalizer=D0(0)=3942,theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,D0/3942
B,Ynormalized,0.28000000000000003,0.0064478383034800918,normalized profile,normalizer=Y0(0)=178,theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,Y0/178
