panel,series,M,N,eta,etaPower,R,x,y,rawValue,referenceValue,unit,formula,evidenceClass,source,note
C,eta=M^(1/2),16777217,8388608,4096.000122070311,0.5,0.0,16777217.0,1.2325633701062727e-06,3.741605572739846e-06,3.035629374915824,upper envelope / own M=3 value,C*(M/Ks)*eta^(4/3)*exp(2*lambda0L)*(4+Ckappa*eta),exact R0.71Z upper-envelope formula,research/certificates/r071z/result.json,"fixed geometry constants retained; strong-coupling curves are diagnostics, not constructions"
C,eta=M^(1/2),33554433,16777216,5792.618837796942,0.5,0.0,33554433.0,6.91580858761961e-07,2.0993831699873202e-06,3.035629374915824,upper envelope / own M=3 value,C*(M/Ks)*eta^(4/3)*exp(2*lambda0L)*(4+Ckappa*eta),exact R0.71Z upper-envelope formula,research/certificates/r071z/result.json,"fixed geometry constants retained; strong-coupling curves are diagnostics, not constructions"
C,eta=M^(1/2),67108865,33554432,8192.000061035156,0.5,0.0,67108865.0,3.880683921158157e-07,1.1780318105831224e-06,3.035629374915824,upper envelope / own M=3 value,C*(M/Ks)*eta^(4/3)*exp(2*lambda0L)*(4+Ckappa*eta),exact R0.71Z upper-envelope formula,research/certificates/r071z/result.json,"fixed geometry constants retained; strong-coupling curves are diagnostics, not constructions"
C,eta=M^(1/2),134217729,67108864,11585.237546118768,0.5,0.0,134217729.0,2.1776893790872726e-07,6.610657848599526e-07,3.035629374915824,upper envelope / own M=3 value,C*(M/Ks)*eta^(4/3)*exp(2*lambda0L)*(4+Ckappa*eta),exact R0.71Z upper-envelope formula,research/certificates/r071z/result.json,"fixed geometry constants retained; strong-coupling curves are diagnostics, not constructions"
C,eta=M^(1/2),268435457,134217728,16384.000030517578,0.5,0.0,268435457.0,1.2220793562006513e-07,3.7097799921609155e-07,3.035629374915824,upper envelope / own M=3 value,C*(M/Ks)*eta^(4/3)*exp(2*lambda0L)*(4+Ckappa*eta),exact R0.71Z upper-envelope formula,research/certificates/r071z/result.json,"fixed geometry constants retained; strong-coupling curves are diagnostics, not constructions"
C,eta=M^(1/2),536870913,268435456,23170.475027499975,0.5,0.0,536870913.0,6.858261922645413e-08,2.0819141353249092e-07,3.035629374915824,upper envelope / own M=3 value,C*(M/Ks)*eta^(4/3)*exp(2*lambda0L)*(4+Ckappa*eta),exact R0.71Z upper-envelope formula,research/certificates/r071z/result.json,"fixed geometry constants retained; strong-coupling curves are diagnostics, not constructions"
C,eta=M^(1/2),1073741825,536870912,32768.00001525879,0.5,0.0,1073741825.0,3.848900077209158e-08,1.1683834135491903e-07,3.035629374915824,upper envelope / own M=3 value,C*(M/Ks)*eta^(4/3)*exp(2*lambda0L)*(4+Ckappa*eta),exact R0.71Z upper-envelope formula,research/certificates/r071z/result.json,"fixed geometry constants retained; strong-coupling curves are diagnostics, not constructions"
C,eta=M^(6/7),3,1,2.5642541997214567,0.8571428571428571,0.0,3.0,1.0,5.939962172972793,5.939962172972793,upper envelope / own M=3 value,C*(M/Ks)*eta^(4/3)*exp(2*lambda0L)*(4+Ckappa*eta),exact R0.71Z upper-envelope formula,research/certificates/r071z/result.json,"fixed geometry constants retained; strong-coupling curves are diagnostics, not constructions"
C,eta=M^(6/7),5,2,3.972987023509261,0.8571428571428571,0.0,5.0,0.9378717828045594,5.570922912957638,5.939962172972793,upper envelope / own M=3 value,C*(M/Ks)*eta^(4/3)*exp(2*lambda0L)*(4+Ckappa*eta),exact R0.71Z upper-envelope formula,research/certificates/r071z/result.json,"fixed geometry constants retained; strong-coupling curves are diagnostics, not constructions"
C,eta=M^(6/7),9,4,6.575399600789128,0.8571428571428571,0.0,9.0,0.860484623476222,5.111246113873495,5.939962172972793,upper envelope / own M=3 value,C*(M/Ks)*eta^(4/3)*exp(2*lambda0L)*(4+Ckappa*eta),exact R0.71Z upper-envelope formula,research/certificates/r071z/result.json,"fixed geometry constants retained; strong-coupling curves are diagnostics, not constructions"
C,eta=M^(6/7),17,8,11.341500180730392,0.8571428571428571,0.0,17.0,0.7912500934576377,4.6999956244995555,5.939962172972793,upper envelope / own M=3 value,C*(M/Ks)*eta^(4/3)*exp(2*lambda0L)*(4+Ckappa*eta),exact R0.71Z upper-envelope formula,research/certificates/r071z/result.json,"fixed geometry constants retained; strong-coupling curves are diagnostics, not constructions"
C,eta=M^(6/7),33,16,20.025500397010774,0.8571428571428571,0.0,33.0,0.7406198467956338,4.39925387451897,5.939962172972793,upper envelope / own M=3 value,C*(M/Ks)*eta^(4/3)*exp(2*lambda0L)*(4+Ckappa*eta),exact R0.71Z upper-envelope formula,research/certificates/r071z/result.json,"fixed geometry constants retained; strong-coupling curves are diagnostics, not constructions"
C,eta=M^(6/7),65,32,35.803520671087085,0.8571428571428571,0.0,65.0,0.707670965581779,4.203538766466899,5.939962172972793,upper envelope / own M=3 value,C*(M/Ks)*eta^(4/3)*exp(2*lambda0L)*(4+Ckappa*eta),exact R0.71Z upper-envelope formula,research/certificates/r071z/result.json,"fixed geometry constants retained; strong-coupling curves are diagnostics, not constructions"
C,eta=M^(6/7),129,64,64.42833297922395,0.8571428571428571,0.0,129.0,0.6875714089498304,4.084148160379599,5.939962172972793,upper envelope / own M=3 value,C*(M/Ks)*eta^(4/3)*exp(2*lambda0L)*(4+Ckappa*eta),exact R0.71Z upper-envelope formula,research/certificates/r071z/result.json,"fixed geometry constants retained; strong-coupling curves are diagnostics, not constructions"
C,eta=M^(6/7),257,128,116.32068816569318,0.8571428571428571,0.0,257.0,0.6757359945608533,4.013846246607618,5.939962172972793,upper envelope / own M=3 value,C*(M/Ks)*eta^(4/3)*exp(2*lambda0L)*(4+Ckappa*eta),exact R0.71Z upper-envelope formula,research/certificates/r071z/result.json,"fixed geometry constants retained; strong-coupling curves are diagnostics, not constructions"
C,eta=M^(6/7),513,256,210.35737442236837,0.8571428571428571,0.0,513.0,0.6689019568752194,3.9732523212662816,5.939962172972793,upper envelope / own M=3 value,C*(M/Ks)*eta^(4/3)*exp(2*lambda0L)*(4+Ckappa*eta),exact R0.71Z upper-envelope formula,research/certificates/r071z/result.json,"fixed geometry constants retained; strong-coupling curves are diagnostics, not constructions"
C,eta=M^(6/7),1025,512,380.7329431632608,0.8571428571428571,0.0,1025.0,0.6650000710090326,3.9500752668178745,5.939962172972793,upper envelope / own M=3 value,C*(M/Ks)*eta^(4/3)*exp(2*lambda0L)*(4+Ckappa*eta),exact R0.71Z upper-envelope formula,research/certificates/r071z/result.json,"fixed geometry constants retained; strong-coupling curves are diagnostics, not constructions"
C,eta=M^(6/7),2049,1024,689.3892957549278,0.8571428571428571,0.0,2049.0,0.6627876020829366,3.936933285087987,5.939962172972793,upper envelope / own M=3 value,C*(M/Ks)*eta^(4/3)*exp(2*lambda0L)*(4+Ckappa*eta),exact R0.71Z upper-envelope formula,research/certificates/r071z/result.json,"fixed geometry constants retained; strong-coupling curves are diagnostics, not constructions"
C,eta=M^(6/7),4097,2048,1248.5311945621545,0.8571428571428571,0.0,4097.0,0.6615387597726141,3.9295152090046637,5.939962172972793,upper envelope / own M=3 value,C*(M/Ks)*eta^(4/3)*exp(2*lambda0L)*(4+Ckappa*eta),exact R0.71Z upper-envelope formula,research/certificates/r071z/result.json,"fixed geometry constants retained; strong-coupling curves are diagnostics, not constructions"
C,eta=M^(6/7),8193,4096,2261.4119125512293,0.8571428571428571,0.0,8193.0,0.6608361154916943,3.925341528554944,5.939962172972793,upper envelope / own M=3 value,C*(M/Ks)*eta^(4/3)*exp(2*lambda0L)*(4+Ckappa*eta),exact R0.71Z upper-envelope formula,research/certificates/r071z/result.json,"fixed geometry constants retained; strong-coupling curves are diagnostics, not constructions"
C,eta=M^(6/7),16385,8192,4096.214284780094,0.8571428571428571,0.0,16385.0,0.6604417529358009,3.9229990298905,5.939962172972793,upper envelope / own M=3 value,C*(M/Ks)*eta^(4/3)*exp(2*lambda0L)*(4+Ckappa*eta),exact R0.71Z upper-envelope formula,research/certificates/r071z/result.json,"fixed geometry constants retained; strong-coupling curves are diagnostics, not constructions"
C,eta=M^(6/7),32769,16384,7419.882340869198,0.8571428571428571,0.0,32769.0,0.6602208515044555,3.9216868837443535,5.939962172972793,upper envelope / own M=3 value,C*(M/Ks)*eta^(4/3)*exp(2*lambda0L)*(4+Ckappa*eta),exact R0.71Z upper-envelope formula,research/certificates/r071z/result.json,"fixed geometry constants retained; strong-coupling curves are diagnostics, not constructions"
C,eta=M^(6/7),65537,32768,13440.550258785259,0.8571428571428571,0.0,65537.0,0.6600973174634925,3.920953096213959,5.939962172972793,upper envelope / own M=3 value,C*(M/Ks)*eta^(4/3)*exp(2*lambda0L)*(4+Ckappa*eta),exact R0.71Z upper-envelope formula,research/certificates/r071z/result.json,"fixed geometry constants retained; strong-coupling curves are diagnostics, not constructions"
C,eta=M^(6/7),131073,65536,24346.689646806823,0.8571428571428571,0.0,131073.0,0.6600283310185409,3.920543319340498,5.939962172972793,upper envelope / own M=3 value,C*(M/Ks)*eta^(4/3)*exp(2*lambda0L)*(4+Ckappa*eta),exact R0.71Z upper-envelope formula,research/certificates/r071z/result.json,"fixed geometry constants retained; strong-coupling curves are diagnostics, not constructions"
C,eta=M^(6/7),262145,131072,44102.6017157298,0.8571428571428571,0.0,262145.0,0.6599898532338995,3.920314762755228,5.939962172972793,upper envelope / own M=3 value,C*(M/Ks)*eta^(4/3)*exp(2*lambda0L)*(4+Ckappa*eta),exact R0.71Z upper-envelope formula,research/certificates/r071z/result.json,"fixed geometry constants retained; strong-coupling curves are diagnostics, not constructions"
C,eta=M^(6/7),524289,262144,79889.40945053246,0.8571428571428571,0.0,524289.0,0.6599684149316948,3.9201874200510796,5.939962172972793,upper envelope / own M=3 value,C*(M/Ks)*eta^(4/3)*exp(2*lambda0L)*(4+Ckappa*eta),exact R0.71Z upper-envelope formula,research/certificates/r071z/result.json,"fixed geometry constants retained; strong-coupling curves are diagnostics, not constructions"
C,eta=M^(6/7),1048577,524288,144715.3390315508,0.8571428571428571,0.0,1048577.0,0.6599564816767508,3.920116536968112,5.939962172972793,upper envelope / own M=3 value,C*(M/Ks)*eta^(4/3)*exp(2*lambda0L)*(4+Ckappa*eta),exact R0.71Z upper-envelope formula,research/certificates/r071z/result.json,"fixed geometry constants retained; strong-coupling curves are diagnostics, not constructions"
C,eta=M^(6/7),2097153,1048576,262144.1071428533,0.8571428571428571,0.0,2097153.0,0.6599498448288086,3.9200771143423876,5.939962172972793,upper envelope / own M=3 value,C*(M/Ks)*eta^(4/3)*exp(2*lambda0L)*(4+Ckappa*eta),exact R0.71Z upper-envelope formula,research/certificates/r071z/result.json,"fixed geometry constants retained; strong-coupling curves are diagnostics, not constructions"
C,eta=M^(6/7),4194305,2097152,474860.14553141425,0.8571428571428571,0.0,4194305.0,0.6599461564184832,3.920055205324576,5.939962172972793,upper envelope / own M=3 value,C*(M/Ks)*eta^(4/3)*exp(2*lambda0L)*(4+Ckappa*eta),exact R0.71Z upper-envelope formula,research/certificates/r071z/result.json,"fixed geometry constants retained; strong-coupling curves are diagnostics, not constructions"
C,eta=M^(6/7),8388609,4194304,860184.0541541374,0.8571428571428571,0.0,8388609.0,0.6599441079657801,3.920043037593006,5.939962172972793,upper envelope / own M=3 value,C*(M/Ks)*eta^(4/3)*exp(2*lambda0L)*(4+Ckappa*eta),exact R0.71Z upper-envelope formula,research/certificates/r071z/result.json,"fixed geometry constants retained; strong-coupling curves are diagnostics, not constructions"
C,eta=M^(6/7),16777217,8388608,1558178.0273329,0.8571428571428571,0.0,16777217.0,0.6599429709860576,3.9200362839764633,5.939962172972793,upper envelope / own M=3 value,C*(M/Ks)*eta^(4/3)*exp(2*lambda0L)*(4+Ckappa*eta),exact R0.71Z upper-envelope formula,research/certificates/r071z/result.json,"fixed geometry constants retained; strong-coupling curves are diagnostics, not constructions"
C,eta=M^(6/7),33554433,16777216,2822557.3528811247,0.8571428571428571,0.0,33554433.0,0.6599423402514041,3.92003253743648,5.939962172972793,upper envelope / own M=3 value,C*(M/Ks)*eta^(4/3)*exp(2*lambda0L)*(4+Ckappa*eta),exact R0.71Z upper-envelope formula,research/certificates/r071z/result.json,"fixed geometry constants retained; strong-coupling curves are diagnostics, not constructions"
C,eta=M^(6/7),67108865,33554432,5112913.911188747,0.8571428571428571,0.0,67108865.0,0.6599419905221976,3.920030460058223,5.939962172972793,upper envelope / own M=3 value,C*(M/Ks)*eta^(4/3)*exp(2*lambda0L)*(4+Ckappa*eta),exact R0.71Z upper-envelope formula,research/certificates/r071z/result.json,"fixed geometry constants retained; strong-coupling curves are diagnostics, not constructions"
C,eta=M^(6/7),134217729,67108864,9261774.186267896,0.8571428571428571,0.0,134217729.0,0.6599417966883078,3.92002930869225,5.939962172972793,upper envelope / own M=3 value,C*(M/Ks)*eta^(4/3)*exp(2*lambda0L)*(4+Ckappa*eta),exact R0.71Z upper-envelope formula,research/certificates/r071z/result.json,"fixed geometry constants retained; strong-coupling curves are diagnostics, not constructions"
C,eta=M^(6/7),268435457,134217728,16777216.053571414,0.8571428571428571,0.0,268435457.0,0.6599416892994706,3.920028670806619,5.939962172972793,upper envelope / own M=3 value,C*(M/Ks)*eta^(4/3)*exp(2*lambda0L)*(4+Ckappa*eta),exact R0.71Z upper-envelope formula,research/certificates/r071z/result.json,"fixed geometry constants retained; strong-coupling curves are diagnostics, not constructions"
C,eta=M^(6/7),536870913,268435456,30391043.15185497,0.8571428571428571,0.0,536870913.0,0.6599416298240991,3.920028317525162,5.939962172972793,upper envelope / own M=3 value,C*(M/Ks)*eta^(4/3)*exp(2*lambda0L)*(4+Ckappa*eta),exact R0.71Z upper-envelope formula,research/certificates/r071z/result.json,"fixed geometry constants retained; strong-coupling curves are diagnostics, not constructions"
C,eta=M^(6/7),1073741825,536870912,55051773.88465464,0.8571428571428571,0.0,1073741825.0,0.6599415968950685,3.920028121927966,5.939962172972793,upper envelope / own M=3 value,C*(M/Ks)*eta^(4/3)*exp(2*lambda0L)*(4+Ckappa*eta),exact R0.71Z upper-envelope formula,research/certificates/r071z/result.json,"fixed geometry constants retained; strong-coupling curves are diagnostics, not constructions"
D,fixed-window exact heat retention,0,0,0.0,0.0,1.0,1.0,0.8798533791446438,0.8798533791446438,1.0,retained enstrophy fraction,exp(-2*nu*d^2*A0*R^2),exact global heat-shear retention formula,research/certificates/r071z/result.json,analytic heat shear; no nonzero target-root atom
D,launch-inclusive retention,0,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,retained enstrophy fraction,1,exact launch-inclusive normalization identity,research/certificates/r071z/result.json,payment interval contains launch; roots remain counted on the later observation window
D,fixed-window exact heat retention,0,0,0.0,0.0,2.0,2.0,0.5992957878455384,0.5992957878455384,1.0,retained enstrophy fraction,exp(-2*nu*d^2*A0*R^2),exact global heat-shear retention formula,research/certificates/r071z/result.json,analytic heat shear; no nonzero target-root atom
D,launch-inclusive retention,0,0,0.0,0.0,2.0,2.0,1.0,1.0,1.0,retained enstrophy fraction,1,exact launch-inclusive normalization identity,research/certificates/r071z/result.json,payment interval contains launch; roots remain counted on the later observation window
D,fixed-window exact heat retention,0,0,0.0,0.0,3.0,3.0,0.31600412869186245,0.31600412869186245,1.0,retained enstrophy fraction,exp(-2*nu*d^2*A0*R^2),exact global heat-shear retention formula,research/certificates/r071z/result.json,analytic heat shear; no nonzero target-root atom
D,launch-inclusive retention,0,0,0.0,0.0,3.0,3.0,1.0,1.0,1.0,retained enstrophy fraction,1,exact launch-inclusive normalization identity,research/certificates/r071z/result.json,payment interval contains launch; roots remain counted on the later observation window
D,fixed-window exact heat retention,0,0,0.0,0.0,4.0,4.0,0.1289926310365194,0.1289926310365194,1.0,retained enstrophy fraction,exp(-2*nu*d^2*A0*R^2),exact global heat-shear retention formula,research/certificates/r071z/result.json,analytic heat shear; no nonzero target-root atom
D,launch-inclusive retention,0,0,0.0,0.0,4.0,4.0,1.0,1.0,1.0,retained enstrophy fraction,1,exact launch-inclusive normalization identity,research/certificates/r071z/result.json,payment interval contains launch; roots remain counted on the later observation window
D,fixed-window exact heat retention,0,0,0.0,0.0,5.0,5.0,0.04076220397836621,0.04076220397836621,1.0,retained enstrophy fraction,exp(-2*nu*d^2*A0*R^2),exact global heat-shear retention formula,research/certificates/r071z/result.json,analytic heat shear; no nonzero target-root atom
D,launch-inclusive retention,0,0,0.0,0.0,5.0,5.0,1.0,1.0,1.0,retained enstrophy fraction,1,exact launch-inclusive normalization identity,research/certificates/r071z/result.json,payment interval contains launch; roots remain counted on the later observation window
D,fixed-window exact heat retention,0,0,0.0,0.0,6.0,6.0,0.009971741861376457,0.009971741861376457,1.0,retained enstrophy fraction,exp(-2*nu*d^2*A0*R^2),exact global heat-shear retention formula,research/certificates/r071z/result.json,analytic heat shear; no nonzero target-root atom
D,launch-inclusive retention,0,0,0.0,0.0,6.0,6.0,1.0,1.0,1.0,retained enstrophy fraction,1,exact launch-inclusive normalization identity,research/certificates/r071z/result.json,payment interval contains launch; roots remain counted on the later observation window
D,fixed-window exact heat retention,0,0,0.0,0.0,7.0,7.0,0.0018884479079789745,0.0018884479079789745,1.0,retained enstrophy fraction,exp(-2*nu*d^2*A0*R^2),exact global heat-shear retention formula,research/certificates/r071z/result.json,analytic heat shear; no nonzero target-root atom
D,launch-inclusive retention,0,0,0.0,0.0,7.0,7.0,1.0,1.0,1.0,retained enstrophy fraction,1,exact launch-inclusive normalization identity,research/certificates/r071z/result.json,payment interval contains launch; roots remain counted on the later observation window
D,fixed-window exact heat retention,0,0,0.0,0.0,8.0,8.0,0.00027685961093021247,0.00027685961093021247,1.0,retained enstrophy fraction,exp(-2*nu*d^2*A0*R^2),exact global heat-shear retention formula,research/certificates/r071z/result.json,analytic heat shear; no nonzero target-root atom
D,launch-inclusive retention,0,0,0.0,0.0,8.0,8.0,1.0,1.0,1.0,retained enstrophy fraction,1,exact launch-inclusive normalization identity,research/certificates/r071z/result.json,payment interval contains launch; roots remain counted on the later observation window
D,fixed-window exact heat retention,0,0,0.0,0.0,9.0,9.0,3.142207143607732e-05,3.142207143607732e-05,1.0,retained enstrophy fraction,exp(-2*nu*d^2*A0*R^2),exact global heat-shear retention formula,research/certificates/r071z/result.json,analytic heat shear; no nonzero target-root atom
D,launch-inclusive retention,0,0,0.0,0.0,9.0,9.0,1.0,1.0,1.0,retained enstrophy fraction,1,exact launch-inclusive normalization identity,research/certificates/r071z/result.json,payment interval contains launch; roots remain counted on the later observation window
D,fixed-window exact heat retention,0,0,0.0,0.0,10.0,10.0,2.7607725720371986e-06,2.7607725720371986e-06,1.0,retained enstrophy fraction,exp(-2*nu*d^2*A0*R^2),exact global heat-shear retention formula,research/certificates/r071z/result.json,analytic heat shear; no nonzero target-root atom
D,launch-inclusive retention,0,0,0.0,0.0,10.0,10.0,1.0,1.0,1.0,retained enstrophy fraction,1,exact launch-inclusive normalization identity,research/certificates/r071z/result.json,payment interval contains launch; roots remain counted on the later observation window
D,fixed-window exact heat retention,0,0,0.0,0.0,11.0,11.0,1.877790183105105e-07,1.877790183105105e-07,1.0,retained enstrophy fraction,exp(-2*nu*d^2*A0*R^2),exact global heat-shear retention formula,research/certificates/r071z/result.json,analytic heat shear; no nonzero target-root atom
D,launch-inclusive retention,0,0,0.0,0.0,11.0,11.0,1.0,1.0,1.0,retained enstrophy fraction,1,exact launch-inclusive normalization identity,research/certificates/r071z/result.json,payment interval contains launch; roots remain counted on the later observation window
D,fixed-window exact heat retention,0,0,0.0,0.0,12.0,12.0,9.887445656992285e-09,9.887445656992285e-09,1.0,retained enstrophy fraction,exp(-2*nu*d^2*A0*R^2),exact global heat-shear retention formula,research/certificates/r071z/result.json,analytic heat shear; no nonzero target-root atom
D,launch-inclusive retention,0,0,0.0,0.0,12.0,12.0,1.0,1.0,1.0,retained enstrophy fraction,1,exact launch-inclusive normalization identity,research/certificates/r071z/result.json,payment interval contains launch; roots remain counted on the later observation window
D,fixed-window exact heat retention,0,0,0.0,0.0,13.0,13.0,4.030340766953309e-10,4.030340766953309e-10,1.0,retained enstrophy fraction,exp(-2*nu*d^2*A0*R^2),exact global heat-shear retention formula,research/certificates/r071z/result.json,analytic heat shear; no nonzero target-root atom
D,launch-inclusive retention,0,0,0.0,0.0,13.0,13.0,1.0,1.0,1.0,retained enstrophy fraction,1,exact launch-inclusive normalization identity,research/certificates/r071z/result.json,payment interval contains launch; roots remain counted on the later observation window
D,fixed-window exact heat retention,0,0,0.0,0.0,14.0,14.0,1.2718035649663771e-11,1.2718035649663771e-11,1.0,retained enstrophy fraction,exp(-2*nu*d^2*A0*R^2),exact global heat-shear retention formula,research/certificates/r071z/result.json,analytic heat shear; no nonzero target-root atom
D,launch-inclusive retention,0,0,0.0,0.0,14.0,14.0,1.0,1.0,1.0,retained enstrophy fraction,1,exact launch-inclusive normalization identity,research/certificates/r071z/result.json,payment interval contains launch; roots remain counted on the later observation window
D,fixed-window exact heat retention,0,0,0.0,0.0,15.0,15.0,3.1068402375434455e-13,3.1068402375434455e-13,1.0,retained enstrophy fraction,exp(-2*nu*d^2*A0*R^2),exact global heat-shear retention formula,research/certificates/r071z/result.json,analytic heat shear; no nonzero target-root atom
D,launch-inclusive retention,0,0,0.0,0.0,15.0,15.0,1.0,1.0,1.0,retained enstrophy fraction,1,exact launch-inclusive normalization identity,research/certificates/r071z/result.json,payment interval contains launch; roots remain counted on the later observation window
D,fixed-window exact heat retention,0,0,0.0,0.0,16.0,16.0,5.875413231954853e-15,5.875413231954853e-15,1.0,retained enstrophy fraction,exp(-2*nu*d^2*A0*R^2),exact global heat-shear retention formula,research/certificates/r071z/result.json,analytic heat shear; no nonzero target-root atom
D,launch-inclusive retention,0,0,0.0,0.0,16.0,16.0,1.0,1.0,1.0,retained enstrophy fraction,1,exact launch-inclusive normalization identity,research/certificates/r071z/result.json,payment interval contains launch; roots remain counted on the later observation window
D,fixed-window exact heat retention,0,0,0.0,0.0,17.0,17.0,8.601585793886103e-17,8.601585793886103e-17,1.0,retained enstrophy fraction,exp(-2*nu*d^2*A0*R^2),exact global heat-shear retention formula,research/certificates/r071z/result.json,analytic heat shear; no nonzero target-root atom
D,launch-inclusive retention,0,0,0.0,0.0,17.0,17.0,1.0,1.0,1.0,retained enstrophy fraction,1,exact launch-inclusive normalization identity,research/certificates/r071z/result.json,payment interval contains launch; roots remain counted on the later observation window
D,fixed-window exact heat retention,0,0,0.0,0.0,18.0,18.0,9.748532558742853e-19,9.748532558742853e-19,1.0,retained enstrophy fraction,exp(-2*nu*d^2*A0*R^2),exact global heat-shear retention formula,research/certificates/r071z/result.json,analytic heat shear; no nonzero target-root atom
D,launch-inclusive retention,0,0,0.0,0.0,18.0,18.0,1.0,1.0,1.0,retained enstrophy fraction,1,exact launch-inclusive normalization identity,research/certificates/r071z/result.json,payment interval contains launch; roots remain counted on the later observation window
D,fixed-window exact heat retention,0,0,0.0,0.0,19.0,19.0,8.553041518726105e-21,8.553041518726105e-21,1.0,retained enstrophy fraction,exp(-2*nu*d^2*A0*R^2),exact global heat-shear retention formula,research/certificates/r071z/result.json,analytic heat shear; no nonzero target-root atom
D,launch-inclusive retention,0,0,0.0,0.0,19.0,19.0,1.0,1.0,1.0,retained enstrophy fraction,1,exact launch-inclusive normalization identity,research/certificates/r071z/result.json,payment interval contains launch; roots remain counted on the later observation window
D,fixed-window exact heat retention,0,0,0.0,0.0,20.0,20.0,5.809282904332702e-23,5.809282904332702e-23,1.0,retained enstrophy fraction,exp(-2*nu*d^2*A0*R^2),exact global heat-shear retention formula,research/certificates/r071z/result.json,analytic heat shear; no nonzero target-root atom
D,launch-inclusive retention,0,0,0.0,0.0,20.0,20.0,1.0,1.0,1.0,retained enstrophy fraction,1,exact launch-inclusive normalization identity,research/certificates/r071z/result.json,payment interval contains launch; roots remain counted on the later observation window
D,fixed-window exact heat retention,0,0,0.0,0.0,21.0,21.0,3.054534857369281e-25,3.054534857369281e-25,1.0,retained enstrophy fraction,exp(-2*nu*d^2*A0*R^2),exact global heat-shear retention formula,research/certificates/r071z/result.json,analytic heat shear; no nonzero target-root atom
D,launch-inclusive retention,0,0,0.0,0.0,21.0,21.0,1.0,1.0,1.0,retained enstrophy fraction,1,exact launch-inclusive normalization identity,research/certificates/r071z/result.json,payment interval contains launch; roots remain counted on the later observation window
D,fixed-window exact heat retention,0,0,0.0,0.0,22.0,22.0,1.2433352802103729e-27,1.2433352802103729e-27,1.0,retained enstrophy fraction,exp(-2*nu*d^2*A0*R^2),exact global heat-shear retention formula,research/certificates/r071z/result.json,analytic heat shear; no nonzero target-root atom
D,launch-inclusive retention,0,0,0.0,0.0,22.0,22.0,1.0,1.0,1.0,retained enstrophy fraction,1,exact launch-inclusive normalization identity,research/certificates/r071z/result.json,payment interval contains launch; roots remain counted on the later observation window
D,fixed-window exact heat retention,0,0,0.0,0.0,23.0,23.0,3.917888222226054e-30,3.917888222226054e-30,1.0,retained enstrophy fraction,exp(-2*nu*d^2*A0*R^2),exact global heat-shear retention formula,research/certificates/r071z/result.json,analytic heat shear; no nonzero target-root atom
D,launch-inclusive retention,0,0,0.0,0.0,23.0,23.0,1.0,1.0,1.0,retained enstrophy fraction,1,exact launch-inclusive normalization identity,research/certificates/r071z/result.json,payment interval contains launch; roots remain counted on the later observation window
D,fixed-window exact heat retention,0,0,0.0,0.0,24.0,24.0,9.557326840839149e-33,9.557326840839149e-33,1.0,retained enstrophy fraction,exp(-2*nu*d^2*A0*R^2),exact global heat-shear retention formula,research/certificates/r071z/result.json,analytic heat shear; no nonzero target-root atom
D,launch-inclusive retention,0,0,0.0,0.0,24.0,24.0,1.0,1.0,1.0,retained enstrophy fraction,1,exact launch-inclusive normalization identity,research/certificates/r071z/result.json,payment interval contains launch; roots remain counted on the later observation window
D,fixed-window exact heat retention,0,0,0.0,0.0,25.0,25.0,1.8048513878454153e-35,1.8048513878454153e-35,1.0,retained enstrophy fraction,exp(-2*nu*d^2*A0*R^2),exact global heat-shear retention formula,research/certificates/r071z/result.json,analytic heat shear; no nonzero target-root atom
D,launch-inclusive retention,0,0,0.0,0.0,25.0,25.0,1.0,1.0,1.0,retained enstrophy fraction,1,exact launch-inclusive normalization identity,research/certificates/r071z/result.json,payment interval contains launch; roots remain counted on the later observation window
D,fixed-window exact heat retention,0,0,0.0,0.0,26.0,26.0,2.6385605804183745e-38,2.6385605804183745e-38,1.0,retained enstrophy fraction,exp(-2*nu*d^2*A0*R^2),exact global heat-shear retention formula,research/certificates/r071z/result.json,analytic heat shear; no nonzero target-root atom
D,launch-inclusive retention,0,0,0.0,0.0,26.0,26.0,1.0,1.0,1.0,retained enstrophy fraction,1,exact launch-inclusive normalization identity,research/certificates/r071z/result.json,payment interval contains launch; roots remain counted on the later observation window
D,fixed-window exact heat retention,0,0,0.0,0.0,27.0,27.0,2.986161587697696e-41,2.986161587697696e-41,1.0,retained enstrophy fraction,exp(-2*nu*d^2*A0*R^2),exact global heat-shear retention formula,research/certificates/r071z/result.json,analytic heat shear; no nonzero target-root atom
D,launch-inclusive retention,0,0,0.0,0.0,27.0,27.0,1.0,1.0,1.0,retained enstrophy fraction,1,exact launch-inclusive normalization identity,research/certificates/r071z/result.json,payment interval contains launch; roots remain counted on the later observation window
D,fixed-window exact heat retention,0,0,0.0,0.0,28.0,28.0,2.616255486177179e-44,2.616255486177179e-44,1.0,retained enstrophy fraction,exp(-2*nu*d^2*A0*R^2),exact global heat-shear retention formula,research/certificates/r071z/result.json,analytic heat shear; no nonzero target-root atom
D,launch-inclusive retention,0,0,0.0,0.0,28.0,28.0,1.0,1.0,1.0,retained enstrophy fraction,1,exact launch-inclusive normalization identity,research/certificates/r071z/result.json,payment interval contains launch; roots remain counted on the later observation window
